tuning_mult,projected_dps,run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer
1.0,138991,3602,806,Paladin,Protection,Lightsmith,Tank,CN,Kings' Rest,20,1,1842.2,138991,0,334,2026-08-02,2,1,1909.0,3.6
1.0,77294,3602,340,Evoker,Preservation,Flameshaper,Healer,CN,Kings' Rest,20,1,1842.2,77294,1,334,2026-08-02,2,1,1909.0,3.6
0.9627,284265,3602,7146,Mage,Arcane,Sunfury,DPS,CN,Kings' Rest,20,1,1842.2,295279,0,334,2026-08-02,2,1,1909.0,3.6
1.0,236122,3602,7147,Druid,Balance,Elune's Chosen,DPS,CN,Kings' Rest,20,1,1842.2,236122,2,334,2026-08-02,2,1,1909.0,3.6
0.967,263381,3602,1886,Warrior,Arms,Slayer,DPS,CN,Kings' Rest,20,1,1842.2,272369,2,334,2026-08-02,2,1,1909.0,3.6
0.9551,248867,3603,1351,DeathKnight,Blood,San'layn,Tank,EU,Altar of Fangs,18,1,1603.0,260567,0,334,2026-08-02,2,1,1625.0,9.7
1.0,55341,3603,5691,Shaman,Restoration,Totemic,Healer,EU,Altar of Fangs,18,1,1603.0,55341,0,334,2026-08-02,2,1,1625.0,9.7
0.9762,323982,3603,7148,Warrior,Arms,Slayer,DPS,EU,Altar of Fangs,18,1,1603.0,331881,1,334,2026-08-02,2,1,1625.0,9.7
1.0398,461525,3603,5849,Rogue,Assassination,Deathstalker,DPS,EU,Altar of Fangs,18,1,1603.0,443859,0,334,2026-08-02,2,1,1625.0,9.7
1.0,372725,3603,2601,Rogue,Outlaw,Trickster,DPS,EU,Altar of Fangs,18,1,1603.0,372725,1,313,2026-08-02,2,1,1625.0,9.7
1.0,142564,3604,1807,Warrior,Protection,Mountain Thane,Tank,EU,Altar of Fangs,15,0,1885.0,142564,2,334,2026-08-02,2,1,2027.0,-12.6
1.0,77552,3604,7149,Evoker,Preservation,Flameshaper,Healer,EU,Altar of Fangs,15,0,1885.0,77552,2,334,2026-08-02,2,1,2027.0,-12.6
1.0,226947,3604,7142,Monk,Windwalker,Conduit of the Celestials,DPS,EU,Altar of Fangs,15,0,1885.0,226947,3,334,2026-08-02,2,1,2027.0,-12.6
0.9676,274604,3604,7150,Mage,Arcane,Sunfury,DPS,EU,Altar of Fangs,15,0,1885.0,283799,2,334,2026-08-02,2,1,2027.0,-12.6
1.0,229096,3604,7151,Priest,Shadow,Voidweaver,DPS,EU,Altar of Fangs,15,0,1885.0,229096,2,334,2026-08-02,2,1,2027.0,-12.6
1.0,123748,3605,6993,Warrior,Protection,Mountain Thane,Tank,EU,Voidscar Arena,12,0,1920.6,123748,6,321,2026-08-02,2,1,2302.0,-27.9
1.1992,39906,3605,7143,Druid,Restoration,Keeper of the Grove,Healer,EU,Voidscar Arena,12,0,1920.6,33277,9,321,2026-08-02,2,1,2302.0,-27.9
1.0,177765,3605,6539,Druid,Balance,Elune's Chosen,DPS,EU,Voidscar Arena,12,0,1920.6,177765,10,321,2026-08-02,2,1,2302.0,-27.9
1.0,127109,3605,6541,DeathKnight,Unholy,Rider of the Apocalypse,DPS,EU,Voidscar Arena,12,0,1920.6,127109,9,321,2026-08-02,2,1,2302.0,-27.9
1.0,126701,3605,7144,Mage,Frost,Spellslinger,DPS,EU,Voidscar Arena,12,0,1920.6,126701,8,321,2026-08-02,2,1,2302.0,-27.9
1.0,167157,3606,3168,Paladin,Protection,Lightsmith,Tank,CN,Ruby Life Pools,15,1,1336.9,167157,0,334,2026-08-02,2,1,1374.0,18.2
0.7064,23410,3606,2150,Priest,Discipline,Oracle,Healer,CN,Ruby Life Pools,15,1,1336.9,33139,0,334,2026-08-02,2,1,1374.0,18.2
0.9727,206743,3606,1607,Warrior,Arms,Slayer,DPS,CN,Ruby Life Pools,15,1,1336.9,212546,3,334,2026-08-02,2,1,1374.0,18.2
0.9656,305840,3606,2841,Mage,Arcane,Sunfury,DPS,CN,Ruby Life Pools,15,1,1336.9,316735,0,334,2026-08-02,2,1,1374.0,18.2
1.0,277326,3606,5141,Hunter,Marksmanship,Sentinel,DPS,CN,Ruby Life Pools,15,1,1336.9,277326,0,334,2026-08-02,2,1,1374.0,18.2
1.0,154528,3607,7152,DemonHunter,Vengeance,Annihilator,Tank,CN,Temple of Sethraliss,16,1,1692.9,154528,0,334,2026-08-02,2,1,1789.0,6.8
1.0,49067,3607,7153,Paladin,Holy,Lightsmith,Healer,CN,Temple of Sethraliss,16,1,1692.9,49067,1,334,2026-08-02,2,1,1789.0,6.8
1.0,226266,3607,7154,Hunter,Marksmanship,Sentinel,DPS,CN,Temple of Sethraliss,16,1,1692.9,226266,0,334,2026-08-02,2,1,1789.0,6.8
1.0,243260,3607,7155,Druid,Feral,Druid of the Claw,DPS,CN,Temple of Sethraliss,16,1,1692.9,243260,5,334,2026-08-02,2,1,1789.0,6.8
1.0,317343,3607,2913,Shaman,Elemental,Farseer,DPS,CN,Temple of Sethraliss,16,1,1692.9,317343,1,334,2026-08-02,2,1,1789.0,6.8
1.0,170254,3608,1097,Paladin,Protection,Lightsmith,Tank,CN,The Blinding Vale,16,0,1743.7,170254,1,334,2026-08-02,2,1,1915.0,-2.9
0.7064,24524,3608,2150,Priest,Discipline,Unknown,Healer,CN,The Blinding Vale,16,0,1743.7,34718,3,334,2026-08-02,2,1,1915.0,-2.9
1.0,271013,3608,699,Druid,Balance,Elune's Chosen,DPS,CN,The Blinding Vale,16,0,1743.7,271013,4,334,2026-08-02,2,1,1915.0,-2.9
0.9695,219934,3608,1607,Warrior,Arms,Slayer,DPS,CN,The Blinding Vale,16,0,1743.7,226853,3,334,2026-08-02,2,1,1915.0,-2.9
0.9614,307842,3608,2841,Mage,Arcane,Sunfury,DPS,CN,The Blinding Vale,16,0,1743.7,320201,1,334,2026-08-02,2,1,1915.0,-2.9
1.0,209680,3609,353,Paladin,Protection,Lightsmith,Tank,CN,Altar of Fangs,18,1,1685.2,209680,0,334,2026-08-01,2,1,1752.0,2.7
1.0,57138,3609,5992,Paladin,Holy,Lightsmith,Healer,CN,Altar of Fangs,18,1,1685.2,57138,1,334,2026-08-01,2,1,1752.0,2.7
1.0,371954,3609,748,Shaman,Elemental,Farseer,DPS,CN,Altar of Fangs,18,1,1685.2,371954,1,334,2026-08-01,2,1,1752.0,2.7
1.0,361101,3609,2672,Priest,Shadow,Archon,DPS,CN,Altar of Fangs,18,1,1685.2,361101,1,334,2026-08-01,2,1,1752.0,2.7
0.9807,360506,3609,355,Warrior,Arms,Slayer,DPS,CN,Altar of Fangs,18,1,1685.2,367601,2,334,2026-08-01,2,1,1752.0,2.7
1.0,102124,3610,7156,DeathKnight,Blood,Deathbringer,Tank,EU,Altar of Fangs,10,1,1475.3,102124,1,321,2026-08-02,2,1,1547.0,14.1
1.0,24609,3610,7157,Paladin,Holy,Lightsmith,Healer,EU,Altar of Fangs,10,1,1475.3,24609,4,321,2026-08-02,2,1,1547.0,14.1
0.9754,250335,3610,7158,Warrior,Arms,Slayer,DPS,EU,Altar of Fangs,10,1,1475.3,256648,4,321,2026-08-02,2,1,1547.0,14.1
1.0,239223,3610,7159,Warlock,Destruction,Diabolist,DPS,EU,Altar of Fangs,10,1,1475.3,239223,4,321,2026-08-02,2,1,1547.0,14.1
1.0,243092,3610,7160,Shaman,Elemental,Farseer,DPS,EU,Altar of Fangs,10,1,1475.3,243092,3,321,2026-08-02,2,1,1547.0,14.1
0.9571,161281,3611,7161,DeathKnight,Blood,San'layn,Tank,EU,Temple of Sethraliss,16,0,1940.4,168510,1,334,2026-08-02,2,1,2127.0,-10.8
0.7079,15722,3611,7162,Priest,Discipline,Oracle,Healer,EU,Temple of Sethraliss,16,0,1940.4,22209,3,334,2026-08-02,2,1,2127.0,-10.8
1.0,159283,3611,7163,Druid,Balance,Elune's Chosen,DPS,EU,Temple of Sethraliss,16,0,1940.4,159283,3,334,2026-08-02,2,1,2127.0,-10.8
0.9684,261461,3611,7040,Mage,Arcane,Sunfury,DPS,EU,Temple of Sethraliss,16,0,1940.4,269992,4,334,2026-08-02,2,1,2127.0,-10.8
1.0,236296,3611,5807,Warlock,Destruction,Diabolist,DPS,EU,Temple of Sethraliss,16,0,1940.4,236296,3,334,2026-08-02,2,1,2127.0,-10.8
0.956,127108,3612,7164,DeathKnight,Blood,San'layn,Tank,EU,Voidscar Arena,16,-1,2392.4,132958,4,334,2026-08-02,2,1,2654.0,-47.5
1.0,13698,3612,7165,Paladin,Holy,Herald of the Sun,Healer,EU,Voidscar Arena,16,-1,2392.4,13698,6,334,2026-08-02,2,1,2654.0,-47.5
1.0,229121,3612,7166,Priest,Shadow,Voidweaver,DPS,EU,Voidscar Arena,16,-1,2392.4,229121,5,334,2026-08-02,2,1,2654.0,-47.5
0.9597,216570,3612,7167,Mage,Arcane,Sunfury,DPS,EU,Voidscar Arena,16,-1,2392.4,225664,9,334,2026-08-02,2,1,2654.0,-47.5
1.0,170489,3612,7168,Mage,Frost,Spellslinger,DPS,EU,Voidscar Arena,16,-1,2392.4,170489,7,334,2026-08-02,2,1,2654.0,-47.5
1.0,150262,3613,1097,Paladin,Protection,Lightsmith,Tank,CN,Ruby Life Pools,16,1,1608.3,150262,0,334,2026-08-02,2,1,1600.0,4.8
0.7073,23655,3613,2150,Priest,Discipline,Oracle,Healer,CN,Ruby Life Pools,16,1,1608.3,33444,0,334,2026-08-02,2,1,1600.0,4.8
1.0,238084,3613,7169,Druid,Balance,Elune's Chosen,DPS,CN,Ruby Life Pools,16,1,1608.3,238084,0,334,2026-08-02,2,1,1600.0,4.8
1.0,221295,3613,7154,Hunter,Marksmanship,Sentinel,DPS,CN,Ruby Life Pools,16,1,1608.3,221295,0,334,2026-08-02,2,1,1600.0,4.8
1.0,281757,3613,2913,Shaman,Elemental,Farseer,DPS,CN,Ruby Life Pools,16,1,1608.3,281757,0,334,2026-08-02,2,1,1600.0,4.8
1.0,116855,3614,7170,Warrior,Protection,Mountain Thane,Tank,EU,Ruby Life Pools,15,0,1713.4,116855,4,334,2026-08-02,2,1,2005.0,-19.3
1.0,68847,3614,7149,Evoker,Preservation,Flameshaper,Healer,EU,Ruby Life Pools,15,0,1713.4,68847,4,334,2026-08-02,2,1,2005.0,-19.3
0.9674,227342,3614,7150,Mage,Arcane,Sunfury,DPS,EU,Ruby Life Pools,15,0,1713.4,235003,5,334,2026-08-02,2,1,2005.0,-19.3
1.0052,206983,3614,2080,Rogue,Subtlety,Deathstalker,DPS,EU,Ruby Life Pools,15,0,1713.4,205912,4,334,2026-08-02,2,1,2005.0,-19.3
1.0,211103,3614,3303,Shaman,Elemental,Farseer,DPS,EU,Ruby Life Pools,15,0,1713.4,211103,3,334,2026-08-02,2,1,2005.0,-19.3
1.0,180328,3615,7171,DemonHunter,Vengeance,Aldrachi Reaver,Tank,EU,Ruby Life Pools,15,1,1268.4,180328,0,334,2026-08-02,2,1,1260.0,25.0
1.0,62825,3615,7172,Paladin,Holy,Lightsmith,Healer,EU,Ruby Life Pools,15,1,1268.4,62825,0,334,2026-08-02,2,1,1260.0,25.0
0.9841,303586,3615,7173,Mage,Arcane,Spellslinger,DPS,EU,Ruby Life Pools,15,1,1268.4,308491,0,334,2026-08-02,2,1,1260.0,25.0
0.9795,309565,3615,7174,Warrior,Arms,Slayer,DPS,EU,Ruby Life Pools,15,1,1268.4,316044,0,334,2026-08-02,2,1,1260.0,25.0
1.0,286131,3615,5663,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Ruby Life Pools,15,1,1268.4,286131,0,334,2026-08-02,2,1,1260.0,25.0
0.9559,161565,3616,7175,DeathKnight,Blood,San'layn,Tank,EU,Ruby Life Pools,16,1,1530.6,169019,1,334,2026-08-02,2,1,1580.0,6.0
1.0,28630,3616,7176,Shaman,Restoration,Totemic,Healer,EU,Ruby Life Pools,16,1,1530.6,28630,0,334,2026-08-02,2,1,1580.0,6.0
0.9691,311939,3616,7177,Mage,Arcane,Sunfury,DPS,EU,Ruby Life Pools,16,1,1530.6,321885,1,334,2026-08-02,2,1,1580.0,6.0
1.0,274466,3616,7178,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Ruby Life Pools,16,1,1530.6,274466,0,334,2026-08-02,2,1,1580.0,6.0
1.0,281951,3616,501,Warlock,Destruction,Diabolist,DPS,EU,Ruby Life Pools,16,1,1530.6,281951,2,334,2026-08-02,2,1,1580.0,6.0
0.9573,181917,3617,7161,DeathKnight,Blood,San'layn,Tank,EU,Ruby Life Pools,15,1,1417.3,190031,0,334,2026-08-02,2,1,1499.0,10.8
0.7075,19202,3617,7162,Priest,Discipline,Oracle,Healer,EU,Ruby Life Pools,15,1,1417.3,27141,3,334,2026-08-02,2,1,1499.0,10.8
1.0,280630,3617,7179,Shaman,Elemental,Farseer,DPS,EU,Ruby Life Pools,15,1,1417.3,280630,2,334,2026-08-02,2,1,1499.0,10.8
1.0,194646,3617,7163,Druid,Balance,Elune's Chosen,DPS,EU,Ruby Life Pools,15,1,1417.3,194646,0,334,2026-08-02,2,1,1499.0,10.8
0.961,297269,3617,3557,Mage,Arcane,Sunfury,DPS,EU,Ruby Life Pools,15,1,1417.3,309333,1,334,2026-08-02,2,1,1499.0,10.8
1.0,181282,3618,7180,Warrior,Protection,Mountain Thane,Tank,EU,Altar of Fangs,15,0,1738.7,181282,0,334,2026-08-02,2,1,1836.0,-2.0
1.0264,67306,3618,7181,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Altar of Fangs,15,0,1738.7,65575,1,334,2026-08-02,2,1,1836.0,-2.0
1.0,185390,3618,7182,Paladin,Retribution,Herald of the Sun,DPS,EU,Altar of Fangs,15,0,1738.7,185390,2,334,2026-08-02,2,1,1836.0,-2.0
1.0,284376,3618,7183,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Altar of Fangs,15,0,1738.7,284376,1,334,2026-08-02,2,1,1836.0,-2.0
1.0,315033,3618,3306,Evoker,Devastation,Scalecommander,DPS,EU,Altar of Fangs,15,0,1738.7,315033,3,334,2026-08-02,2,1,1836.0,-2.0
1.0,162923,3619,2458,Paladin,Protection,Lightsmith,Tank,US,Ruby Life Pools,18,0,1677.0,162923,0,334,2026-08-02,2,1,1683.0,-0.2
1.0,67513,3619,7184,Paladin,Holy,Lightsmith,Healer,US,Ruby Life Pools,18,0,1677.0,67513,0,334,2026-08-02,2,1,1683.0,-0.2
1.0,336550,3619,7185,Druid,Balance,Elune's Chosen,DPS,US,Ruby Life Pools,18,0,1677.0,336550,1,334,2026-08-02,2,1,1683.0,-0.2
1.0,301975,3619,7186,Shaman,Elemental,Farseer,DPS,US,Ruby Life Pools,18,0,1677.0,301975,0,334,2026-08-02,2,1,1683.0,-0.2
1.0,371006,3619,537,Hunter,Marksmanship,Sentinel,DPS,US,Ruby Life Pools,18,0,1677.0,371006,0,334,2026-08-02,2,1,1683.0,-0.2
1.0,195858,3620,1835,Paladin,Protection,Lightsmith,Tank,EU,Ruby Life Pools,18,0,1843.0,195858,0,334,2026-08-02,2,1,1939.0,-15.4
1.0,52944,3620,7187,Paladin,Holy,Lightsmith,Healer,EU,Ruby Life Pools,18,0,1843.0,52944,3,334,2026-08-02,2,1,1939.0,-15.4
0.968,312712,3620,282,DemonHunter,Devourer,Void-Scarred,DPS,EU,Ruby Life Pools,18,0,1843.0,323050,1,334,2026-08-02,2,1,1939.0,-15.4
0.9702,320841,3620,6592,Mage,Arcane,Sunfury,DPS,EU,Ruby Life Pools,18,0,1843.0,330696,1,334,2026-08-02,2,1,1939.0,-15.4
1.0282,264027,3620,960,Warlock,Demonology,Diabolist,DPS,EU,Ruby Life Pools,18,0,1843.0,256785,5,334,2026-08-02,2,1,1939.0,-15.4
1.0,145036,3621,3568,Paladin,Protection,Lightsmith,Tank,EU,Altar of Fangs,18,0,1940.6,145036,0,334,2026-08-02,2,1,1947.0,-8.2
1.0,58730,3621,120,Shaman,Restoration,Totemic,Healer,EU,Altar of Fangs,18,0,1940.6,58730,0,334,2026-08-02,2,1,1947.0,-8.2
1.0,285909,3621,7122,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Altar of Fangs,18,0,1940.6,285909,1,334,2026-08-02,2,1,1947.0,-8.2
0.9815,341733,3621,1667,Mage,Arcane,Spellslinger,DPS,EU,Altar of Fangs,18,0,1940.6,348175,1,334,2026-08-02,2,1,1947.0,-8.2
1.0398,408757,3621,5849,Rogue,Assassination,Fatebound,DPS,EU,Altar of Fangs,18,0,1940.6,393111,0,334,2026-08-02,2,1,1947.0,-8.2
0.9564,119703,3622,7164,DeathKnight,Blood,San'layn,Tank,EU,Kings' Rest,16,0,2208.4,125160,1,334,2026-08-02,2,1,2440.0,-23.2
1.0,12904,3622,7165,Paladin,Holy,Herald of the Sun,Healer,EU,Kings' Rest,16,0,2208.4,12904,4,334,2026-08-02,2,1,2440.0,-23.2
1.0,205678,3622,7166,Priest,Shadow,Voidweaver,DPS,EU,Kings' Rest,16,0,2208.4,205678,4,334,2026-08-02,2,1,2440.0,-23.2
0.9631,193226,3622,7167,Mage,Arcane,Sunfury,DPS,EU,Kings' Rest,16,0,2208.4,200629,4,334,2026-08-02,2,1,2440.0,-23.2
0.9798,174412,3622,7168,Mage,Arcane,Spellslinger,DPS,EU,Kings' Rest,16,0,2208.4,178008,3,334,2026-08-02,2,1,2440.0,-23.2
1.0,67729,3623,7188,Paladin,Protection,Lightsmith,Tank,TW,Den of Nalorakk,10,1,1648.7,67729,0,321,2026-08-02,2,1,1675.0,12.8
1.0,12906,3623,7189,Shaman,Restoration,Totemic,Healer,TW,Den of Nalorakk,10,1,1648.7,12906,2,321,2026-08-02,2,1,1675.0,12.8
0.9685,169456,3623,7190,Mage,Arcane,Sunfury,DPS,TW,Den of Nalorakk,10,1,1648.7,174967,1,321,2026-08-02,2,1,1675.0,12.8
1.0,159427,3623,7191,Shaman,Elemental,Farseer,DPS,TW,Den of Nalorakk,10,1,1648.7,159427,2,321,2026-08-02,2,1,1675.0,12.8
1.0,147397,3623,7138,Evoker,Devastation,Scalecommander,DPS,TW,Den of Nalorakk,10,1,1648.7,147397,2,321,2026-08-02,2,1,1675.0,12.8
0.9557,139099,3624,7164,DeathKnight,Blood,San'layn,Tank,EU,Den of Nalorakk,16,0,2249.0,145546,3,334,2026-08-02,2,1,2450.0,-27.6
1.0,13925,3624,7165,Paladin,Holy,Herald of the Sun,Healer,EU,Den of Nalorakk,16,0,2249.0,13925,3,334,2026-08-02,2,1,2450.0,-27.6
1.0,237745,3624,7166,Priest,Shadow,Voidweaver,DPS,EU,Den of Nalorakk,16,0,2249.0,237745,4,334,2026-08-02,2,1,2450.0,-27.6
0.9627,239590,3624,7167,Mage,Arcane,Sunfury,DPS,EU,Den of Nalorakk,16,0,2249.0,248873,6,334,2026-08-02,2,1,2450.0,-27.6
0.9624,205142,3624,7168,Mage,Arcane,Sunfury,DPS,EU,Den of Nalorakk,16,0,2249.0,213157,5,334,2026-08-02,2,1,2450.0,-27.6
1.0,111544,3625,6993,Warrior,Protection,Mountain Thane,Tank,EU,Temple of Sethraliss,12,-1,2512.7,111544,2,321,2026-08-02,2,1,2804.0,-46.1
1.1991,41468,3625,7143,Druid,Restoration,Keeper of the Grove,Healer,EU,Temple of Sethraliss,12,-1,2512.7,34582,7,321,2026-08-02,2,1,2804.0,-46.1
1.0,155782,3625,6539,Druid,Balance,Elune's Chosen,DPS,EU,Temple of Sethraliss,12,-1,2512.7,155782,7,321,2026-08-02,2,1,2804.0,-46.1
1.0,106575,3625,6541,DeathKnight,Unholy,San'layn,DPS,EU,Temple of Sethraliss,12,-1,2512.7,106575,9,321,2026-08-02,2,1,2804.0,-46.1
1.0252,96976,3625,7144,Mage,Arcane,Spellslinger,DPS,EU,Temple of Sethraliss,12,-1,2512.7,94592,9,321,2026-08-02,2,1,2804.0,-46.1
1.0,127470,3626,7192,Paladin,Protection,Lightsmith,Tank,EU,Den of Nalorakk,18,0,1923.9,127470,0,334,2026-08-02,2,1,1990.0,-3.7
0.7049,57123,3626,96,Priest,Discipline,Voidweaver,Healer,EU,Den of Nalorakk,18,0,1923.9,81036,0,334,2026-08-02,2,1,1990.0,-3.7
1.0,240888,3626,5910,Paladin,Retribution,Herald of the Sun,DPS,EU,Den of Nalorakk,18,0,1923.9,240888,2,334,2026-08-02,2,1,1990.0,-3.7
0.9681,242796,3626,282,DemonHunter,Devourer,Void-Scarred,DPS,EU,Den of Nalorakk,18,0,1923.9,250797,2,334,2026-08-02,2,1,1990.0,-3.7
0.9629,288919,3626,7193,Mage,Arcane,Sunfury,DPS,EU,Den of Nalorakk,18,0,1923.9,300051,1,334,2026-08-02,2,1,1990.0,-3.7
1.0,94603,3627,7194,Druid,Guardian,Elune's Chosen,Tank,EU,Voidscar Arena,13,1,1554.2,94603,0,321,2026-08-01,2,1,1666.0,7.5
1.1989,18665,3627,265,Druid,Restoration,Wildstalker,Healer,EU,Voidscar Arena,13,1,1554.2,15568,1,321,2026-08-01,2,1,1666.0,7.5
1.0,201464,3627,7195,Shaman,Elemental,Farseer,DPS,EU,Voidscar Arena,13,1,1554.2,201464,6,321,2026-08-01,2,1,1666.0,7.5
1.0,174451,3627,7196,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Voidscar Arena,13,1,1554.2,174451,0,321,2026-08-01,2,1,1666.0,7.5
0.9765,253937,3627,5236,Mage,Arcane,Spellslinger,DPS,EU,Voidscar Arena,13,1,1554.2,260048,1,321,2026-08-01,2,1,1666.0,7.5
1.0,201380,3628,353,Paladin,Protection,Lightsmith,Tank,CN,Ruby Life Pools,18,1,1623.8,201380,0,334,2026-08-01,2,1,1630.0,3.0
1.0,63410,3628,5992,Paladin,Holy,Lightsmith,Healer,CN,Ruby Life Pools,18,1,1623.8,63410,1,334,2026-08-01,2,1,1630.0,3.0
1.0,340191,3628,748,Shaman,Elemental,Farseer,DPS,CN,Ruby Life Pools,18,1,1623.8,340191,0,334,2026-08-01,2,1,1630.0,3.0
1.0,356821,3628,2672,Priest,Shadow,Archon,DPS,CN,Ruby Life Pools,18,1,1623.8,356821,0,334,2026-08-01,2,1,1630.0,3.0
1.0,312593,3628,7197,DemonHunter,Havoc,Fel-Scarred,DPS,CN,Ruby Life Pools,18,1,1623.8,312593,0,334,2026-08-01,2,1,1630.0,3.0
0.9536,183653,3629,6824,DeathKnight,Blood,San'layn,Tank,US,The Blinding Vale,15,1,1641.9,192589,1,334,2026-08-02,2,1,1813.0,2.5
1.0,37467,3629,7198,Shaman,Restoration,Totemic,Healer,US,The Blinding Vale,15,1,1641.9,37467,2,334,2026-08-02,2,1,1813.0,2.5
1.0,215188,3629,7199,Druid,Balance,Elune's Chosen,DPS,US,The Blinding Vale,15,1,1641.9,215188,3,334,2026-08-02,2,1,1813.0,2.5
0.9649,329194,3629,379,Mage,Arcane,Sunfury,DPS,US,The Blinding Vale,15,1,1641.9,341170,3,334,2026-08-02,2,1,1813.0,2.5
0.9778,219116,3629,7200,Warrior,Arms,Slayer,DPS,US,The Blinding Vale,15,1,1641.9,224091,3,334,2026-08-02,2,1,1813.0,2.5
1.0,244525,3630,5009,DeathKnight,Blood,Deathbringer,Tank,CN,Altar of Fangs,19,0,1763.9,244525,0,334,2026-08-02,2,1,1876.0,-4.2
1.0,89064,3630,6763,Evoker,Preservation,Flameshaper,Healer,CN,Altar of Fangs,19,0,1763.9,89064,1,334,2026-08-02,2,1,1876.0,-4.2
0.9622,360770,3630,837,Mage,Arcane,Sunfury,DPS,CN,Altar of Fangs,19,0,1763.9,374943,2,334,2026-08-02,2,1,1876.0,-4.2
1.0,418334,3630,2564,Shaman,Elemental,Farseer,DPS,CN,Altar of Fangs,19,0,1763.9,418334,3,334,2026-08-02,2,1,1876.0,-4.2
0.9694,325618,3630,6907,DemonHunter,Devourer,Annihilator,DPS,CN,Altar of Fangs,19,0,1763.9,335896,2,334,2026-08-02,2,1,1876.0,-4.2
1.0,175015,3631,353,Paladin,Protection,Lightsmith,Tank,CN,Murder Row,20,1,2026.5,175015,0,334,2026-08-02,2,1,2018.0,1.1
1.0,55563,3631,5992,Paladin,Holy,Lightsmith,Healer,CN,Murder Row,20,1,2026.5,55563,0,334,2026-08-02,2,1,2018.0,1.1
1.0,355744,3631,2672,Priest,Shadow,Archon,DPS,CN,Murder Row,20,1,2026.5,355744,0,334,2026-08-02,2,1,2018.0,1.1
0.9709,364887,3631,1717,Mage,Arcane,Sunfury,DPS,CN,Murder Row,20,1,2026.5,375823,0,334,2026-08-02,2,1,2018.0,1.1
1.0,367051,3631,356,Druid,Balance,Elune's Chosen,DPS,CN,Murder Row,20,1,2026.5,367051,0,334,2026-08-02,2,1,2018.0,1.1
0.9551,173539,3632,7201,DeathKnight,Blood,San'layn,Tank,US,Voidscar Arena,18,1,1698.4,181697,1,334,2026-08-02,2,1,1780.0,1.1
1.0,71785,3632,7184,Paladin,Holy,Lightsmith,Healer,US,Voidscar Arena,18,1,1698.4,71785,1,334,2026-08-02,2,1,1780.0,1.1
1.0,301008,3632,7185,Druid,Balance,Elune's Chosen,DPS,US,Voidscar Arena,18,1,1698.4,301008,2,334,2026-08-02,2,1,1780.0,1.1
1.0,304988,3632,537,Hunter,Marksmanship,Sentinel,DPS,US,Voidscar Arena,18,1,1698.4,304988,1,334,2026-08-02,2,1,1780.0,1.1
0.9819,293340,3632,3536,Mage,Arcane,Spellslinger,DPS,US,Voidscar Arena,18,1,1698.4,298748,1,334,2026-08-02,2,1,1780.0,1.1
0.9552,207813,3633,409,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,19,1,1534.5,217559,0,334,2026-08-02,2,1,1631.0,2.9
1.0,48769,3633,6654,Shaman,Restoration,Totemic,Healer,US,Ruby Life Pools,19,1,1534.5,48769,1,334,2026-08-02,2,1,1631.0,2.9
1.0,346794,3633,5753,Rogue,Outlaw,Trickster,DPS,US,Ruby Life Pools,19,1,1534.5,346794,1,334,2026-08-02,2,1,1631.0,2.9
1.0,344178,3633,2145,Monk,Windwalker,Conduit of the Celestials,DPS,US,Ruby Life Pools,19,1,1534.5,344178,3,334,2026-08-02,2,1,1631.0,2.9
1.0,372412,3633,109,Rogue,Outlaw,Trickster,DPS,US,Ruby Life Pools,19,1,1534.5,372412,2,334,2026-08-02,2,1,1631.0,2.9
1.0,59391,3634,251,Paladin,Protection,Lightsmith,Tank,EU,The Blinding Vale,12,0,1993.1,59391,1,321,2026-08-02,2,1,2180.0,-17.2
1.0,13662,3634,7202,Shaman,Restoration,Totemic,Healer,EU,The Blinding Vale,12,0,1993.1,13662,1,321,2026-08-02,2,1,2180.0,-17.2
1.0,164309,3634,7203,Shaman,Elemental,Farseer,DPS,EU,The Blinding Vale,12,0,1993.1,164309,3,321,2026-08-02,2,1,2180.0,-17.2
1.0,175660,3634,7204,Warlock,Affliction,Soul Harvester,DPS,EU,The Blinding Vale,12,0,1993.1,175660,2,321,2026-08-02,2,1,2180.0,-17.2
0.9748,145071,3634,7205,Warrior,Arms,Slayer,DPS,EU,The Blinding Vale,12,0,1993.1,148821,6,321,2026-08-02,2,1,2180.0,-17.2
0.9554,214468,3635,409,DeathKnight,Blood,San'layn,Tank,US,Murder Row,18,1,1713.5,224480,0,334,2026-08-02,2,1,1765.0,13.5
1.0,50244,3635,6654,Shaman,Restoration,Totemic,Healer,US,Murder Row,18,1,1713.5,50244,0,334,2026-08-02,2,1,1765.0,13.5
1.0,308371,3635,2819,DemonHunter,Havoc,Aldrachi Reaver,DPS,US,Murder Row,18,1,1713.5,308371,1,334,2026-08-02,2,1,1765.0,13.5
