subset,class,spec,role,key_level,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level,gear_known,pct_no_set,pct_2set,pct_4set,avg_player_rating
all,Hunter,BeastMastery,DPS,10,2455,2396,1226,185774,185028,230612,0.42,69.0,300.4,93,30.1,26.9,43.0,2792.0
all,Hunter,BeastMastery,DPS,11,2143,2100,1389,177720,175744,222251,0.95,51.1,299.1,59,42.4,13.6,44.1,2854.0
all,Hunter,BeastMastery,DPS,12,1380,1365,892,180982,180918,223074,0.84,54.1,302.2,42,23.8,28.6,47.6,2938.0
all,Hunter,BeastMastery,DPS,13,970,963,547,192524,192054,230620,0.74,50.2,305.4,59,23.7,39.0,37.3,3043.0
all,Hunter,BeastMastery,DPS,14,534,533,274,198105,198422,237964,0.96,40.6,307.0,52,26.9,30.8,42.3,3090.0
all,Hunter,BeastMastery,DPS,15,116,116,74,213982,213179,252139,1.07,44.0,307.7,16,25.0,18.8,56.2,3129.0
all,Hunter,BeastMastery,DPS,16,16,16,12,237954,238624,273998,0.88,50.0,308.3,3,0.0,33.3,66.7,3340.0
all,Hunter,BeastMastery,DPS,17,11,11,3,273093,271512,321847,0.91,54.5,310.9,1,0.0,0.0,100.0,3340.0
all,Hunter,BeastMastery,DPS,18,4,4,1,317319,327408,339394,0.25,75.0,311.5,0,,,,
all,Hunter,Marksmanship,DPS,2,363,356,342,107682,106355,138109,0.21,82.6,291.1,31,74.2,22.6,3.2,
all,Hunter,Marksmanship,DPS,3,47,47,47,108066,103614,138687,0.49,74.5,292.0,1,100.0,0.0,0.0,2968.0
all,Hunter,Marksmanship,DPS,4,141,141,135,116001,112488,151774,0.2,82.3,292.6,6,100.0,0.0,0.0,2747.0
all,Hunter,Marksmanship,DPS,5,272,268,252,129314,129576,165667,0.3,76.1,293.2,15,80.0,13.3,6.7,
all,Hunter,Marksmanship,DPS,6,150,150,137,138240,136493,174835,0.19,83.3,296.3,3,33.3,66.7,0.0,2956.0
all,Hunter,Marksmanship,DPS,7,109,107,103,156266,156964,195582,0.31,73.4,297.5,6,16.7,33.3,50.0,2764.0
all,Hunter,Marksmanship,DPS,8,108,108,108,174617,173802,214102,0.31,77.8,298.1,5,60.0,0.0,40.0,2876.0
all,Hunter,Marksmanship,DPS,9,199,198,179,185312,185833,224693,0.28,75.9,300.0,10,30.0,10.0,60.0,2829.0
all,Hunter,Marksmanship,DPS,10,2265,2199,865,202349,204125,245589,0.32,74.5,302.4,109,13.8,11.0,75.2,2798.0
all,Hunter,Marksmanship,DPS,11,1239,1221,751,187512,186905,233267,0.83,53.8,299.9,40,30.0,17.5,52.5,2852.0
all,Hunter,Marksmanship,DPS,12,788,780,487,187877,189959,230109,0.75,56.5,302.8,28,17.9,10.7,71.4,2976.0
all,Hunter,Marksmanship,DPS,13,562,561,319,198715,199308,237181,0.66,51.8,305.6,24,16.7,25.0,58.3,3050.0
all,Hunter,Marksmanship,DPS,14,384,383,195,207737,208968,249271,0.9,46.9,307.4,35,17.1,22.9,60.0,3078.0
all,Hunter,Marksmanship,DPS,15,132,132,57,228048,233181,265627,0.84,43.9,308.7,19,5.3,10.5,84.2,3192.0
all,Hunter,Marksmanship,DPS,16,34,34,16,253355,255252,308567,0.59,55.9,310.0,5,0.0,0.0,100.0,3138.0
all,Hunter,Marksmanship,DPS,17,5,5,3,290436,293662,331833,0.8,40.0,309.6,1,0.0,0.0,100.0,3340.0
all,Hunter,Marksmanship,DPS,18,3,3,1,294426,310917,342975,0.67,33.3,311.0,0,,,,
all,Hunter,Survival,DPS,2,165,163,143,104607,102341,141240,0.18,85.5,290.9,15,80.0,20.0,0.0,
all,Hunter,Survival,DPS,3,39,39,39,106513,103549,135267,0.28,79.5,292.2,2,50.0,50.0,0.0,
all,Hunter,Survival,DPS,4,71,71,71,116972,116064,145575,0.11,88.7,292.8,5,80.0,20.0,0.0,
all,Hunter,Survival,DPS,5,121,121,114,129427,124814,171355,0.27,76.9,293.9,8,75.0,25.0,0.0,
all,Hunter,Survival,DPS,6,90,89,75,134245,135764,164088,0.21,82.2,296.2,11,54.5,27.3,18.2,
all,Hunter,Survival,DPS,7,43,43,40,155514,152008,199772,0.23,81.4,296.1,4,100.0,0.0,0.0,
all,Hunter,Survival,DPS,8,39,39,37,170162,170246,203362,0.21,82.1,297.2,1,0.0,0.0,100.0,2961.0
all,Hunter,Survival,DPS,9,45,45,43,172284,178467,208663,0.29,73.3,298.2,3,66.7,0.0,33.3,3014.0
all,Hunter,Survival,DPS,10,259,258,151,176625,171512,223768,0.39,68.7,299.3,11,0.0,27.3,72.7,2904.0
all,Hunter,Survival,DPS,11,240,239,177,165935,165880,210613,1.12,46.2,297.1,8,37.5,37.5,25.0,2887.0
all,Hunter,Survival,DPS,12,160,160,105,172391,172190,215293,0.84,53.8,301.3,2,0.0,0.0,100.0,2968.0
all,Hunter,Survival,DPS,13,118,116,67,187006,188177,220789,0.64,55.9,305.5,8,25.0,25.0,50.0,3012.0
all,Hunter,Survival,DPS,14,72,71,34,199913,203608,237266,0.97,41.7,308.4,7,14.3,14.3,71.4,3086.0
all,Hunter,Survival,DPS,15,31,30,17,212528,212852,246980,0.84,38.7,310.4,11,0.0,9.1,90.9,3176.0
all,Hunter,Survival,DPS,16,7,7,3,237304,234222,273305,1.57,28.6,307.1,4,0.0,0.0,100.0,3340.0
all,Mage,Arcane,DPS,2,2241,2107,2026,116622,113807,156820,0.26,79.1,290.4,179,68.7,27.4,3.9,3010.0
all,Mage,Arcane,DPS,3,365,353,355,121028,118997,159090,0.27,78.1,290.6,14,78.6,7.1,14.3,3065.0
all,Mage,Arcane,DPS,4,986,948,940,125505,124333,162386,0.27,77.9,291.7,50,66.0,30.0,4.0,
all,Mage,Arcane,DPS,5,1831,1746,1708,137202,134919,178037,0.27,77.8,293.5,85,56.5,34.1,9.4,3012.0
all,Mage,Arcane,DPS,6,1242,1180,1093,149255,147965,190857,0.21,82.2,295.9,80,53.8,35.0,11.2,3159.0
all,Mage,Arcane,DPS,7,844,799,791,176207,174754,218599,0.31,74.9,297.0,28,53.6,28.6,17.9,2841.0
all,Mage,Arcane,DPS,8,865,823,804,192539,192516,237897,0.29,75.3,298.8,42,26.2,50.0,23.8,2939.0
all,Mage,Arcane,DPS,9,1249,1174,1131,197259,196907,246033,0.29,76.4,299.9,55,36.4,27.3,36.4,2850.0
all,Mage,Arcane,DPS,10,8022,7507,3339,216214,216712,266842,0.34,72.9,302.3,405,17.8,27.4,54.8,2863.0
all,Mage,Arcane,DPS,11,7054,6675,4018,201772,200852,254898,0.74,57.5,300.5,168,26.8,26.8,46.4,2917.0
all,Mage,Arcane,DPS,12,6835,6562,3691,209749,209670,257337,0.6,61.0,303.8,177,21.5,31.1,47.5,3052.0
all,Mage,Arcane,DPS,13,6232,6094,3168,216508,216999,259324,0.63,54.8,305.9,304,22.4,33.2,44.4,3111.0
all,Mage,Arcane,DPS,14,5026,4924,2072,226875,227600,270255,0.84,47.1,307.4,399,12.3,42.1,45.6,3182.0
all,Mage,Arcane,DPS,15,2005,1974,790,242875,244556,288031,0.85,46.7,308.8,211,2.4,36.0,61.6,3235.0
all,Mage,Arcane,DPS,16,683,674,242,262216,264123,307515,0.78,51.0,310.1,67,6.0,26.9,67.2,3291.0
all,Mage,Arcane,DPS,17,193,193,55,282573,288213,326097,0.7,53.9,310.9,2,0.0,0.0,100.0,3412.0
all,Mage,Arcane,DPS,18,39,39,12,301559,305162,340902,0.64,59.0,310.2,0,,,,
all,Mage,Fire,DPS,2,86,86,76,109344,108240,148602,0.22,82.6,288.7,6,100.0,0.0,0.0,
all,Mage,Fire,DPS,3,13,13,13,108189,114028,132983,0.54,69.2,288.5,0,,,,2886.0
all,Mage,Fire,DPS,4,27,27,27,115610,111055,149798,0.0,100.0,290.9,0,,,,3020.0
all,Mage,Fire,DPS,5,47,47,46,119707,118970,157186,0.13,87.2,292.2,3,33.3,66.7,0.0,
all,Mage,Fire,DPS,6,23,23,22,122882,120493,152659,0.13,87.0,292.8,3,100.0,0.0,0.0,
all,Mage,Fire,DPS,7,25,25,24,179508,180140,222262,0.24,84.0,298.2,0,,,,3020.0
all,Mage,Fire,DPS,8,20,20,20,198451,199910,256811,0.2,85.0,298.1,0,,,,2737.0
all,Mage,Fire,DPS,9,26,26,23,195545,192542,256300,0.12,88.5,297.6,2,50.0,0.0,50.0,2840.0
all,Mage,Fire,DPS,10,173,173,78,211397,207371,268674,0.2,85.5,298.5,3,0.0,0.0,100.0,2800.0
all,Mage,Fire,DPS,11,109,109,76,201562,201495,251965,0.65,62.4,296.4,0,,,,2805.0
all,Mage,Fire,DPS,12,102,102,55,200008,194411,250857,0.75,64.7,300.2,3,66.7,0.0,33.3,2983.0
all,Mage,Fire,DPS,13,42,42,25,216230,217510,245876,0.38,71.4,301.8,2,100.0,0.0,0.0,3019.0
all,Mage,Fire,DPS,14,15,15,11,212103,214327,241338,1.2,33.3,304.7,3,33.3,0.0,66.7,2964.0
all,Mage,Fire,DPS,15,1,1,1,215429,215429,215429,1.0,0.0,306.0,0,,,,
all,Mage,Frost,DPS,2,362,356,335,100679,98710,134225,0.26,80.1,290.7,32,87.5,9.4,3.1,
all,Mage,Frost,DPS,3,57,56,56,105911,104284,127784,0.39,70.2,291.6,2,50.0,50.0,0.0,
all,Mage,Frost,DPS,4,132,131,129,109762,108742,136434,0.3,74.2,292.5,3,66.7,33.3,0.0,
all,Mage,Frost,DPS,5,220,219,209,122913,121188,152840,0.3,75.0,293.0,18,77.8,22.2,0.0,
all,Mage,Frost,DPS,6,108,108,104,127129,125390,158734,0.28,78.7,294.3,5,0.0,100.0,0.0,2715.0
all,Mage,Frost,DPS,7,40,40,39,153087,155791,176176,0.32,70.0,294.5,0,,,,2709.0
all,Mage,Frost,DPS,8,38,38,37,163917,161497,193980,0.29,71.1,296.0,4,75.0,25.0,0.0,2808.0
all,Mage,Frost,DPS,9,27,27,27,157140,155070,187418,0.48,59.3,296.4,1,100.0,0.0,0.0,2835.0
all,Mage,Frost,DPS,10,192,192,132,173199,171138,213655,0.61,62.0,298.1,5,80.0,0.0,20.0,2767.0
all,Mage,Frost,DPS,11,200,200,149,168261,169507,200771,1.25,39.0,296.7,4,50.0,25.0,25.0,2812.0
all,Mage,Frost,DPS,12,81,81,59,171495,171776,210316,1.21,46.9,299.9,1,100.0,0.0,0.0,2846.0
all,Mage,Frost,DPS,13,45,45,25,184508,182890,216614,0.71,53.3,304.3,0,,,,
all,Mage,Frost,DPS,14,24,24,11,199646,201388,248437,1.17,37.5,306.2,1,0.0,0.0,100.0,
all,Mage,Frost,DPS,15,5,5,2,213281,209870,239728,0.8,60.0,310.0,0,,,,
all,Monk,Brewmaster,Tank,2,412,412,359,63039,62888,82825,0.13,89.1,292.3,35,68.6,25.7,5.7,3117.0
all,Monk,Brewmaster,Tank,3,76,76,76,59292,60314,77404,0.13,90.8,290.6,3,100.0,0.0,0.0,3016.0
all,Monk,Brewmaster,Tank,4,158,158,150,65332,63558,86132,0.15,87.3,292.2,12,83.3,16.7,0.0,3118.0
all,Monk,Brewmaster,Tank,5,274,274,257,70917,70002,89702,0.1,91.2,293.6,19,63.2,31.6,5.3,3029.0
all,Monk,Brewmaster,Tank,6,185,185,169,70246,69178,89318,0.09,92.4,293.4,10,70.0,20.0,10.0,3016.0
all,Monk,Brewmaster,Tank,7,82,82,77,86126,81776,114742,0.12,87.8,294.8,0,,,,3060.0
all,Monk,Brewmaster,Tank,8,100,100,91,91675,89598,117585,0.17,85.0,295.9,3,66.7,0.0,33.3,3056.0
all,Monk,Brewmaster,Tank,9,146,146,131,95680,94129,118726,0.14,88.4,298.2,5,80.0,20.0,0.0,3113.0
all,Monk,Brewmaster,Tank,10,1117,1117,489,101351,99792,125567,0.13,88.4,300.3,44,45.5,25.0,29.5,2903.0
all,Monk,Brewmaster,Tank,11,831,831,462,98042,96882,124156,0.49,72.3,298.2,18,33.3,44.4,22.2,2976.0
all,Monk,Brewmaster,Tank,12,582,582,296,100048,99008,123589,0.36,76.5,300.4,12,33.3,25.0,41.7,3098.0
all,Monk,Brewmaster,Tank,13,384,384,189,106783,106598,129161,0.23,79.9,303.6,16,43.8,37.5,18.8,3148.0
all,Monk,Brewmaster,Tank,14,275,275,120,113389,112325,134747,0.37,72.7,304.9,20,40.0,15.0,45.0,3207.0
all,Monk,Brewmaster,Tank,15,151,151,55,120347,120938,142221,0.23,78.8,306.2,11,36.4,36.4,27.3,3299.0
all,Monk,Brewmaster,Tank,16,87,87,23,133190,130443,155623,0.23,82.8,306.8,11,36.4,0.0,63.6,3379.0
all,Monk,Brewmaster,Tank,17,25,25,12,138206,138864,161130,0.24,84.0,308.5,5,0.0,20.0,80.0,3381.0
all,Monk,Brewmaster,Tank,18,4,4,3,158250,160443,175926,0.25,75.0,309.8,1,0.0,0.0,100.0,3341.0
all,Monk,Mistweaver,Healer,2,578,578,511,29277,29150,41428,0.15,86.7,289.8,66,90.9,7.6,1.5,
all,Monk,Mistweaver,Healer,3,93,93,91,30273,30059,41288,0.27,78.5,289.6,2,100.0,0.0,0.0,
all,Monk,Mistweaver,Healer,4,242,242,231,31411,31235,42434,0.14,87.6,290.8,10,80.0,20.0,0.0,2676.0
all,Monk,Mistweaver,Healer,5,463,463,430,32610,33345,44212,0.18,85.1,291.7,36,83.3,16.7,0.0,
all,Monk,Mistweaver,Healer,6,346,346,303,33518,33516,44412,0.13,87.3,293.0,21,57.1,42.9,0.0,
all,Monk,Mistweaver,Healer,7,220,220,208,38223,38866,49947,0.22,80.5,294.5,10,60.0,30.0,10.0,2815.0
all,Monk,Mistweaver,Healer,8,253,253,241,40799,40371,50760,0.27,76.3,294.7,8,62.5,37.5,0.0,2838.0
all,Monk,Mistweaver,Healer,9,278,278,269,41515,41245,53039,0.32,73.7,295.7,6,83.3,16.7,0.0,2875.0
all,Monk,Mistweaver,Healer,10,1756,1756,867,45347,45548,57372,0.31,75.4,298.9,93,55.9,25.8,18.3,2798.0
all,Monk,Mistweaver,Healer,11,1503,1503,913,43204,43446,55354,0.65,61.3,297.5,51,62.7,19.6,17.6,2891.0
all,Monk,Mistweaver,Healer,12,1077,1077,621,45618,45762,56626,0.59,62.8,300.9,29,41.4,37.9,20.7,3021.0
all,Monk,Mistweaver,Healer,13,754,754,371,47356,47336,59005,0.51,60.3,303.2,26,38.5,50.0,11.5,3082.0
all,Monk,Mistweaver,Healer,14,453,453,210,48883,49223,60072,0.68,53.4,305.2,41,36.6,29.3,34.1,3158.0
all,Monk,Mistweaver,Healer,15,163,163,69,54364,54544,65723,0.59,57.7,306.1,13,38.5,23.1,38.5,3183.0
all,Monk,Mistweaver,Healer,16,56,56,16,60578,59536,74140,0.57,60.7,307.3,12,16.7,50.0,33.3,3221.0
all,Monk,Mistweaver,Healer,17,16,16,4,67340,66338,80430,0.56,56.2,309.2,2,0.0,0.0,100.0,
all,Monk,Mistweaver,Healer,18,1,1,1,64167,64167,64167,0.0,100.0,310.0,0,,,,
all,Monk,Windwalker,DPS,2,493,486,442,104989,103783,138202,0.2,82.8,290.7,52,78.8,17.3,3.8,
all,Monk,Windwalker,DPS,3,87,86,87,99360,99136,125932,0.26,82.8,290.0,4,100.0,0.0,0.0,
all,Monk,Windwalker,DPS,4,205,204,196,116156,113738,151069,0.21,82.9,292.9,17,41.2,47.1,11.8,
all,Monk,Windwalker,DPS,5,397,392,371,128513,127663,163484,0.22,80.9,294.0,40,60.0,40.0,0.0,
all,Monk,Windwalker,DPS,6,241,239,220,140662,136351,176773,0.14,88.4,296.2,14,42.9,50.0,7.1,
all,Monk,Windwalker,DPS,7,172,170,164,159739,154948,205132,0.34,71.5,296.9,6,33.3,33.3,33.3,2791.0
all,Monk,Windwalker,DPS,8,167,166,160,172332,167578,212544,0.34,71.9,297.1,11,45.5,45.5,9.1,2929.0
all,Monk,Windwalker,DPS,9,215,214,207,183546,182006,242782,0.35,72.6,299.4,11,45.5,36.4,18.2,2976.0
all,Monk,Windwalker,DPS,10,1646,1634,724,197538,195949,254890,0.41,68.5,301.6,89,28.1,16.9,55.1,2806.0
all,Monk,Windwalker,DPS,11,1204,1201,765,179761,177204,236459,0.98,48.5,299.1,27,29.6,14.8,55.6,2878.0
all,Monk,Windwalker,DPS,12,952,952,576,186300,185816,237399,0.79,52.9,302.6,34,23.5,35.3,41.2,3022.0
all,Monk,Windwalker,DPS,13,770,770,413,200993,199596,248546,0.75,50.0,306.1,37,13.5,29.7,56.8,3061.0
all,Monk,Windwalker,DPS,14,528,527,236,211010,210428,257312,0.99,41.5,307.7,42,23.8,23.8,52.4,3085.0
all,Monk,Windwalker,DPS,15,210,210,92,222000,222374,265564,0.96,41.0,308.7,32,6.2,12.5,81.2,3144.0
all,Monk,Windwalker,DPS,16,48,48,19,246536,250757,294589,0.81,41.7,309.3,11,9.1,9.1,81.8,3218.0
all,Monk,Windwalker,DPS,17,7,7,5,240712,242267,282236,1.29,28.6,308.6,1,0.0,0.0,100.0,3198.0
all,Paladin,Holy,Healer,2,1362,1362,1247,16560,14428,29750,0.13,89.2,288.1,115,67.8,28.7,3.5,2858.0
all,Paladin,Holy,Healer,3,245,245,239,14813,14137,23913,0.15,86.9,287.7,8,75.0,25.0,0.0,3109.0
all,Paladin,Holy,Healer,4,591,591,576,16991,15249,27666,0.14,87.6,289.7,24,66.7,33.3,0.0,2958.0
all,Paladin,Holy,Healer,5,1086,1086,1019,17746,15628,31528,0.16,86.5,291.1,60,66.7,30.0,3.3,2733.0
all,Paladin,Holy,Healer,6,778,774,716,17702,15834,29231,0.15,87.5,292.3,69,68.1,26.1,5.8,2987.0
all,Paladin,Holy,Healer,7,487,487,465,20598,18358,34942,0.18,84.8,293.4,21,33.3,61.9,4.8,3010.0
all,Paladin,Holy,Healer,8,478,478,459,22827,19460,40254,0.27,76.6,294.6,30,40.0,36.7,23.3,2878.0
all,Paladin,Holy,Healer,9,653,653,619,21900,18583,39129,0.25,79.6,296.3,21,52.4,23.8,23.8,2888.0
all,Paladin,Holy,Healer,10,4074,4074,2080,25736,22050,45913,0.29,76.8,298.7,151,40.4,30.5,29.1,2837.0
all,Paladin,Holy,Healer,11,4114,4114,2645,25099,20986,46920,0.63,61.2,297.8,89,52.8,30.3,16.9,2898.0
all,Paladin,Holy,Healer,12,4311,4311,2537,26401,22540,46686,0.54,64.0,301.5,76,44.7,39.5,15.8,3045.0
all,Paladin,Holy,Healer,13,4264,4262,2216,25999,22508,45868,0.58,56.8,304.1,186,31.7,50.5,17.7,3109.0
all,Paladin,Holy,Healer,14,3426,3426,1444,27243,23728,47435,0.78,49.1,305.9,259,23.6,57.5,18.9,3153.0
all,Paladin,Holy,Healer,15,1455,1455,564,33405,29690,56786,0.84,48.5,307.5,159,19.5,47.2,33.3,3191.0
all,Paladin,Holy,Healer,16,559,559,189,42209,43445,60257,0.82,48.1,308.9,51,13.7,35.3,51.0,3260.0
all,Paladin,Holy,Healer,17,174,174,48,49368,50400,66210,0.8,44.3,310.4,1,0.0,0.0,100.0,3344.0
all,Paladin,Holy,Healer,18,42,42,12,56037,58344,70712,0.62,59.5,310.9,0,,,,
all,Paladin,Protection,Tank,2,1414,1414,1293,66873,66082,89115,0.06,95.0,291.0,114,79.8,18.4,1.8,3104.0
all,Paladin,Protection,Tank,3,261,261,260,64492,63585,85683,0.09,92.0,289.4,8,87.5,12.5,0.0,3077.0
all,Paladin,Protection,Tank,4,606,606,591,69048,68316,90424,0.06,94.9,291.2,35,77.1,20.0,2.9,2954.0
all,Paladin,Protection,Tank,5,1069,1069,996,77215,74798,101235,0.08,92.5,292.7,59,74.6,22.0,3.4,3007.0
all,Paladin,Protection,Tank,6,779,779,632,80378,78167,106321,0.04,95.8,294.0,67,76.1,20.9,3.0,2872.0
all,Paladin,Protection,Tank,7,473,473,423,92629,91478,122159,0.09,91.5,294.3,15,66.7,20.0,13.3,2855.0
all,Paladin,Protection,Tank,8,410,410,381,100094,101000,127169,0.07,93.2,295.7,13,61.5,15.4,23.1,2869.0
all,Paladin,Protection,Tank,9,542,542,497,100405,99232,128706,0.07,93.4,297.3,27,63.0,25.9,11.1,2901.0
all,Paladin,Protection,Tank,10,3243,3243,1409,107901,107332,135418,0.09,91.4,299.8,121,52.9,25.6,21.5,2843.0
all,Paladin,Protection,Tank,11,2678,2678,1659,101234,100054,130305,0.32,79.1,297.5,38,44.7,26.3,28.9,2928.0
all,Paladin,Protection,Tank,12,2271,2271,1313,101805,100592,127921,0.26,82.9,301.5,53,45.3,34.0,20.8,3073.0
all,Paladin,Protection,Tank,13,2000,2000,1008,105151,104844,128763,0.18,84.4,304.5,86,25.6,41.9,32.6,3121.0
all,Paladin,Protection,Tank,14,1445,1445,593,107070,106706,131134,0.28,76.6,306.5,110,30.0,50.9,19.1,3185.0
all,Paladin,Protection,Tank,15,437,437,181,115345,115881,140187,0.22,81.9,307.6,59,27.1,52.5,20.3,3207.0
all,Paladin,Protection,Tank,16,60,60,35,122176,123788,149355,0.25,81.7,307.4,6,83.3,0.0,16.7,3281.0
all,Paladin,Protection,Tank,17,2,2,1,135454,135454,143132,0.0,100.0,309.0,0,,,,
all,Paladin,Retribution,DPS,2,1401,1341,1277,111383,109414,147035,0.17,85.5,291.9,114,78.1,19.3,2.6,3160.0
all,Paladin,Retribution,DPS,3,230,224,225,110855,110404,145360,0.22,82.6,290.8,7,71.4,28.6,0.0,3110.0
all,Paladin,Retribution,DPS,4,591,575,571,124185,123985,156478,0.16,85.8,293.2,28,78.6,17.9,3.6,2888.0
all,Paladin,Retribution,DPS,5,1077,1039,1008,134335,134037,171677,0.18,85.2,293.9,63,69.8,23.8,6.3,3080.0
all,Paladin,Retribution,DPS,6,664,642,583,146680,144696,188232,0.18,83.3,296.3,60,66.7,23.3,10.0,2868.0
all,Paladin,Retribution,DPS,7,392,375,357,169089,167516,218717,0.22,81.1,296.6,30,36.7,56.7,6.7,2957.0
all,Paladin,Retribution,DPS,8,344,334,330,184570,183371,230357,0.26,77.6,297.2,17,58.8,23.5,17.6,2908.0
all,Paladin,Retribution,DPS,9,417,401,396,187046,183863,235606,0.25,79.4,298.2,15,60.0,33.3,6.7,2897.0
all,Paladin,Retribution,DPS,10,2250,2207,1149,201492,200404,253333,0.38,70.5,300.5,96,19.8,27.1,53.1,2854.0
all,Paladin,Retribution,DPS,11,2296,2251,1578,192281,189902,245811,0.78,55.4,299.0,65,38.5,30.8,30.8,2928.0
all,Paladin,Retribution,DPS,12,2142,2117,1364,194497,194821,241170,0.67,57.9,301.9,49,44.9,22.4,32.7,3075.0
all,Paladin,Retribution,DPS,13,2130,2112,1167,206153,206952,249242,0.65,54.0,304.7,106,24.5,38.7,36.8,3100.0
all,Paladin,Retribution,DPS,14,1627,1615,722,216299,217673,259033,0.94,42.0,306.5,156,17.3,37.8,44.9,3164.0
all,Paladin,Retribution,DPS,15,486,483,224,230524,228943,275148,0.96,42.4,308.0,62,11.3,33.9,54.8,3256.0
all,Paladin,Retribution,DPS,16,125,120,45,253005,254752,297540,0.87,41.6,309.6,22,9.1,18.2,72.7,3383.0
all,Paladin,Retribution,DPS,17,34,29,9,269125,261250,326466,0.94,29.4,310.5,1,0.0,0.0,100.0,3421.0
all,Paladin,Retribution,DPS,18,2,2,2,281450,281450,309025,1.0,50.0,311.0,1,0.0,0.0,100.0,3449.0
all,Priest,Discipline,Healer,2,439,439,406,13194,12332,19129,0.2,83.4,289.3,51,86.3,11.8,2.0,2650.0
all,Priest,Discipline,Healer,3,92,92,91,13250,13241,16754,0.38,67.4,288.7,6,100.0,0.0,0.0,
all,Priest,Discipline,Healer,4,207,207,203,13621,13341,18099,0.23,82.1,291.5,15,60.0,40.0,0.0,
all,Priest,Discipline,Healer,5,376,376,346,14523,13824,20214,0.24,80.9,292.0,27,88.9,11.1,0.0,2650.0
all,Priest,Discipline,Healer,6,259,259,219,14779,14442,19887,0.17,84.9,294.0,19,73.7,15.8,10.5,
all,Priest,Discipline,Healer,7,140,140,121,15683,14582,22349,0.3,74.3,295.1,6,66.7,16.7,16.7,2748.0
all,Priest,Discipline,Healer,8,144,144,134,17399,15814,23780,0.31,75.7,294.9,4,50.0,25.0,25.0,2819.0
all,Priest,Discipline,Healer,9,194,194,178,19093,17130,31192,0.29,77.3,296.6,7,57.1,28.6,14.3,2791.0
all,Priest,Discipline,Healer,10,1455,1455,672,22134,19250,35991,0.4,68.9,298.7,36,30.6,33.3,36.1,2775.0
all,Priest,Discipline,Healer,11,1080,1080,690,19615,17384,29676,1.0,49.4,297.2,9,22.2,44.4,33.3,2848.0
all,Priest,Discipline,Healer,12,494,494,334,20664,18808,30108,0.77,56.5,301.2,6,16.7,33.3,50.0,3019.0
all,Priest,Discipline,Healer,13,302,302,167,21116,19970,26491,0.52,61.6,304.0,12,25.0,58.3,16.7,3110.0
all,Priest,Discipline,Healer,14,206,206,102,21232,19767,27788,0.79,51.0,305.3,20,20.0,65.0,15.0,3132.0
all,Priest,Discipline,Healer,15,61,61,29,25542,20361,52382,0.8,50.8,307.0,5,60.0,20.0,20.0,3138.0
all,Priest,Discipline,Healer,16,6,6,4,30540,20192,53291,0.5,66.7,307.0,0,,,,
all,Priest,Holy,Healer,2,655,655,593,16772,16214,28489,0.05,95.4,289.4,51,78.4,17.6,3.9,
all,Priest,Holy,Healer,3,107,107,105,16860,16116,28213,0.04,96.3,290.2,3,100.0,0.0,0.0,
all,Priest,Holy,Healer,4,241,241,237,18357,17446,30143,0.05,95.4,291.7,19,73.7,21.1,5.3,
all,Priest,Holy,Healer,5,472,472,447,17681,16468,30647,0.06,94.5,292.3,27,66.7,33.3,0.0,
all,Priest,Holy,Healer,6,282,282,252,19046,18867,30575,0.05,95.7,293.8,30,93.3,0.0,6.7,
all,Priest,Holy,Healer,7,141,141,137,23913,23153,36696,0.06,94.3,296.7,8,75.0,25.0,0.0,2850.0
all,Priest,Holy,Healer,8,127,127,120,23283,22433,36320,0.07,93.7,296.4,9,88.9,11.1,0.0,2982.0
all,Priest,Holy,Healer,9,248,248,223,24026,23384,39366,0.08,92.3,298.4,15,73.3,13.3,13.3,2862.0
all,Priest,Holy,Healer,10,1862,1862,904,28131,27974,42505,0.08,93.0,300.9,97,44.3,26.8,28.9,2831.0
all,Priest,Holy,Healer,11,1209,1209,805,25256,24708,38808,0.24,83.2,299.0,34,58.8,32.4,8.8,2871.0
all,Priest,Holy,Healer,12,982,982,615,24524,24322,37210,0.22,84.0,301.8,41,51.2,29.3,19.5,2980.0
all,Priest,Holy,Healer,13,751,751,423,24369,23311,38174,0.23,82.6,305.1,43,32.6,51.2,16.3,3112.0
all,Priest,Holy,Healer,14,610,610,288,23619,23263,35686,0.43,71.6,306.1,44,36.4,45.5,18.2,3112.0
all,Priest,Holy,Healer,15,212,212,94,24984,25345,36908,0.41,70.8,307.8,21,9.5,42.9,47.6,3240.0
all,Priest,Holy,Healer,16,52,52,17,29336,28200,38440,0.29,75.0,310.2,3,0.0,33.3,66.7,3296.0
all,Priest,Holy,Healer,17,12,12,4,29811,26793,42588,0.25,75.0,310.7,1,0.0,100.0,0.0,3384.0
all,Priest,Shadow,DPS,2,582,574,533,106009,104748,139400,0.17,85.1,291.0,44,72.7,25.0,2.3,2955.0
all,Priest,Shadow,DPS,3,105,105,102,109550,106078,140090,0.32,76.2,291.2,2,50.0,50.0,0.0,3209.0
all,Priest,Shadow,DPS,4,230,228,221,118751,117940,150680,0.19,84.3,292.8,14,92.9,7.1,0.0,3134.0
all,Priest,Shadow,DPS,5,462,457,437,128486,129518,162209,0.19,83.5,293.8,30,66.7,26.7,6.7,3033.0
