run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer
65865,131487,Shaman,Restoration,Totemic,Healer,CN,The Blinding Vale,14,1,1591.0,38508,2,308.0,2026-08-23,0,-1,1657.0,7.9
65866,12111,DeathKnight,Blood,San'layn,Tank,US,Den of Nalorakk,14,1,1653.2,109376,1,309.0,2026-08-23,0,-1,1794.0,6.5
65866,68628,Mage,Arcane,Sunfury,DPS,US,Den of Nalorakk,14,1,1653.2,200875,3,310.0,2026-08-23,0,-1,1794.0,6.5
65866,55801,DemonHunter,Havoc,Fel-Scarred,DPS,US,Den of Nalorakk,14,1,1653.2,216798,2,307.0,2026-08-23,0,-1,1794.0,6.5
65866,3938,Paladin,Holy,Lightsmith,Healer,US,Den of Nalorakk,14,1,1653.2,50120,2,309.0,2026-08-23,0,-1,1794.0,6.5
65866,37796,Shaman,Elemental,Farseer,DPS,US,Den of Nalorakk,14,1,1653.2,218333,2,306.0,2026-08-23,0,-1,1794.0,6.5
65867,17929,Mage,Arcane,Sunfury,DPS,EU,Ruby Life Pools,14,1,1590.9,196615,1,305.0,2026-08-23,0,-1,1613.0,4.0
65867,17931,Shaman,Elemental,Farseer,DPS,EU,Ruby Life Pools,14,1,1590.9,252436,0,309.0,2026-08-23,0,-1,1613.0,4.0
65867,17930,Warrior,Fury,Slayer,DPS,EU,Ruby Life Pools,14,1,1590.9,192014,0,312.0,2026-08-23,0,-1,1613.0,4.0
65867,17928,Paladin,Holy,Herald of the Sun,Healer,EU,Ruby Life Pools,14,1,1590.9,16428,1,297.0,2026-08-23,0,-1,1613.0,4.0
65867,68738,Druid,Guardian,Elune's Chosen,Tank,EU,Ruby Life Pools,14,1,1590.9,94754,0,304.0,2026-08-23,0,-1,1613.0,4.0
65869,5354,DeathKnight,Blood,San'layn,Tank,US,The Blinding Vale,12,1,1272.2,151558,0,302.0,2026-08-22,0,-1,1323.0,26.5
65869,56560,Evoker,Preservation,Flameshaper,Healer,US,The Blinding Vale,12,1,1272.2,46574,2,309.0,2026-08-22,0,-1,1323.0,26.5
