run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer,set_pieces,player_rating
4193,2854,DeathKnight,Blood,San'layn,Tank,US,Altar of Fangs,11,1,1481.3,136096,0,288.0,2026-08-18,0,-1,1481.0,17.7,,3203
4193,8446,Paladin,Holy,Lightsmith,Healer,US,Altar of Fangs,11,1,1481.3,37992,1,295.0,2026-08-18,0,-1,1481.0,17.7,,
4193,6387,Warrior,Fury,Slayer,DPS,US,Altar of Fangs,11,1,1481.3,203163,0,294.0,2026-08-18,0,-1,1481.0,17.7,,2962
4193,2856,Mage,Arcane,Spellslinger,DPS,US,Altar of Fangs,11,1,1481.3,199266,2,290.0,2026-08-18,0,-1,1481.0,17.7,,3158
4193,6733,Rogue,Subtlety,Deathstalker,DPS,US,Altar of Fangs,11,1,1481.3,212088,0,293.0,2026-08-18,0,-1,1481.0,17.7,,2799
71928,664,DeathKnight,Blood,San'layn,Tank,US,Temple of Sethraliss,12,1,1404.2,158774,0,312.0,2026-08-21,0,-1,1404.0,26.9,,2927
71928,138105,Shaman,Restoration,Totemic,Healer,US,Temple of Sethraliss,12,1,1404.2,28554,0,304.0,2026-08-21,0,-1,1404.0,26.9,,
71928,667,Shaman,Elemental,Farseer,DPS,US,Temple of Sethraliss,12,1,1404.2,209390,0,304.0,2026-08-21,0,-1,1404.0,26.9,,3145
71928,138106,Hunter,Marksmanship,Sentinel,DPS,US,Temple of Sethraliss,12,1,1404.2,204820,0,306.0,2026-08-21,0,-1,1404.0,26.9,,
71928,69700,Warrior,Arms,Slayer,DPS,US,Temple of Sethraliss,12,1,1404.2,184142,0,308.0,2026-08-21,0,-1,1404.0,26.9,,
72770,12634,DeathKnight,Blood,San'layn,Tank,EU,Altar of Fangs,15,1,1727.5,146782,0,307.0,2026-08-21,0,-1,1728.0,4.0,,
72770,39116,Shaman,Restoration,Totemic,Healer,EU,Altar of Fangs,15,1,1727.5,33727,1,307.0,2026-08-21,0,-1,1728.0,4.0,,
72770,114005,Paladin,Retribution,Herald of the Sun,DPS,EU,Altar of Fangs,15,1,1727.5,268643,0,307.0,2026-08-21,0,-1,1728.0,4.0,,
72770,20474,Rogue,Assassination,Deathstalker,DPS,EU,Altar of Fangs,15,1,1727.5,299882,0,304.0,2026-08-21,0,-1,1728.0,4.0,,
72770,20476,Warrior,Arms,Slayer,DPS,EU,Altar of Fangs,15,1,1727.5,244362,0,300.0,2026-08-21,0,-1,1728.0,4.0,,
38811,83203,DeathKnight,Blood,San'layn,Tank,EU,Kings' Rest,10,1,1209.6,98556,0,301.0,2026-08-20,0,-1,1210.0,38.9,,
38811,70130,Shaman,Restoration,Totemic,Healer,EU,Kings' Rest,10,1,1209.6,32535,0,300.0,2026-08-20,0,-1,1210.0,38.9,,
38811,75694,Warrior,Arms,Slayer,DPS,EU,Kings' Rest,10,1,1209.6,156972,0,304.0,2026-08-20,0,-1,1210.0,38.9,,
38811,83204,Shaman,Enhancement,Stormbringer,DPS,EU,Kings' Rest,10,1,1209.6,139966,0,297.0,2026-08-20,0,-1,1210.0,38.9,,
38811,70131,Hunter,BeastMastery,Pack Leader,DPS,EU,Kings' Rest,10,1,1209.6,169428,0,308.0,2026-08-20,0,-1,1210.0,38.9,,
80799,8970,DeathKnight,Blood,San'layn,Tank,US,Voidscar Arena,15,1,1476.4,151703,0,312.0,2026-08-23,0,-1,1476.0,18.0,,3176
80799,36,Paladin,Holy,Herald of the Sun,Healer,US,Voidscar Arena,15,1,1476.4,24632,0,306.0,2026-08-23,0,-1,1476.0,18.0,,3220
80799,7662,Rogue,Subtlety,Deathstalker,DPS,US,Voidscar Arena,15,1,1476.4,289514,0,308.0,2026-08-23,0,-1,1476.0,18.0,,
80799,8354,Warrior,Arms,Slayer,DPS,US,Voidscar Arena,15,1,1476.4,238199,1,309.0,2026-08-23,0,-1,1476.0,18.0,,
80799,1083,Mage,Arcane,Sunfury,DPS,US,Voidscar Arena,15,1,1476.4,244531,0,307.0,2026-08-23,0,-1,1476.0,18.0,,
25165,52973,DeathKnight,Blood,San'layn,Tank,US,Altar of Fangs,2,1,894.8,76555,0,303.0,2026-08-22,0,-1,895.0,50.3,,
25165,52974,Paladin,Holy,Herald of the Sun,Healer,US,Altar of Fangs,2,1,894.8,7411,0,290.0,2026-08-22,0,-1,895.0,50.3,,
25165,52977,Warlock,Demonology,Diabolist,DPS,US,Altar of Fangs,2,1,894.8,160560,0,300.0,2026-08-22,0,-1,895.0,50.3,,
25165,52975,Evoker,Devastation,Scalecommander,DPS,US,Altar of Fangs,2,1,894.8,106240,0,297.0,2026-08-22,0,-1,895.0,50.3,,
25165,52976,DemonHunter,Devourer,Void-Scarred,DPS,US,Altar of Fangs,2,1,894.8,151024,0,302.0,2026-08-22,0,-1,895.0,50.3,,
43792,75530,Paladin,Protection,Lightsmith,Tank,CN,Temple of Sethraliss,14,0,1830.1,108625,1,305.0,2026-08-22,0,-1,,,,
43792,84803,Paladin,Holy,Herald of the Sun,Healer,CN,Temple of Sethraliss,14,0,1830.1,21047,1,302.0,2026-08-22,0,-1,,,,
43792,88546,Mage,Arcane,Sunfury,DPS,CN,Temple of Sethraliss,14,0,1830.1,228741,2,306.0,2026-08-22,0,-1,,,,
43792,84804,Warrior,Arms,Slayer,DPS,CN,Temple of Sethraliss,14,0,1830.1,224017,3,301.0,2026-08-22,0,-1,,,,
43792,91923,Shaman,Elemental,Farseer,DPS,CN,Temple of Sethraliss,14,0,1830.1,203200,3,294.0,2026-08-22,0,-1,,,,
8091,12680,Paladin,Protection,Lightsmith,Tank,EU,Voidscar Arena,11,1,1368.7,102636,0,295.0,2026-08-19,0,-1,1369.0,24.0,,3163
8091,12681,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Voidscar Arena,11,1,1368.7,42995,0,294.0,2026-08-19,0,-1,1369.0,24.0,,3219
8091,12683,Priest,Shadow,Voidweaver,DPS,EU,Voidscar Arena,11,1,1368.7,152263,1,293.0,2026-08-19,0,-1,1369.0,24.0,,
8091,12684,Priest,Shadow,Voidweaver,DPS,EU,Voidscar Arena,11,1,1368.7,153466,2,292.0,2026-08-19,0,-1,1369.0,24.0,,2872
8091,12682,Warlock,Destruction,Diabolist,DPS,EU,Voidscar Arena,11,1,1368.7,182782,0,294.0,2026-08-19,0,-1,1369.0,24.0,,2679
83032,137041,Warrior,Protection,Mountain Thane,Tank,EU,Voidscar Arena,12,1,1276.2,140506,0,306.0,2026-08-23,0,-1,1276.0,29.1,,
83032,146866,Priest,Holy,Oracle,Healer,EU,Voidscar Arena,12,1,1276.2,19616,0,303.0,2026-08-23,0,-1,1276.0,29.1,,
83032,37306,DemonHunter,Devourer,Annihilator,DPS,EU,Voidscar Arena,12,1,1276.2,237230,0,306.0,2026-08-23,0,-1,1276.0,29.1,,
83032,43380,Hunter,Marksmanship,Sentinel,DPS,EU,Voidscar Arena,12,1,1276.2,185478,1,305.0,2026-08-23,0,-1,1276.0,29.1,,
83032,38126,DeathKnight,Unholy,San'layn,DPS,EU,Voidscar Arena,12,1,1276.2,251448,0,305.0,2026-08-23,0,-1,1276.0,29.1,,
48485,55451,DeathKnight,Blood,San'layn,Tank,EU,Temple of Sethraliss,13,1,1629.3,89981,0,307.0,2026-08-22,0,-1,,,,
48485,28760,Shaman,Restoration,Totemic,Healer,EU,Temple of Sethraliss,13,1,1629.3,36254,0,306.0,2026-08-22,0,-1,,,,
48485,55453,Shaman,Elemental,Farseer,DPS,EU,Temple of Sethraliss,13,1,1629.3,209411,2,298.0,2026-08-22,0,-1,,,,
48485,42925,Rogue,Outlaw,Trickster,DPS,EU,Temple of Sethraliss,13,1,1629.3,197445,1,309.0,2026-08-22,0,-1,,,,
48485,55452,Monk,Windwalker,Shado-Pan,DPS,EU,Temple of Sethraliss,13,1,1629.3,211347,2,311.0,2026-08-22,0,-1,,,,
28488,53910,Druid,Guardian,Elune's Chosen,Tank,US,Kings' Rest,11,1,1352.6,72994,0,297.0,2026-08-22,0,-1,1353.0,31.7,,
28488,7075,Priest,Discipline,Oracle,Healer,US,Kings' Rest,11,1,1352.6,24354,1,306.0,2026-08-22,0,-1,1353.0,31.7,,
