run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer
0,0,DeathKnight,Blood,Deathbringer,Tank,US,Kings' Rest,11,0,2132.6,78905,1,288,2026-08-18,0,-1,2174.0,-9.8
0,1,Shaman,Restoration,Totemic,Healer,US,Kings' Rest,11,0,2132.6,17702,1,294,2026-08-18,0,-1,2174.0,-9.8
0,2,Priest,Shadow,Archon,DPS,US,Kings' Rest,11,0,2132.6,108831,4,291,2026-08-18,0,-1,2174.0,-9.8
0,3,Warrior,Arms,Slayer,DPS,US,Kings' Rest,11,0,2132.6,105836,3,288,2026-08-18,0,-1,2174.0,-9.8
0,4,Monk,Windwalker,Shado-Pan,DPS,US,Kings' Rest,11,0,2132.6,120957,1,298,2026-08-18,0,-1,2174.0,-9.8
1,5,DeathKnight,Blood,San'layn,Tank,US,Temple of Sethraliss,10,1,1374.9,104082,0,292,2026-08-18,0,-1,1366.0,28.8
1,6,Evoker,Preservation,Flameshaper,Healer,US,Temple of Sethraliss,10,1,1374.9,28935,0,295,2026-08-18,0,-1,1366.0,28.8
1,7,Evoker,Devastation,Scalecommander,DPS,US,Temple of Sethraliss,10,1,1374.9,177010,0,296,2026-08-18,0,-1,1366.0,28.8
1,8,Hunter,BeastMastery,Pack Leader,DPS,US,Temple of Sethraliss,10,1,1374.9,171610,0,295,2026-08-18,0,-1,1366.0,28.8
1,9,Rogue,Outlaw,Trickster,DPS,US,Temple of Sethraliss,10,1,1374.9,188387,0,296,2026-08-18,0,-1,1366.0,28.8
2,10,DeathKnight,Blood,San'layn,Tank,US,Temple of Sethraliss,11,1,1599.1,105305,0,294,2026-08-18,0,-1,1626.0,15.3
2,11,Druid,Restoration,Wildstalker,Healer,US,Temple of Sethraliss,11,1,1599.1,4202,3,292,2026-08-18,0,-1,1626.0,15.3
2,12,Rogue,Subtlety,Deathstalker,DPS,US,Temple of Sethraliss,11,1,1599.1,186245,0,293,2026-08-18,0,-1,1626.0,15.3
2,13,Shaman,Elemental,Farseer,DPS,US,Temple of Sethraliss,11,1,1599.1,144425,1,293,2026-08-18,0,-1,1626.0,15.3
2,14,Evoker,Devastation,Scalecommander,DPS,US,Temple of Sethraliss,11,1,1599.1,169214,3,292,2026-08-18,0,-1,1626.0,15.3
3,15,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,11,1,1245.3,110379,0,292,2026-08-18,0,-1,1252.0,25.5
3,16,Evoker,Preservation,Flameshaper,Healer,US,Ruby Life Pools,11,1,1245.3,36759,2,292,2026-08-18,0,-1,1252.0,25.5
3,17,Priest,Shadow,Archon,DPS,US,Ruby Life Pools,11,1,1245.3,192005,1,294,2026-08-18,0,-1,1252.0,25.5
3,18,Warlock,Demonology,Diabolist,DPS,US,Ruby Life Pools,11,1,1245.3,198273,0,294,2026-08-18,0,-1,1252.0,25.5
3,19,DemonHunter,Devourer,Void-Scarred,DPS,US,Ruby Life Pools,11,1,1245.3,192467,0,294,2026-08-18,0,-1,1252.0,25.5
4,20,Warrior,Protection,Mountain Thane,Tank,US,Kings' Rest,10,1,1454.1,114355,0,294,2026-08-19,0,-1,1456.0,26.5
4,21,Priest,Holy,Oracle,Healer,US,Kings' Rest,10,1,1454.1,22500,0,295,2026-08-19,0,-1,1456.0,26.5
4,22,Druid,Balance,Elune's Chosen,DPS,US,Kings' Rest,10,1,1454.1,118399,1,298,2026-08-19,0,-1,1456.0,26.5
4,23,DemonHunter,Havoc,Fel-Scarred,DPS,US,Kings' Rest,10,1,1454.1,128279,0,295,2026-08-19,0,-1,1456.0,26.5
4,24,Warlock,Destruction,Diabolist,DPS,US,Kings' Rest,10,1,1454.1,122222,1,294,2026-08-19,0,-1,1456.0,26.5
5,25,DeathKnight,Blood,Deathbringer,Tank,US,Den of Nalorakk,10,1,1473.0,91721,0,296,2026-08-18,0,-1,1671.0,13.0
5,26,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Den of Nalorakk,10,1,1473.0,36101,0,296,2026-08-18,0,-1,1671.0,13.0
5,27,Evoker,Devastation,Scalecommander,DPS,US,Den of Nalorakk,10,1,1473.0,127762,2,298,2026-08-18,0,-1,1671.0,13.0
5,28,Shaman,Elemental,Farseer,DPS,US,Den of Nalorakk,10,1,1473.0,154378,0,297,2026-08-18,0,-1,1671.0,13.0
5,29,Warrior,Arms,Slayer,DPS,US,Den of Nalorakk,10,1,1473.0,132040,0,293,2026-08-18,0,-1,1671.0,13.0
6,30,Monk,Brewmaster,Master of Harmony,Tank,US,The Blinding Vale,11,1,1603.1,98252,0,294,2026-08-18,0,-1,1610.0,10.6
6,31,Shaman,Restoration,Totemic,Healer,US,The Blinding Vale,11,1,1603.1,21744,1,293,2026-08-18,0,-1,1610.0,10.6
6,32,Priest,Shadow,Archon,DPS,US,The Blinding Vale,11,1,1603.1,146702,1,294,2026-08-18,0,-1,1610.0,10.6
6,33,Hunter,BeastMastery,Pack Leader,DPS,US,The Blinding Vale,11,1,1603.1,161809,0,291,2026-08-18,0,-1,1610.0,10.6
6,34,Warrior,Arms,Slayer,DPS,US,The Blinding Vale,11,1,1603.1,197608,1,293,2026-08-18,0,-1,1610.0,10.6
7,10,DeathKnight,Blood,San'layn,Tank,US,Murder Row,10,1,1543.0,99082,0,294,2026-08-18,0,-1,1539.0,24.5
7,11,Druid,Restoration,Wildstalker,Healer,US,Murder Row,10,1,1543.0,5844,0,292,2026-08-18,0,-1,1539.0,24.5
7,12,Rogue,Subtlety,Deathstalker,DPS,US,Murder Row,10,1,1543.0,183392,0,293,2026-08-18,0,-1,1539.0,24.5
7,13,Shaman,Enhancement,Totemic,DPS,US,Murder Row,10,1,1543.0,150087,0,292,2026-08-18,0,-1,1539.0,24.5
7,14,Evoker,Devastation,Scalecommander,DPS,US,Murder Row,10,1,1543.0,173786,1,292,2026-08-18,0,-1,1539.0,24.5
8,35,DeathKnight,Blood,San'layn,Tank,US,Murder Row,10,1,1569.0,103253,2,298,2026-08-19,0,-1,1585.0,22.3
8,36,Paladin,Holy,Herald of the Sun,Healer,US,Murder Row,10,1,1569.0,25158,0,295,2026-08-19,0,-1,1585.0,22.3
8,37,Warrior,Arms,Slayer,DPS,US,Murder Row,10,1,1569.0,172725,2,296,2026-08-19,0,-1,1585.0,22.3
8,38,Mage,Arcane,Sunfury,DPS,US,Murder Row,10,1,1569.0,156044,0,295,2026-08-19,0,-1,1585.0,22.3
8,39,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Murder Row,10,1,1569.0,167154,1,299,2026-08-19,0,-1,1585.0,22.3
9,40,Druid,Guardian,Druid of the Claw,Tank,US,Murder Row,11,1,1641.4,81476,1,295,2026-08-19,0,-1,1658.0,18.8
9,41,Shaman,Restoration,Totemic,Healer,US,Murder Row,11,1,1641.4,32114,1,292,2026-08-19,0,-1,1658.0,18.8
9,42,DemonHunter,Devourer,Void-Scarred,DPS,US,Murder Row,11,1,1641.4,195336,1,297,2026-08-19,0,-1,1658.0,18.8
9,43,Paladin,Retribution,Templar,DPS,US,Murder Row,11,1,1641.4,183024,1,290,2026-08-19,0,-1,1658.0,18.8
9,44,Mage,Arcane,Sunfury,DPS,US,Murder Row,11,1,1641.4,172108,1,294,2026-08-19,0,-1,1658.0,18.8
10,45,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,10,1,1148.7,143752,0,295,2026-08-18,0,-1,1140.0,32.2
10,46,Paladin,Holy,Herald of the Sun,Healer,US,Ruby Life Pools,10,1,1148.7,33329,0,293,2026-08-18,0,-1,1140.0,32.2
10,47,Evoker,Devastation,Scalecommander,DPS,US,Ruby Life Pools,10,1,1148.7,230115,0,297,2026-08-18,0,-1,1140.0,32.2
10,48,DeathKnight,Unholy,San'layn,DPS,US,Ruby Life Pools,10,1,1148.7,216486,0,295,2026-08-18,0,-1,1140.0,32.2
10,49,Warrior,Arms,Slayer,DPS,US,Ruby Life Pools,10,1,1148.7,192549,0,297,2026-08-18,0,-1,1140.0,32.2
11,50,Paladin,Protection,Lightsmith,Tank,US,Ruby Life Pools,10,1,1368.2,111690,0,293,2026-08-18,0,-1,1364.0,18.8
11,51,Evoker,Preservation,Flameshaper,Healer,US,Ruby Life Pools,10,1,1368.2,56393,0,292,2026-08-18,0,-1,1364.0,18.8
11,52,Druid,Balance,Elune's Chosen,DPS,US,Ruby Life Pools,10,1,1368.2,179008,1,289,2026-08-18,0,-1,1364.0,18.8
11,53,DeathKnight,Frost,Deathbringer,DPS,US,Ruby Life Pools,10,1,1368.2,111020,0,286,2026-08-18,0,-1,1364.0,18.8
11,54,Shaman,Elemental,Farseer,DPS,US,Ruby Life Pools,10,1,1368.2,219708,0,292,2026-08-18,0,-1,1364.0,18.8
12,55,DeathKnight,Blood,San'layn,Tank,US,The Blinding Vale,10,1,1401.3,135663,2,295,2026-08-19,0,-1,1458.0,19.0
12,56,Priest,Discipline,Oracle,Healer,US,The Blinding Vale,10,1,1401.3,20237,3,291,2026-08-19,0,-1,1458.0,19.0
12,57,Hunter,BeastMastery,Pack Leader,DPS,US,The Blinding Vale,10,1,1401.3,171668,3,289,2026-08-19,0,-1,1458.0,19.0
12,58,DemonHunter,Devourer,Void-Scarred,DPS,US,The Blinding Vale,10,1,1401.3,200234,3,295,2026-08-19,0,-1,1458.0,19.0
12,59,Druid,Feral,Druid of the Claw,DPS,US,The Blinding Vale,10,1,1401.3,213362,2,294,2026-08-19,0,-1,1458.0,19.0
13,60,Paladin,Protection,Lightsmith,Tank,US,Kings' Rest,11,1,1419.6,95454,0,294,2026-08-18,0,-1,1411.0,28.7
13,61,Evoker,Preservation,Flameshaper,Healer,US,Kings' Rest,11,1,1419.6,36089,0,293,2026-08-18,0,-1,1411.0,28.7
13,62,Shaman,Elemental,Farseer,DPS,US,Kings' Rest,11,1,1419.6,136604,0,294,2026-08-18,0,-1,1411.0,28.7
13,63,DemonHunter,Havoc,Fel-Scarred,DPS,US,Kings' Rest,11,1,1419.6,159114,0,295,2026-08-18,0,-1,1411.0,28.7
13,64,Rogue,Subtlety,Deathstalker,DPS,US,Kings' Rest,11,1,1419.6,135344,0,295,2026-08-18,0,-1,1411.0,28.7
14,65,DeathKnight,Blood,San'layn,Tank,US,The Blinding Vale,10,1,1224.5,136738,0,292,2026-08-19,0,-1,1231.0,31.6
14,66,Monk,Mistweaver,Conduit of the Celestials,Healer,US,The Blinding Vale,10,1,1224.5,44970,1,298,2026-08-19,0,-1,1231.0,31.6
14,67,Mage,Frost,Spellslinger,DPS,US,The Blinding Vale,10,1,1224.5,190060,1,293,2026-08-19,0,-1,1231.0,31.6
14,68,Warlock,Demonology,Diabolist,DPS,US,The Blinding Vale,10,1,1224.5,195275,1,294,2026-08-19,0,-1,1231.0,31.6
14,69,DeathKnight,Frost,Deathbringer,DPS,US,The Blinding Vale,10,1,1224.5,192642,0,294,2026-08-19,0,-1,1231.0,31.6
15,70,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,10,1,1418.5,98284,0,295,2026-08-19,0,-1,1430.0,20.6
15,71,Druid,Restoration,Wildstalker,Healer,US,Altar of Fangs,10,1,1418.5,12728,1,295,2026-08-19,0,-1,1430.0,20.6
15,72,Hunter,Marksmanship,Sentinel,DPS,US,Altar of Fangs,10,1,1418.5,198127,1,296,2026-08-19,0,-1,1430.0,20.6
15,73,Warlock,Demonology,Diabolist,DPS,US,Altar of Fangs,10,1,1418.5,202934,2,293,2026-08-19,0,-1,1430.0,20.6
15,74,Shaman,Enhancement,Stormbringer,DPS,US,Altar of Fangs,10,1,1418.5,215389,0,295,2026-08-19,0,-1,1430.0,20.6
