run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer
83252,147134,Warrior,Arms,Slayer,DPS,CN,Altar of Fangs,5,1,1052.8,104361,1,278.0,2026-08-20,0,-1,1044.0,42.0
83254,26530,Paladin,Holy,Herald of the Sun,Healer,EU,Den of Nalorakk,12,1,1473.6,18753,0,311.0,2026-08-23,0,-1,1465.0,23.7
83254,147135,Druid,Balance,Elune's Chosen,DPS,EU,Den of Nalorakk,12,1,1473.6,170261,0,310.0,2026-08-23,0,-1,1465.0,23.7
83254,77616,Warrior,Arms,Slayer,DPS,EU,Den of Nalorakk,12,1,1473.6,198021,0,312.0,2026-08-23,0,-1,1465.0,23.7
83254,130828,Mage,Arcane,Sunfury,DPS,EU,Den of Nalorakk,12,1,1473.6,208918,0,311.0,2026-08-23,0,-1,1465.0,23.7
83254,77612,DeathKnight,Blood,San'layn,Tank,EU,Den of Nalorakk,12,1,1473.6,125589,0,314.0,2026-08-23,0,-1,1465.0,23.7
83256,15395,Hunter,BeastMastery,Pack Leader,DPS,EU,Voidscar Arena,14,1,1443.5,179242,1,312.0,2026-08-23,0,-1,1510.0,16.1
83256,15392,DeathKnight,Blood,San'layn,Tank,EU,Voidscar Arena,14,1,1443.5,134437,0,314.0,2026-08-23,0,-1,1510.0,16.1
83256,15394,Paladin,Retribution,Templar,DPS,EU,Voidscar Arena,14,1,1443.5,155018,2,305.0,2026-08-23,0,-1,1510.0,16.1
83256,15393,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Voidscar Arena,14,1,1443.5,45688,1,305.0,2026-08-23,0,-1,1510.0,16.1
83256,15396,Warrior,Arms,Slayer,DPS,EU,Voidscar Arena,14,1,1443.5,218550,1,313.0,2026-08-23,0,-1,1510.0,16.1
83258,147143,Mage,Arcane,Sunfury,DPS,EU,Altar of Fangs,13,1,1379.9,301814,0,307.0,2026-08-23,0,-1,1402.0,22.1
83258,147142,Paladin,Holy,Herald of the Sun,Healer,EU,Altar of Fangs,13,1,1379.9,36827,0,307.0,2026-08-23,0,-1,1402.0,22.1
83258,147144,Warrior,Arms,Slayer,DPS,EU,Altar of Fangs,13,1,1379.9,257219,2,310.0,2026-08-23,0,-1,1402.0,22.1
83258,21980,Shaman,Elemental,Farseer,DPS,EU,Altar of Fangs,13,1,1379.9,283173,0,307.0,2026-08-23,0,-1,1402.0,22.1
83258,147141,DeathKnight,Blood,Deathbringer,Tank,EU,Altar of Fangs,13,1,1379.9,133298,0,307.0,2026-08-23,0,-1,1402.0,22.1
83259,147146,Mage,Arcane,Sunfury,DPS,EU,Murder Row,9,1,1198.7,139488,0,278.0,2026-08-23,0,-1,1190.0,41.6
83259,27976,Shaman,Restoration,Totemic,Healer,EU,Murder Row,9,1,1198.7,30102,0,305.0,2026-08-23,0,-1,1190.0,41.6
83259,27972,Warrior,Protection,Mountain Thane,Tank,EU,Murder Row,9,1,1198.7,125365,0,306.0,2026-08-23,0,-1,1190.0,41.6
83259,147145,Shaman,Elemental,Farseer,DPS,EU,Murder Row,9,1,1198.7,221118,0,306.0,2026-08-23,0,-1,1190.0,41.6
83259,147147,Rogue,Subtlety,Deathstalker,DPS,EU,Murder Row,9,1,1198.7,196985,0,301.0,2026-08-23,0,-1,1190.0,41.6
83264,147160,Druid,Restoration,Wildstalker,Healer,EU,Altar of Fangs,9,1,962.5,15986,0,287.0,2026-08-23,0,-1,954.0,47.0
83264,65048,Shaman,Elemental,Farseer,DPS,EU,Altar of Fangs,9,1,962.5,268308,0,295.0,2026-08-23,0,-1,954.0,47.0
83264,14035,Paladin,Retribution,Templar,DPS,EU,Altar of Fangs,9,1,962.5,266062,0,303.0,2026-08-23,0,-1,954.0,47.0
83264,109828,Warrior,Protection,Mountain Thane,Tank,EU,Altar of Fangs,9,1,962.5,131570,0,301.0,2026-08-23,0,-1,954.0,47.0
83264,14037,Warrior,Arms,Slayer,DPS,EU,Altar of Fangs,9,1,962.5,258500,0,307.0,2026-08-23,0,-1,954.0,47.0
83265,7335,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,12,1,1385.4,53467,1,308.0,2026-08-23,0,-1,1407.0,21.8
83265,37562,DeathKnight,Blood,San'layn,Tank,US,Altar of Fangs,12,1,1385.4,142303,0,302.0,2026-08-23,0,-1,1407.0,21.8
83265,147161,Paladin,Retribution,Herald of the Sun,DPS,US,Altar of Fangs,12,1,1385.4,220024,1,301.0,2026-08-23,0,-1,1407.0,21.8
