character,server,region,class,spec,hero_talent,role,dungeon,key_level,duration_s,damage_done,dps,deaths,item_level,score,medal,affixes,report_code,fight_id,started_at
Callmeimba,Zekhan,EU,Paladin,Holy,Herald of the Sun,Healer,Altar of Fangs,12,1646.3,22660452,13764.8,1,321,319.93,none,9|10|147,tbYc8BKfkaZjQyDW,5,1784896155488
Darthpeter,Zekhan,EU,Priest,Shadow,Archon,DPS,Altar of Fangs,12,1646.3,309323542,187894.9,2,321,319.93,none,9|10|147,tbYc8BKfkaZjQyDW,5,1784896155488
Axthyr,Anasterian,EU,Evoker,Augmentation,Chronowarden,DPS,Altar of Fangs,12,1646.3,292917221,177929.1,2,321,319.93,none,9|10|147,tbYc8BKfkaZjQyDW,5,1784896155488
Shriiz,Benedictus,EU,Shaman,Enhancement,Stormbringer,DPS,Altar of Fangs,12,1646.3,423140013,257031.4,4,321,319.93,none,9|10|147,tbYc8BKfkaZjQyDW,5,1784896155488
旦夕来啦,Anasterian,CN,Warrior,Protection,Mountain Thane,Tank,Murder Row,18,1659.7,227993609,137369.6,0,328,460.5,timed,9|10|147,tcJghaxkFpq7CW8z,37,1783108829648
夏诗僧,Anasterian,CN,Monk,Mistweaver,Conduit of the Celestials,Healer,Murder Row,18,1659.7,94630406,57016.3,3,328,460.5,timed,9|10|147,tcJghaxkFpq7CW8z,37,1783108829648
Alicedkk,Nobundo,CN,DeathKnight,Frost,Rider of the Apocalypse,DPS,Murder Row,18,1659.7,481704352,290234.2,1,328,460.5,timed,9|10|147,tcJghaxkFpq7CW8z,37,1783108829648
Qingxingood,Anasterian,CN,Mage,Arcane,Spellslinger,DPS,Murder Row,18,1659.7,665573442,401018.2,1,328,460.5,timed,9|10|147,tcJghaxkFpq7CW8z,37,1783108829648
竹笙椰子鸡,Anasterian,CN,DeathKnight,Frost,Rider of the Apocalypse,DPS,Murder Row,18,1659.7,494703586,298066.5,1,328,460.5,timed,9|10|147,tcJghaxkFpq7CW8z,37,1783108829648
Zorthax,Anasterian,US,DeathKnight,Blood,Deathbringer,Tank,Murder Row,15,1712.4,256409537,149736.8,0,328,415.35,timed,10|9|147,dNpwTvQh21439HJg,2,1783267412722
Jshammy,Nobundo,US,Shaman,Restoration,Totemic,Healer,Murder Row,15,1712.4,30056434,17552.2,1,328,415.35,timed,10|9|147,dNpwTvQh21439HJg,2,1783267412722
Khaelt,Benedictus,US,Mage,Arcane,Spellslinger,DPS,Murder Row,15,1712.4,454083419,265173.4,0,328,415.35,timed,10|9|147,dNpwTvQh21439HJg,2,1783267412722
追不上的飘偞,Lycanthoth,US,Warrior,Arms,Colossus,DPS,Murder Row,15,1712.4,406952949,237650.4,1,328,415.35,timed,10|9|147,dNpwTvQh21439HJg,2,1783267412722
Lukanikos,Lycanthoth,US,Hunter,BeastMastery,Pack Leader,DPS,Murder Row,15,1712.4,390128024,227825.0,1,328,415.35,timed,10|9|147,dNpwTvQh21439HJg,2,1783267412722
阿丶冰,Anasterian,KR,DeathKnight,Blood,San'layn,Tank,The Blinding Vale,18,1879.7,430756084,229167.5,0,334,319.51,none,10|9|147,LPXKnqrQwGzBt4Ff,1,1785123036472
秘密武器,Anasterian,KR,Paladin,Holy,Lightsmith,Healer,The Blinding Vale,18,1879.7,119505796,63578.5,2,334,319.51,none,10|9|147,LPXKnqrQwGzBt4Ff,1,1785123036472
Starbig,Anasterian,KR,Druid,Balance,Elune's Chosen,DPS,The Blinding Vale,18,1879.7,520852953,277100.1,3,334,319.51,none,10|9|147,LPXKnqrQwGzBt4Ff,1,1785123036472
小坏蛋丶,Lycanthoth,KR,DeathKnight,Unholy,San'layn,DPS,The Blinding Vale,18,1879.7,411139508,218731.3,6,334,319.51,none,10|9|147,LPXKnqrQwGzBt4Ff,1,1785123036472
Boonpo,Benedictus,KR,Hunter,Marksmanship,Sentinel,DPS,The Blinding Vale,18,1879.7,603505745,321072.4,2,334,319.51,none,10|9|147,LPXKnqrQwGzBt4Ff,1,1785123036472
Antiosto,Anasterian,US,DeathKnight,Blood,Deathbringer,Tank,Den of Nalorakk,12,1880.5,144940637,77075.6,2,315,317.13,none,10|9|147,bP7r4vF6QD8z29nM,6,1783395710381
Mòósham,Lycanthoth,US,Shaman,Restoration,Totemic,Healer,Den of Nalorakk,12,1880.5,37225817,19795.7,3,315,317.13,none,10|9|147,bP7r4vF6QD8z29nM,6,1783395710381
Shodd,Benedictus,US,Warrior,Fury,Mountain Thane,DPS,Den of Nalorakk,12,1880.5,216331974,115039.6,3,315,317.13,none,10|9|147,bP7r4vF6QD8z29nM,6,1783395710381
Lythanir,Benedictus,US,Hunter,Survival,Pack Leader,DPS,Den of Nalorakk,12,1880.5,267825339,142422.4,5,315,317.13,none,10|9|147,bP7r4vF6QD8z29nM,6,1783395710381
Scumziggla,Vargoth,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Den of Nalorakk,12,1880.5,331361277,176209.1,2,315,317.13,none,10|9|147,bP7r4vF6QD8z29nM,6,1783395710381
Samalia,Lycanthoth,US,Paladin,Protection,Lightsmith,Tank,Temple of Sethraliss,16,1526.8,382892956,250786.4,0,334,432.22,timed,10|9|147,fPyDdbJCY9mjGtn6,10,1783876625011
Xiaomao,Anasterian,US,Monk,Mistweaver,Master of Harmony,Healer,Temple of Sethraliss,16,1526.8,73759410,48310.8,1,334,432.22,timed,10|9|147,fPyDdbJCY9mjGtn6,10,1783876625011
Zorthasjond,Anasterian,US,Warlock,Destruction,Diabolist,DPS,Temple of Sethraliss,16,1526.8,422563708,276769.9,2,334,432.22,timed,10|9|147,fPyDdbJCY9mjGtn6,10,1783876625011
Twistzz,Anasterian,US,Priest,Shadow,Archon,DPS,Temple of Sethraliss,16,1526.8,387097554,253540.4,2,334,432.22,timed,10|9|147,fPyDdbJCY9mjGtn6,10,1783876625011
Bfd,Benedictus,US,Shaman,Enhancement,Stormbringer,DPS,Temple of Sethraliss,16,1526.8,448743203,293916.9,1,334,432.22,timed,10|9|147,fPyDdbJCY9mjGtn6,10,1783876625011
Kirapal,Nobundo,CN,Paladin,Protection,Lightsmith,Tank,Den of Nalorakk,18,1753.6,270005537,153974.1,0,328,456.07,timed,9|10|147,pKJ6jnBrz9HyACwV,11,1783101373585
Jinxi,Benedictus,CN,Priest,Discipline,Oracle,Healer,Den of Nalorakk,18,1753.6,47877585,27302.8,2,328,456.07,timed,9|10|147,pKJ6jnBrz9HyACwV,11,1783101373585
Yarrgidk,Nobundo,CN,DeathKnight,Frost,Deathbringer,DPS,Den of Nalorakk,18,1753.6,531742769,303233.0,1,328,456.07,timed,9|10|147,pKJ6jnBrz9HyACwV,11,1783101373585
Zorthar,Anasterian,CN,Shaman,Elemental,Farseer,DPS,Den of Nalorakk,18,1753.6,415563101,236980.1,3,328,456.07,timed,9|10|147,pKJ6jnBrz9HyACwV,11,1783101373585
Youyuss,Anasterian,CN,Warlock,Affliction,Soul Harvester,DPS,Den of Nalorakk,18,1753.6,374380902,213495.4,2,328,456.07,timed,9|10|147,pKJ6jnBrz9HyACwV,11,1783101373585
Equinoxdh,Anasterian,US,DemonHunter,Vengeance,Annihilator,Tank,Temple of Sethraliss,17,2251.5,416590011,185028.3,0,334,312.47,none,9|10|147,P7vAKX4fCcrxRd6p,9,1783712639188
Onewog,Broxigar,US,Paladin,Holy,Herald of the Sun,Healer,Temple of Sethraliss,17,2251.5,82910290,36824.6,3,334,312.47,none,9|10|147,P7vAKX4fCcrxRd6p,9,1783712639188
Dzelcik,Vargoth,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Temple of Sethraliss,17,2251.5,362136191,160842.7,1,334,312.47,none,9|10|147,P7vAKX4fCcrxRd6p,9,1783712639188
Jarvyht,Lycanthoth,US,Hunter,BeastMastery,Pack Leader,DPS,Temple of Sethraliss,17,2251.5,645867147,286861.7,4,334,312.47,none,9|10|147,P7vAKX4fCcrxRd6p,9,1783712639188
Heillstorm,Broxigar,US,Druid,Balance,Elune's Chosen,DPS,Temple of Sethraliss,17,2251.5,555527333,246737.3,1,334,312.47,none,9|10|147,P7vAKX4fCcrxRd6p,9,1783712639188
Messpally,Anasterian,KR,Paladin,Protection,Lightsmith,Tank,Den of Nalorakk,16,1720.8,276214291,160511.5,0,334,426.72,timed,9|10|147,AMvzpdgFkJ4mBYWn,1,1784345769444
Mentormonk,Nobundo,KR,Monk,Mistweaver,Conduit of the Celestials,Healer,Den of Nalorakk,16,1720.8,107198807,62294.5,2,334,426.72,timed,9|10|147,AMvzpdgFkJ4mBYWn,1,1784345769444
Gunslingr,Nobundo,KR,Rogue,Outlaw,Trickster,DPS,Den of Nalorakk,16,1720.8,313699722,182294.7,2,334,426.72,timed,9|10|147,AMvzpdgFkJ4mBYWn,1,1784345769444
Killerüs,Anasterian,KR,Warlock,Demonology,Diabolist,DPS,Den of Nalorakk,16,1720.8,419821278,243963.3,3,334,426.72,timed,9|10|147,AMvzpdgFkJ4mBYWn,1,1784345769444
Boonpo,Benedictus,KR,Hunter,Marksmanship,Sentinel,DPS,Den of Nalorakk,16,1720.8,443681242,257828.6,1,334,426.72,timed,9|10|147,AMvzpdgFkJ4mBYWn,1,1784345769444
Däisymäy,Zekhan,US,Druid,Guardian,Elune's Chosen,Tank,Ruby Life Pools,12,1805.3,123490088,68403.8,4,321,313.5,none,9|10|147,knywLHVGNqPDJm2A,1,1783798463312
Iszaheda,Zekhan,US,Evoker,Preservation,Chronowarden,Healer,Ruby Life Pools,12,1805.3,34146672,18914.6,6,321,313.5,none,9|10|147,knywLHVGNqPDJm2A,1,1783798463312
Andymagician,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,12,1805.3,405177291,224436.3,3,321,313.5,none,9|10|147,knywLHVGNqPDJm2A,1,1783798463312
韶光溯影,Anasterian,US,Evoker,Devastation,Flameshaper,DPS,Ruby Life Pools,12,1805.3,263644186,146038.1,6,321,313.5,none,9|10|147,knywLHVGNqPDJm2A,1,1783798463312
Smsmdk,Benedictus,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Ruby Life Pools,12,1805.3,255207266,141364.7,3,321,313.5,none,9|10|147,knywLHVGNqPDJm2A,1,1783798463312
Angeldrtwo,Anasterian,US,Druid,Guardian,Elune's Chosen,Tank,Ruby Life Pools,15,1419.7,166153135,117032.5,2,334,416.53,timed,10|9|147,mtVA2nTdHLG19R7z,5,1783554137948
Stomply,Zekhan,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Ruby Life Pools,15,1419.7,120699341,85016.4,0,334,416.53,timed,10|9|147,mtVA2nTdHLG19R7z,5,1783554137948
Summonwings,Nobundo,US,Paladin,Retribution,Templar,DPS,Ruby Life Pools,15,1419.7,372210429,262172.1,2,334,416.53,timed,10|9|147,mtVA2nTdHLG19R7z,5,1783554137948
Slasharama,Vargoth,US,Rogue,Subtlety,Trickster,DPS,Ruby Life Pools,15,1419.7,319123442,224779.5,1,334,416.53,timed,10|9|147,mtVA2nTdHLG19R7z,5,1783554137948
Benblu,Broxigar,US,Shaman,Elemental,Farseer,DPS,Ruby Life Pools,15,1419.7,471989087,332452.7,0,334,416.53,timed,10|9|147,mtVA2nTdHLG19R7z,5,1783554137948
羽鳥翎音,Anasterian,US,DeathKnight,Blood,Deathbringer,Tank,Murder Row,15,1721.7,290324469,168629.6,0,328,414.9,timed,10|9|147,XAztxVwKvk9HfnGW,6,1783400195931
Lullaby,Anasterian,US,Priest,Discipline,Oracle,Healer,Murder Row,15,1721.7,108318855,62915.0,0,328,414.9,timed,10|9|147,XAztxVwKvk9HfnGW,6,1783400195931
Konvicevoker,Nobundo,US,Evoker,Augmentation,Scalecommander,DPS,Murder Row,15,1721.7,339830137,197384.0,1,328,414.9,timed,10|9|147,XAztxVwKvk9HfnGW,6,1783400195931
Headshott,Benedictus,US,Hunter,BeastMastery,Pack Leader,DPS,Murder Row,15,1721.7,298511618,173384.9,2,328,414.9,timed,10|9|147,XAztxVwKvk9HfnGW,6,1783400195931
Bingglesmage,Broxigar,US,Mage,Arcane,Spellslinger,DPS,Murder Row,15,1721.7,442145222,256811.8,1,328,414.9,timed,10|9|147,XAztxVwKvk9HfnGW,6,1783400195931
Zogcc,Benedictus,US,Paladin,Protection,Unknown,Tank,Temple of Sethraliss,18,1834.1,451432982,246139.8,0,334,456.78,timed,10|9|147,mpnZWx3tTz7y4Ah6,18,1783774139581
Koi,Anasterian,US,Monk,Mistweaver,Unknown,Healer,Temple of Sethraliss,18,1834.1,109996195,59974.4,0,334,456.78,timed,10|9|147,mpnZWx3tTz7y4Ah6,18,1783774139581
菜的雅皮的灰,Benedictus,US,Warrior,Arms,Unknown,DPS,Temple of Sethraliss,18,1834.1,612741583,334091.9,1,334,456.78,timed,10|9|147,mpnZWx3tTz7y4Ah6,18,1783774139581
Kassaa,Broxigar,US,Shaman,Elemental,Unknown,DPS,Temple of Sethraliss,18,1834.1,557358695,303894.9,1,334,456.78,timed,10|9|147,mpnZWx3tTz7y4Ah6,18,1783774139581
二队治疗,Anasterian,US,DeathKnight,Frost,Unknown,DPS,Temple of Sethraliss,18,1834.1,396189931,216019.0,2,334,456.78,timed,10|9|147,mpnZWx3tTz7y4Ah6,18,1783774139581
Toffuu,Nobundo,US,Monk,Brewmaster,Master of Harmony,Tank,Altar of Fangs,10,1846.6,162975141,88258.7,4,315,,,148|9|10,MrGqxtjbNAg1nmQL,2,1782444253566
Astridia,Vargoth,US,Shaman,Restoration,Totemic,Healer,Altar of Fangs,10,1846.6,21189656,11475.2,4,315,,,148|9|10,MrGqxtjbNAg1nmQL,2,1782444253566
Avimancer,Anasterian,US,Mage,Arcane,Sunfury,DPS,Altar of Fangs,10,1846.6,219548346,118895.7,4,315,,,148|9|10,MrGqxtjbNAg1nmQL,2,1782444253566
Mycsdk,Broxigar,US,DeathKnight,Frost,Rider of the Apocalypse,DPS,Altar of Fangs,10,1846.6,392390410,212497.8,3,315,,,148|9|10,MrGqxtjbNAg1nmQL,2,1782444253566
Irnn,Vargoth,US,Druid,Balance,Keeper of the Grove,DPS,Altar of Fangs,10,1846.6,251305540,136093.7,2,315,,,148|9|10,MrGqxtjbNAg1nmQL,2,1782444253566
飞盾大王,Anasterian,KR,Paladin,Protection,Unknown,Tank,Altar of Fangs,12,1508.2,192019314,127313.8,2,315,367.82,timed,10|9|147,RLgPmq4VjHXcFA36,1,1782906292528
Evoxii,Anasterian,KR,Evoker,Preservation,Unknown,Healer,Altar of Fangs,12,1508.2,47915684,31769.4,2,315,367.82,timed,10|9|147,RLgPmq4VjHXcFA36,1,1782906292528
Vanianwl,Anasterian,KR,Warlock,Affliction,Unknown,DPS,Altar of Fangs,12,1508.2,256875498,170315.2,4,315,367.82,timed,10|9|147,RLgPmq4VjHXcFA36,1,1782906292528
Leresham,Broxigar,KR,Shaman,Elemental,Unknown,DPS,Altar of Fangs,12,1508.2,399791400,265072.2,2,315,367.82,timed,10|9|147,RLgPmq4VjHXcFA36,1,1782906292528
Cld,Nobundo,KR,DeathKnight,Frost,Unknown,DPS,Altar of Fangs,12,1508.2,303002162,200898.4,1,315,367.82,timed,10|9|147,RLgPmq4VjHXcFA36,1,1782906292528
Koep,Benedictus,US,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,12,1699.8,221924473,130562.9,3,315,,,9|10|147,aktC16xzHJfrW7Pb,13,1782431167742
Scytherlight,Broxigar,US,Paladin,Holy,Herald of the Sun,Healer,Altar of Fangs,12,1699.8,21696467,12764.5,6,315,,,9|10|147,aktC16xzHJfrW7Pb,13,1782431167742
Atømïç,Anasterian,US,Druid,Balance,Elune's Chosen,DPS,Altar of Fangs,12,1699.8,254482287,149717.4,5,315,,,9|10|147,aktC16xzHJfrW7Pb,13,1782431167742
Zorthar,Anasterian,US,Shaman,Enhancement,Stormbringer,DPS,Altar of Fangs,12,1699.8,390752361,229888.0,5,315,,,9|10|147,aktC16xzHJfrW7Pb,13,1782431167742
Dumpletondlx,Anasterian,US,Shaman,Elemental,Farseer,DPS,Altar of Fangs,12,1699.8,371484193,218552.1,4,315,,,9|10|147,aktC16xzHJfrW7Pb,13,1782431167742
Touchingface,Anasterian,CN,Paladin,Protection,Lightsmith,Tank,Murder Row,18,1814.2,313668022,172894.3,1,328,457.65,timed,9|10|147,zwtBbHarJd2T8AMv,1,1783322640093
夏诗僧,Anasterian,CN,Monk,Mistweaver,Conduit of the Celestials,Healer,Murder Row,18,1814.2,109518717,60366.9,1,328,457.65,timed,9|10|147,zwtBbHarJd2T8AMv,1,1783322640093
美团搜烤鸡翔,Anasterian,CN,Shaman,Elemental,Farseer,DPS,Murder Row,18,1814.2,493829239,272199.5,2,328,457.65,timed,9|10|147,zwtBbHarJd2T8AMv,1,1783322640093
涂山蓝蓝,Broxigar,CN,Mage,Arcane,Spellslinger,DPS,Murder Row,18,1814.2,520676877,286998.0,1,328,457.65,timed,9|10|147,zwtBbHarJd2T8AMv,1,1783322640093
Nico,Nobundo,CN,Warlock,Affliction,Soul Harvester,DPS,Murder Row,18,1814.2,593735896,327268.2,1,328,457.65,timed,9|10|147,zwtBbHarJd2T8AMv,1,1783322640093
Dejavuho,Benedictus,EU,Monk,Brewmaster,Master of Harmony,Tank,Ruby Life Pools,15,1811.2,211836705,116956.4,1,334,317.75,none,10|9|147,RgTYCc3tqwDA1xpd,1,1783891952093
Kohelchi,Anasterian,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Ruby Life Pools,15,1811.2,115545954,63793.7,1,334,317.75,none,10|9|147,RgTYCc3tqwDA1xpd,1,1783891952093
Demvok,Anasterian,EU,Evoker,Augmentation,Scalecommander,DPS,Ruby Life Pools,15,1811.2,316442652,174710.0,1,334,317.75,none,10|9|147,RgTYCc3tqwDA1xpd,1,1783891952093
Mapuzugzug,Broxigar,EU,Warrior,Arms,Colossus,DPS,Ruby Life Pools,15,1811.2,484730280,267622.7,2,334,317.75,none,10|9|147,RgTYCc3tqwDA1xpd,1,1783891952093
Reshikun,Lycanthoth,EU,Shaman,Elemental,Farseer,DPS,Ruby Life Pools,15,1811.2,322962633,178309.7,3,334,317.75,none,10|9|147,RgTYCc3tqwDA1xpd,1,1783891952093
旦夕来啦,Anasterian,US,Warrior,Protection,Mountain Thane,Tank,Altar of Fangs,19,1793.5,373215978,208098.9,0,334,319.06,none,10|9|147,D3wXBCxJH9V6qWg7,6,1784127046102
Puddingpal,Anasterian,US,Paladin,Holy,Lightsmith,Healer,Altar of Fangs,19,1793.5,117129642,65309.5,1,334,319.06,none,10|9|147,D3wXBCxJH9V6qWg7,6,1784127046102
Mycsdk,Broxigar,US,DeathKnight,Frost,Deathbringer,DPS,Altar of Fangs,19,1793.5,699407582,389977.8,0,334,319.06,none,10|9|147,D3wXBCxJH9V6qWg7,6,1784127046102
丶弗瑞奥萨,Anasterian,US,Druid,Balance,Elune's Chosen,DPS,Altar of Fangs,19,1793.5,678641924,378399.2,3,334,319.06,none,10|9|147,D3wXBCxJH9V6qWg7,6,1784127046102
Puré,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Altar of Fangs,19,1793.5,663745336,370093.1,0,334,319.06,none,10|9|147,D3wXBCxJH9V6qWg7,6,1784127046102
Lotterry,Anasterian,US,Paladin,Protection,Lightsmith,Tank,Kings' Rest,20,2027.1,271929816,134149.1,1,334,317.29,none,10|9|147,xD6c7n91TJVpjYXg,24,1784793242060
Puddingpal,Anasterian,US,Paladin,Holy,Lightsmith,Healer,Kings' Rest,20,2027.1,91007407,44896.0,1,334,317.29,none,10|9|147,xD6c7n91TJVpjYXg,24,1784793242060
汗水与努力,Anasterian,US,Druid,Balance,Elune's Chosen,DPS,Kings' Rest,20,2027.1,536671799,264752.2,1,334,317.29,none,10|9|147,xD6c7n91TJVpjYXg,24,1784793242060
Giftiauwu,Anasterian,US,Hunter,Survival,Sentinel,DPS,Kings' Rest,20,2027.1,464638052,229216.4,3,334,317.29,none,10|9|147,xD6c7n91TJVpjYXg,24,1784793242060
石豆玩原神,Benedictus,US,Mage,Arcane,Spellslinger,DPS,Kings' Rest,20,2027.1,502238015,247765.3,1,334,317.29,none,10|9|147,xD6c7n91TJVpjYXg,24,1784793242060
Skyemgk,Lycanthoth,US,DemonHunter,Vengeance,Annihilator,Tank,Kings' Rest,17,1812.1,170785529,94246.7,1,334,440.18,timed,9|10|147,ZV7DLPGbfwvgHNt2,12,1783799246642
Sabwalker,Zekhan,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Kings' Rest,17,1812.1,100066396,55220.9,2,334,440.18,timed,9|10|147,ZV7DLPGbfwvgHNt2,12,1783799246642
Wizthal,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Kings' Rest,17,1812.1,420117587,231838.6,3,334,440.18,timed,9|10|147,ZV7DLPGbfwvgHNt2,12,1783799246642
Dabnel,Benedictus,US,Monk,Windwalker,Shado-Pan,DPS,Kings' Rest,17,1812.1,329208139,181671.0,2,334,440.18,timed,9|10|147,ZV7DLPGbfwvgHNt2,12,1783799246642
Ttvtettles,Benedictus,US,Druid,Balance,Elune's Chosen,DPS,Kings' Rest,17,1812.1,403724538,222792.3,3,334,440.18,timed,9|10|147,ZV7DLPGbfwvgHNt2,12,1783799246642
Kawayowar,Anasterian,US,Warrior,Protection,Mountain Thane,Tank,Altar of Fangs,15,2198.2,277178259,126093.2,1,328,,,9|10|147,6YpHkLA2Mmvc1fPV,5,1782623569949
Hellrevenge,Anasterian,US,Druid,Restoration,Wildstalker,Healer,Altar of Fangs,15,2198.2,15831399,7202.0,1,328,,,9|10|147,6YpHkLA2Mmvc1fPV,5,1782623569949
Hakuikoyori,Anasterian,US,Evoker,Augmentation,Scalecommander,DPS,Altar of Fangs,15,2198.2,505402016,229916.2,2,328,,,9|10|147,6YpHkLA2Mmvc1fPV,5,1782623569949
Aabbdk,Nobundo,US,DeathKnight,Frost,Deathbringer,DPS,Altar of Fangs,15,2198.2,480182335,218443.3,1,328,,,9|10|147,6YpHkLA2Mmvc1fPV,5,1782623569949
Copespltmage,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Altar of Fangs,15,2198.2,437363651,198964.4,2,328,,,9|10|147,6YpHkLA2Mmvc1fPV,5,1782623569949
Snowpal,Nobundo,US,Paladin,Protection,Lightsmith,Tank,The Blinding Vale,19,1759.4,258611321,146987.7,0,328,472.64,timed,9|10|147,mDXVLF4xykdRZQjz,3,1783153825944
美团搜担担面,Anasterian,US,Monk,Mistweaver,Conduit of the Celestials,Healer,The Blinding Vale,19,1759.4,135373937,76942.9,1,328,472.64,timed,9|10|147,mDXVLF4xykdRZQjz,3,1783153825944
Burabura,Benedictus,US,Druid,Feral,Druid of the Claw,DPS,The Blinding Vale,19,1759.4,540103013,306980.0,1,328,472.64,timed,9|10|147,mDXVLF4xykdRZQjz,3,1783153825944
Vrimi,Zekhan,US,Evoker,Augmentation,Scalecommander,DPS,The Blinding Vale,19,1759.4,581445796,330478.1,2,328,472.64,timed,9|10|147,mDXVLF4xykdRZQjz,3,1783153825944
也里不花,Anasterian,US,DeathKnight,Frost,Rider of the Apocalypse,DPS,The Blinding Vale,19,1759.4,501840310,285232.5,2,328,472.64,timed,9|10|147,mDXVLF4xykdRZQjz,3,1783153825944
Lací,Benedictus,US,Paladin,Protection,Lightsmith,Tank,Ruby Life Pools,14,1902.3,216145609,113624.7,1,321,314.3,none,9|10|147,QwbCvNcpkZMT68qJ,3,1783978358016
Flamingfists,Benedictus,US,Evoker,Preservation,Flameshaper,Healer,Ruby Life Pools,14,1902.3,124116841,65246.5,2,321,314.3,none,9|10|147,QwbCvNcpkZMT68qJ,3,1783978358016
Oscileus,Lycanthoth,US,Shaman,Elemental,Farseer,DPS,Ruby Life Pools,14,1902.3,315577565,165894.6,4,321,314.3,none,9|10|147,QwbCvNcpkZMT68qJ,3,1783978358016
Sefai,Benedictus,US,Mage,Arcane,Spellslinger,DPS,Ruby Life Pools,14,1902.3,326184807,171470.7,3,321,314.3,none,9|10|147,QwbCvNcpkZMT68qJ,3,1783978358016
Aelion,Nobundo,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Ruby Life Pools,14,1902.3,222249496,116833.4,2,321,314.3,none,9|10|147,QwbCvNcpkZMT68qJ,3,1783978358016
Loconte,Lycanthoth,EU,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,12,1928.3,166031214,86104.3,2,321,314.69,none,10|9|147,zHTAf9kyvgntZVN2,2,1784074122249
Dalfaëran,Anasterian,EU,Shaman,Restoration,Totemic,Healer,Altar of Fangs,12,1928.3,71405652,37031.2,2,321,314.69,none,10|9|147,zHTAf9kyvgntZVN2,2,1784074122249
Sorenbricked,Anasterian,EU,Hunter,Survival,Sentinel,DPS,Altar of Fangs,12,1928.3,385174394,199752.5,2,321,314.69,none,10|9|147,zHTAf9kyvgntZVN2,2,1784074122249
Limurgs,Benedictus,EU,Hunter,Survival,Sentinel,DPS,Altar of Fangs,12,1928.3,410103309,212680.7,2,321,314.69,none,10|9|147,zHTAf9kyvgntZVN2,2,1784074122249
Xetrovmg,Zekhan,EU,Mage,Arcane,Spellslinger,DPS,Altar of Fangs,12,1928.3,338153340,175367.3,2,321,314.69,none,10|9|147,zHTAf9kyvgntZVN2,2,1784074122249
Rivenz,Broxigar,US,Paladin,Protection,Lightsmith,Tank,Kings' Rest,17,1893.2,239521669,126514.1,0,334,440.09,timed,10|9|147,MyJPv8LAGQcKjhbD,1,1783905663014
Flamingfists,Benedictus,US,Evoker,Preservation,Flameshaper,Healer,Kings' Rest,17,1893.2,99232434,52414.1,3,334,440.09,timed,10|9|147,MyJPv8LAGQcKjhbD,1,1783905663014
Zîggyy,Anasterian,US,Mage,Arcane,Spellslinger,DPS,Kings' Rest,17,1893.2,374688389,197908.4,1,334,440.09,timed,10|9|147,MyJPv8LAGQcKjhbD,1,1783905663014
Tasonw,Benedictus,US,Warrior,Arms,Colossus,DPS,Kings' Rest,17,1893.2,360172600,190241.3,1,334,440.09,timed,10|9|147,MyJPv8LAGQcKjhbD,1,1783905663014
Eraxys,Lycanthoth,US,Priest,Shadow,Voidweaver,DPS,Kings' Rest,17,1893.2,395144732,208713.4,1,334,440.09,timed,10|9|147,MyJPv8LAGQcKjhbD,1,1783905663014
Kiradh,Nobundo,EU,DemonHunter,Vengeance,Annihilator,Tank,Altar of Fangs,17,1497.0,273901343,182963.0,0,328,444.0,timed,9|10|147,TVR8Yk1Ga7dbzFDt,5,1782747867001
Koi,Anasterian,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Altar of Fangs,17,1497.0,100194068,66928.5,1,328,444.0,timed,9|10|147,TVR8Yk1Ga7dbzFDt,5,1782747867001
Yarrgidk,Nobundo,EU,DeathKnight,Frost,Rider of the Apocalypse,DPS,Altar of Fangs,17,1497.0,530997051,354700.1,2,328,444.0,timed,9|10|147,TVR8Yk1Ga7dbzFDt,5,1782747867001
Khaelt,Benedictus,EU,Mage,Arcane,Sunfury,DPS,Altar of Fangs,17,1497.0,410003391,273877.7,4,328,444.0,timed,9|10|147,TVR8Yk1Ga7dbzFDt,5,1782747867001
Abie,Benedictus,EU,Warlock,Affliction,Soul Harvester,DPS,Altar of Fangs,17,1497.0,519352399,346921.6,1,328,444.0,timed,9|10|147,TVR8Yk1Ga7dbzFDt,5,1782747867001
Kirapal,Nobundo,EU,Paladin,Protection,Lightsmith,Tank,Altar of Fangs,19,1871.5,376563966,201214.2,0,328,316.19,none,9|10|147,Q8c694JzvN73HLDj,6,1782760612248
夏诗僧,Anasterian,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Altar of Fangs,19,1871.5,150660289,80504.2,1,328,316.19,none,9|10|147,Q8c694JzvN73HLDj,6,1782760612248
