run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer,set_pieces,player_rating
21257,22569,Warlock,Demonology,Diabolist,DPS,US,Murder Row,11,1,1411.2,201510,1,303.0,2026-08-19,0,-1,1411.0,30.8,,
21257,46525,Rogue,Assassination,Deathstalker,DPS,US,Murder Row,11,1,1411.2,200572,0,303.0,2026-08-19,0,-1,1411.0,30.8,,
21257,19445,Monk,Windwalker,Shado-Pan,DPS,US,Murder Row,11,1,1411.2,170159,1,302.0,2026-08-19,0,-1,1411.0,30.8,,2688
9271,13639,DemonHunter,Vengeance,Annihilator,Tank,EU,Kings' Rest,10,1,1296.9,105672,0,299.0,2026-08-19,0,-1,1297.0,34.5,,
9271,13640,Paladin,Holy,Herald of the Sun,Healer,EU,Kings' Rest,10,1,1296.9,16902,0,285.0,2026-08-19,0,-1,1297.0,34.5,,
9271,13641,Mage,Arcane,Sunfury,DPS,EU,Kings' Rest,10,1,1296.9,164298,0,293.0,2026-08-19,0,-1,1297.0,34.5,,
9271,13643,Shaman,Elemental,Farseer,DPS,EU,Kings' Rest,10,1,1296.9,184763,0,295.0,2026-08-19,0,-1,1297.0,34.5,,2970
9271,13642,Warrior,Arms,Slayer,DPS,EU,Kings' Rest,10,1,1296.9,153597,0,292.0,2026-08-19,0,-1,1297.0,34.5,,
68002,70533,DeathKnight,Blood,San'layn,Tank,EU,Voidscar Arena,13,1,1367.8,107457,0,304.0,2026-08-21,0,-1,1368.0,24.0,,
68002,52652,Paladin,Holy,Herald of the Sun,Healer,EU,Voidscar Arena,13,1,1367.8,22069,0,301.0,2026-08-21,0,-1,1368.0,24.0,,
68002,14142,Evoker,Devastation,Scalecommander,DPS,EU,Voidscar Arena,13,1,1367.8,264371,1,308.0,2026-08-21,0,-1,1368.0,24.0,,3377
