subset,class,spec,role,week_start,parses,runs,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level
timed,DemonHunter,Vengeance,Tank,2026-07-27,31,31,152727,148887,214868,0.39,71.0,331.9
timed,Druid,Balance,DPS,2026-06-29,18,18,219494,212056,288082,1.83,16.7,325.1
timed,Druid,Balance,DPS,2026-07-06,187,187,263640,253591,355274,1.47,24.6,331.9
timed,Druid,Balance,DPS,2026-07-13,145,145,270790,270291,348117,1.4,23.4,331.5
timed,Druid,Balance,DPS,2026-07-20,146,145,256136,247544,335101,0.95,43.2,331.6
timed,Druid,Balance,DPS,2026-07-27,138,137,271144,274682,353380,1.11,36.2,331.3
timed,Druid,Feral,DPS,2026-06-29,20,20,254181,246360,306980,1.8,20.0,328.0
timed,Druid,Feral,DPS,2026-07-06,15,15,193596,196560,244974,0.33,73.3,324.5
timed,Druid,Feral,DPS,2026-07-13,12,12,246975,255092,284578,1.5,33.3,334.0
timed,Druid,Feral,DPS,2026-07-20,10,10,276996,281622,320475,1.6,10.0,334.0
timed,Druid,Feral,DPS,2026-07-27,11,11,263155,244371,347200,0.82,36.4,331.6
timed,Druid,Guardian,Tank,2026-06-29,11,11,123167,102621,218215,0.36,63.6,323.3
timed,Druid,Guardian,Tank,2026-07-06,34,34,112759,103632,169574,0.53,58.8,328.7
timed,Druid,Guardian,Tank,2026-07-13,19,19,121506,115359,161942,0.11,89.5,330.6
timed,Druid,Guardian,Tank,2026-07-20,7,7,90192,92267,110905,0.57,42.9,326.6
timed,Druid,Guardian,Tank,2026-07-27,32,32,144225,145296,193498,0.38,65.6,329.9
timed,Druid,Restoration,Healer,2026-06-29,13,13,17787,24380,27499,1.46,15.4,325.0
timed,Druid,Restoration,Healer,2026-07-06,47,47,13259,8354,26030,1.06,23.4,330.0
timed,Druid,Restoration,Healer,2026-07-13,13,13,9455,6176,19939,1.54,23.1,328.0
timed,Druid,Restoration,Healer,2026-07-20,7,7,8935,8745,17322,1.14,28.6,326.6
timed,Druid,Restoration,Healer,2026-07-27,9,9,14050,12393,26596,1.33,55.6,331.1
timed,Evoker,Augmentation,DPS,2026-06-29,63,63,221905,220505,297863,2.0,11.1,323.3
timed,Evoker,Augmentation,DPS,2026-07-06,77,77,198183,205934,257087,1.0,40.3,327.3
timed,Evoker,Augmentation,DPS,2026-07-13,20,20,163683,180333,200925,0.8,75.0,323.6
timed,Evoker,Augmentation,DPS,2026-07-20,37,37,190227,170896,236678,1.35,18.9,326.3
timed,Evoker,Augmentation,DPS,2026-07-27,12,12,265077,278129,352392,0.67,58.3,329.7
timed,Evoker,Devastation,DPS,2026-06-29,21,16,175378,163720,214379,1.57,19.0,316.9
timed,Evoker,Devastation,DPS,2026-07-06,12,12,208590,213207,231615,1.17,50.0,324.9
timed,Evoker,Devastation,DPS,2026-07-13,11,11,207841,193708,239740,1.0,36.4,324.5
timed,Evoker,Devastation,DPS,2026-07-20,8,8,226832,227556,260666,1.38,0.0,332.4
timed,Evoker,Devastation,DPS,2026-07-27,14,12,207840,201542,268490,1.5,35.7,327.5
timed,Evoker,Preservation,Healer,2026-06-29,23,23,62341,69776,93507,1.96,17.4,322.8
timed,Evoker,Preservation,Healer,2026-07-06,45,45,59526,61138,85800,1.84,15.6,331.0
timed,Evoker,Preservation,Healer,2026-07-13,48,48,65195,60861,96600,1.5,31.2,331.6
timed,Evoker,Preservation,Healer,2026-07-20,29,29,69298,66066,95328,1.21,31.0,331.8
timed,Evoker,Preservation,Healer,2026-07-27,35,35,75241,79972,92493,0.97,45.7,332.9
timed,Hunter,BeastMastery,DPS,2026-06-29,53,51,228362,229924,284107,2.02,20.8,326.3
timed,Hunter,BeastMastery,DPS,2026-07-06,56,56,231662,231970,327786,1.23,35.7,328.2
timed,Hunter,BeastMastery,DPS,2026-07-13,16,16,203902,216906,256956,1.88,18.8,331.6
timed,Hunter,BeastMastery,DPS,2026-07-20,11,11,277220,278973,369327,0.64,63.6,331.6
timed,Hunter,BeastMastery,DPS,2026-07-27,13,13,233387,209591,356343,1.85,15.4,328.0
timed,Hunter,Marksmanship,DPS,2026-06-29,12,12,185878,191960,209925,1.33,8.3,326.9
timed,Hunter,Marksmanship,DPS,2026-07-06,43,43,229730,208845,299151,0.79,48.8,330.6
timed,Hunter,Marksmanship,DPS,2026-07-13,83,82,288513,289880,375962,1.63,15.7,332.1
timed,Hunter,Marksmanship,DPS,2026-07-20,208,206,297241,296451,387686,1.5,32.2,332.6
timed,Hunter,Marksmanship,DPS,2026-07-27,163,161,305042,303277,394881,1.13,35.6,332.4
timed,Hunter,Survival,DPS,2026-06-29,18,18,224214,240158,276183,0.67,50.0,324.4
timed,Hunter,Survival,DPS,2026-07-06,43,43,220244,222515,297943,1.4,18.6,329.0
timed,Hunter,Survival,DPS,2026-07-13,51,51,237931,235062,301456,1.25,31.4,329.9
timed,Hunter,Survival,DPS,2026-07-20,22,22,228534,237453,318328,1.14,36.4,331.0
timed,Hunter,Survival,DPS,2026-07-27,9,9,291664,321301,368090,0.67,55.6,332.6
timed,Mage,Arcane,DPS,2026-06-29,196,183,255361,250428,322604,1.63,30.1,325.9
timed,Mage,Arcane,DPS,2026-07-06,359,347,257839,258065,336030,1.18,34.3,329.8
timed,Mage,Arcane,DPS,2026-07-13,366,349,276257,270148,369064,1.08,34.7,332.0
timed,Mage,Arcane,DPS,2026-07-20,238,237,249202,243706,318774,1.28,32.8,331.5
timed,Mage,Arcane,DPS,2026-07-27,258,256,280455,277588,385968,1.12,35.7,331.2
timed,Mage,Fire,DPS,2026-06-29,1,1,175316,175316,175316,1.0,0.0,315.0
timed,Mage,Fire,DPS,2026-07-06,50,50,261712,263682,341437,0.3,84.0,331.4
timed,Mage,Fire,DPS,2026-07-13,18,18,251131,257327,298426,0.56,72.2,330.4
timed,Mage,Fire,DPS,2026-07-20,9,9,208527,182886,292203,1.22,11.1,329.7
timed,Mage,Fire,DPS,2026-07-27,5,5,298523,306144,354315,0.2,80.0,334.0
timed,Mage,Frost,DPS,2026-06-29,5,5,206379,198511,233929,1.4,40.0,320.2
timed,Mage,Frost,DPS,2026-07-06,5,5,199854,202834,219045,1.8,20.0,327.6
timed,Mage,Frost,DPS,2026-07-13,12,11,184480,180956,218327,1.92,16.7,323.2
timed,Mage,Frost,DPS,2026-07-20,28,28,246332,215198,362083,0.64,46.4,328.9
timed,Mage,Frost,DPS,2026-07-27,6,6,216919,212138,274828,1.67,33.3,329.7
timed,Monk,Brewmaster,Tank,2026-06-29,21,21,112744,109197,148703,0.33,66.7,324.9
timed,Monk,Brewmaster,Tank,2026-07-06,32,32,110694,95254,162800,0.38,68.8,325.5
timed,Monk,Brewmaster,Tank,2026-07-13,17,17,123855,111347,180116,0.76,58.8,326.4
timed,Monk,Brewmaster,Tank,2026-07-20,19,19,137195,137375,168539,0.47,57.9,331.3
timed,Monk,Brewmaster,Tank,2026-07-27,15,15,144066,136821,178819,0.2,86.7,330.5
timed,Monk,Mistweaver,Healer,2026-06-29,135,135,59529,58879,75978,1.03,37.0,325.9
timed,Monk,Mistweaver,Healer,2026-07-06,221,221,67742,65881,86536,0.78,48.4,331.8
timed,Monk,Mistweaver,Healer,2026-07-13,246,246,71960,72048,92310,0.71,51.2,331.7
timed,Monk,Mistweaver,Healer,2026-07-20,229,229,71410,70298,90258,0.89,45.9,332.2
timed,Monk,Mistweaver,Healer,2026-07-27,75,75,56276,57965,71344,1.04,37.3,329.3
timed,Monk,Windwalker,DPS,2026-06-29,11,11,189479,187615,231439,2.09,0.0,325.6
timed,Monk,Windwalker,DPS,2026-07-06,33,33,212153,217870,267683,1.27,24.2,328.5
timed,Monk,Windwalker,DPS,2026-07-13,10,10,247335,254962,346223,1.3,50.0,331.4
timed,Monk,Windwalker,DPS,2026-07-20,28,28,278498,273652,375482,0.89,39.3,331.7
timed,Monk,Windwalker,DPS,2026-07-27,52,52,321958,328352,397508,1.1,36.5,333.2
timed,Paladin,Holy,Healer,2026-06-29,22,22,29134,21990,54676,0.91,36.4,320.5
timed,Paladin,Holy,Healer,2026-07-06,83,83,37810,31192,65431,1.05,39.8,330.1
timed,Paladin,Holy,Healer,2026-07-13,81,81,35397,33342,55939,0.89,34.6,331.0
timed,Paladin,Holy,Healer,2026-07-20,96,96,39003,34647,66410,0.89,51.0,331.2
timed,Paladin,Holy,Healer,2026-07-27,246,246,46119,44976,70215,0.85,43.5,332.7
timed,Paladin,Protection,Tank,2026-06-29,222,222,156473,156930,205097,0.38,71.2,325.5
timed,Paladin,Protection,Tank,2026-07-06,423,423,171346,161453,255284,0.5,64.5,330.5
timed,Paladin,Protection,Tank,2026-07-13,434,434,176852,172604,246469,0.35,71.0,332.1
timed,Paladin,Protection,Tank,2026-07-20,272,272,149870,146404,201510,0.27,75.7,330.8
timed,Paladin,Protection,Tank,2026-07-27,182,182,158300,159534,205708,0.26,79.7,332.4
timed,Paladin,Retribution,DPS,2026-06-29,67,67,223822,218133,269577,1.27,28.4,325.5
timed,Paladin,Retribution,DPS,2026-07-06,82,81,213639,217778,285700,1.29,31.7,329.4
timed,Paladin,Retribution,DPS,2026-07-13,50,50,230145,227544,327121,1.06,38.0,329.3
timed,Paladin,Retribution,DPS,2026-07-20,52,52,250525,238454,333162,1.56,26.9,331.0
timed,Paladin,Retribution,DPS,2026-07-27,59,59,259846,246869,355371,1.53,27.1,330.9
timed,Priest,Discipline,Healer,2026-06-29,84,84,48939,50054,73615,1.49,31.0,325.2
timed,Priest,Discipline,Healer,2026-07-06,143,143,43530,34441,81865,1.24,39.2,327.8
timed,Priest,Discipline,Healer,2026-07-13,88,88,40845,32763,77939,1.05,33.0,330.8
timed,Priest,Discipline,Healer,2026-07-20,66,66,40757,32796,73122,0.97,37.9,329.5
timed,Priest,Discipline,Healer,2026-07-27,56,56,44156,31283,82709,1.14,39.3,330.8
timed,Priest,Holy,Healer,2026-06-29,6,6,17255,18140,23995,0.33,83.3,323.7
timed,Priest,Holy,Healer,2026-07-06,24,24,18529,18746,26208,0.75,54.2,328.4
timed,Priest,Holy,Healer,2026-07-13,17,17,23128,22018,33985,0.65,58.8,329.4
timed,Priest,Holy,Healer,2026-07-20,18,18,31556,29796,46750,0.5,66.7,328.2
timed,Priest,Holy,Healer,2026-07-27,7,7,37439,35786,46291,2.29,42.9,334.0
timed,Priest,Shadow,DPS,2026-06-29,33,33,219121,211464,262710,2.33,9.1,322.9
timed,Priest,Shadow,DPS,2026-07-06,79,79,263968,270666,331942,1.19,35.4,330.9
timed,Priest,Shadow,DPS,2026-07-13,97,97,271476,272071,345454,1.58,16.5,332.0
timed,Priest,Shadow,DPS,2026-07-20,38,38,232164,233616,273500,1.92,21.1,329.9
timed,Priest,Shadow,DPS,2026-07-27,51,51,296024,303489,382182,0.88,45.1,331.7
timed,Rogue,Assassination,DPS,2026-06-29,10,10,185406,187586,206613,3.4,0.0,325.4
timed,Rogue,Assassination,DPS,2026-07-06,14,14,201223,203742,271096,1.43,35.7,328.6
timed,Rogue,Assassination,DPS,2026-07-13,10,10,220674,229634,265476,1.0,30.0,330.1
timed,Rogue,Assassination,DPS,2026-07-20,12,12,247198,258666,295849,1.33,41.7,332.1
timed,Rogue,Assassination,DPS,2026-07-27,7,7,253195,242958,329639,1.71,28.6,326.6
timed,Rogue,Outlaw,DPS,2026-06-29,11,11,187272,204439,205116,2.0,0.0,324.5
timed,Rogue,Outlaw,DPS,2026-07-06,28,28,221781,208796,270959,1.21,46.4,328.2
timed,Rogue,Outlaw,DPS,2026-07-13,39,39,269371,281500,333971,0.95,35.9,332.3
timed,Rogue,Outlaw,DPS,2026-07-20,26,25,254961,263279,329634,2.08,19.2,332.0
timed,Rogue,Outlaw,DPS,2026-07-27,56,56,277004,268542,372830,0.73,46.4,331.2
timed,Rogue,Subtlety,DPS,2026-06-29,17,17,200762,205882,245755,3.24,11.8,324.9
timed,Rogue,Subtlety,DPS,2026-07-06,5,5,183047,201510,228762,1.4,40.0,331.4
timed,Rogue,Subtlety,DPS,2026-07-13,1,1,175782,175782,175782,1.0,0.0,334.0
timed,Rogue,Subtlety,DPS,2026-07-20,4,4,229446,232706,234516,1.25,0.0,334.0
timed,Rogue,Subtlety,DPS,2026-07-27,5,5,213793,199703,268603,2.0,20.0,326.2
timed,Shaman,Elemental,DPS,2026-06-29,57,57,262830,260458,344397,1.68,17.5,325.7
timed,Shaman,Elemental,DPS,2026-07-06,128,128,264475,272196,365806,1.46,26.6,330.6
timed,Shaman,Elemental,DPS,2026-07-13,136,134,284434,284057,371946,1.46,26.5,332.2
timed,Shaman,Elemental,DPS,2026-07-20,129,129,283583,283647,364338,1.26,32.6,331.2
timed,Shaman,Elemental,DPS,2026-07-27,175,174,296512,295187,381359,1.12,37.7,332.4
timed,Shaman,Enhancement,DPS,2026-06-29,45,45,221872,224247,273091,1.98,24.4,326.0
timed,Shaman,Enhancement,DPS,2026-07-06,95,95,255035,245568,370446,1.39,37.9,331.5
timed,Shaman,Enhancement,DPS,2026-07-13,94,94,231318,220978,313254,1.18,37.2,329.6
timed,Shaman,Enhancement,DPS,2026-07-20,41,41,244092,228127,337892,1.37,22.0,328.0
timed,Shaman,Enhancement,DPS,2026-07-27,27,27,279553,298734,387189,1.59,7.4,331.1
timed,Shaman,Restoration,Healer,2026-06-29,72,72,29882,28257,42507,0.92,48.6,324.9
timed,Shaman,Restoration,Healer,2026-07-06,109,109,41846,41615,57961,0.59,57.8,328.9
timed,Shaman,Restoration,Healer,2026-07-13,88,88,42770,46130,56064,0.84,42.0,332.3
timed,Shaman,Restoration,Healer,2026-07-20,119,119,41083,41720,55417,0.96,46.2,331.6
timed,Shaman,Restoration,Healer,2026-07-27,146,146,43218,44740,59975,0.75,49.3,331.0
timed,Warlock,Affliction,DPS,2026-06-29,56,56,255086,267342,341602,1.79,12.5,324.1
timed,Warlock,Affliction,DPS,2026-07-06,116,116,273724,270547,338870,1.2,35.3,328.7
timed,Warlock,Affliction,DPS,2026-07-13,48,48,270008,260768,330912,0.98,41.7,331.0
timed,Warlock,Affliction,DPS,2026-07-20,52,52,262527,264950,346148,1.15,42.3,331.2
timed,Warlock,Affliction,DPS,2026-07-27,31,29,277774,272020,374733,1.23,25.8,331.1
timed,Warlock,Demonology,DPS,2026-06-29,9,9,217429,205005,267277,3.0,0.0,319.3
timed,Warlock,Demonology,DPS,2026-07-06,26,26,245648,251837,308937,0.81,57.7,328.0
timed,Warlock,Demonology,DPS,2026-07-13,28,28,256720,242600,307587,0.82,60.7,331.2
timed,Warlock,Demonology,DPS,2026-07-20,34,34,256430,249412,308753,1.09,20.6,333.6
timed,Warlock,Demonology,DPS,2026-07-27,16,15,271953,277219,332852,1.19,18.8,332.4
timed,Warlock,Destruction,DPS,2026-06-29,1,1,286515,286515,286515,0.0,100.0,328.0
timed,Warlock,Destruction,DPS,2026-07-06,29,29,246501,232832,326192,0.72,51.7,332.7
timed,Warlock,Destruction,DPS,2026-07-13,19,19,280972,291999,366604,1.42,5.3,334.0
timed,Warlock,Destruction,DPS,2026-07-20,33,33,252998,238339,329178,1.76,18.2,331.6
timed,Warlock,Destruction,DPS,2026-07-27,14,14,233115,209169,322457,1.0,35.7,329.4
timed,Warrior,Arms,DPS,2026-06-29,58,58,248261,248174,310499,1.33,37.9,327.1
timed,Warrior,Arms,DPS,2026-07-06,146,146,270014,259855,374271,1.03,34.9,331.4
timed,Warrior,Arms,DPS,2026-07-13,210,210,289034,276942,399191,1.06,36.7,332.3
timed,Warrior,Arms,DPS,2026-07-20,197,197,285414,294118,374620,1.42,27.9,331.7
timed,Warrior,Arms,DPS,2026-07-27,283,277,289188,292372,363892,1.52,24.4,332.3
timed,Warrior,Fury,DPS,2026-06-29,17,17,214222,221059,258271,2.71,11.8,324.2
timed,Warrior,Fury,DPS,2026-07-06,17,17,209961,230570,252711,1.71,29.4,329.5
timed,Warrior,Fury,DPS,2026-07-13,12,12,203602,204247,235735,1.17,33.3,328.6
timed,Warrior,Fury,DPS,2026-07-20,15,15,230423,193664,316190,1.53,33.3,327.1
timed,Warrior,Fury,DPS,2026-07-27,5,5,207161,206300,209685,2.0,40.0,328.8
timed,Warrior,Protection,Tank,2026-06-29,45,45,124435,127940,148862,0.2,82.2,327.1
timed,Warrior,Protection,Tank,2026-07-06,39,39,134188,142121,172155,0.38,69.2,331.7
timed,Warrior,Protection,Tank,2026-07-13,31,31,133384,127834,199587,0.55,64.5,329.4
timed,Warrior,Protection,Tank,2026-07-20,28,28,141884,148478,189118,0.11,89.3,329.7
timed,Warrior,Protection,Tank,2026-07-27,27,27,177659,163716,228951,0.33,66.7,331.6
