subset,class,spec,role,reset_bucket,reset_start,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level
timed,DemonHunter,Devourer,DPS,4,2026-07-14,47,41,15,289015,297203,367524,1.38,27.7,331.5
timed,DemonHunter,Havoc,DPS,0,2026-08-11,18,18,14,262088,272062,338890,1.0,33.3,331.1
timed,DemonHunter,Havoc,DPS,1,2026-08-04,45,45,30,248504,237018,330069,0.91,46.7,330.1
timed,DemonHunter,Havoc,DPS,2,2026-07-28,29,29,22,235140,224811,314469,1.21,34.5,328.6
timed,DemonHunter,Havoc,DPS,3,2026-07-21,3,3,3,175409,194411,195102,2.33,33.3,325.3
timed,DemonHunter,Havoc,DPS,4,2026-07-14,3,3,2,228604,232107,250057,1.0,33.3,334.0
timed,DemonHunter,Vengeance,Tank,0,2026-08-11,15,15,10,144882,141427,188126,0.33,66.7,330.5
timed,DemonHunter,Vengeance,Tank,1,2026-08-04,43,43,29,136854,136562,198403,0.33,74.4,329.5
timed,DemonHunter,Vengeance,Tank,2,2026-07-28,41,41,26,148852,148523,197516,0.32,73.2,331.1
timed,DemonHunter,Vengeance,Tank,3,2026-07-21,10,10,10,124796,126962,139890,0.3,80.0,327.5
timed,DemonHunter,Vengeance,Tank,4,2026-07-14,7,7,5,103967,106093,125129,0.57,71.4,324.7
timed,DemonHunter,Vengeance,Tank,5,2026-07-07,1,1,1,160802,160802,160802,0.0,100.0,334.0
timed,Druid,Balance,DPS,0,2026-08-11,55,55,40,266142,263821,335648,1.25,36.4,332.1
timed,Druid,Balance,DPS,1,2026-08-04,125,124,82,255008,250457,346984,1.32,36.0,330.9
timed,Druid,Balance,DPS,2,2026-07-28,143,143,87,261994,265512,338297,1.23,29.4,331.2
timed,Druid,Balance,DPS,3,2026-07-21,98,97,75,270126,267574,349871,1.05,37.8,331.5
timed,Druid,Balance,DPS,4,2026-07-14,50,50,40,250455,236786,344328,1.36,20.0,330.6
timed,Druid,Balance,DPS,5,2026-07-07,1,1,1,297852,297852,297852,4.0,0.0,334.0
timed,Druid,Feral,DPS,0,2026-08-11,4,4,3,294596,300404,325758,0.5,50.0,334.0
timed,Druid,Feral,DPS,1,2026-08-04,23,23,13,266402,301633,390746,1.35,30.4,330.0
timed,Druid,Feral,DPS,2,2026-07-28,14,14,9,280452,288012,340750,1.36,14.3,334.0
timed,Druid,Feral,DPS,3,2026-07-21,12,12,5,238335,254241,284805,1.67,25.0,334.0
timed,Druid,Feral,DPS,4,2026-07-14,1,1,1,362295,362295,362295,1.0,0.0,334.0
timed,Druid,Guardian,Tank,0,2026-08-11,8,8,8,138852,142247,174782,0.25,75.0,325.9
timed,Druid,Guardian,Tank,1,2026-08-04,33,33,21,135013,129411,189111,0.18,87.9,328.9
timed,Druid,Guardian,Tank,2,2026-07-28,28,28,15,143021,145724,194013,0.32,67.9,329.8
timed,Druid,Guardian,Tank,3,2026-07-21,4,4,3,122273,110943,148639,0.25,75.0,334.0
timed,Druid,Guardian,Tank,4,2026-07-14,10,10,8,131949,129841,161968,0.2,80.0,332.7
timed,Druid,Restoration,Healer,0,2026-08-11,10,10,5,24581,12132,64310,0.8,40.0,328.8
timed,Druid,Restoration,Healer,1,2026-08-04,11,11,9,13385,13411,26596,1.36,18.2,325.7
timed,Druid,Restoration,Healer,2,2026-07-28,7,7,7,11791,10979,20465,1.0,42.9,328.4
timed,Druid,Restoration,Healer,3,2026-07-21,11,11,8,10647,8745,20365,1.36,27.3,328.1
timed,Druid,Restoration,Healer,4,2026-07-14,3,3,3,4606,2825,8300,2.67,0.0,325.3
timed,Evoker,Augmentation,DPS,0,2026-08-11,8,8,5,238146,252479,278678,1.62,25.0,330.8
timed,Evoker,Augmentation,DPS,1,2026-08-04,15,15,7,194326,188027,261304,0.8,33.3,327.1
timed,Evoker,Augmentation,DPS,2,2026-07-28,25,25,14,227597,195584,334485,0.92,48.0,329.0
timed,Evoker,Augmentation,DPS,3,2026-07-21,11,11,10,187217,183371,213360,1.45,27.3,326.9
timed,Evoker,Augmentation,DPS,4,2026-07-14,10,10,4,173228,182206,211527,1.1,60.0,322.3
timed,Evoker,Devastation,DPS,0,2026-08-11,19,18,9,281790,290120,342469,1.26,31.6,332.6
timed,Evoker,Devastation,DPS,1,2026-08-04,19,15,8,260525,265532,312770,1.53,31.6,330.6
timed,Evoker,Devastation,DPS,2,2026-07-28,9,9,8,186235,171521,233032,1.56,11.1,325.3
timed,Evoker,Devastation,DPS,3,2026-07-21,7,7,4,222729,209665,264505,0.57,57.1,326.6
timed,Evoker,Devastation,DPS,4,2026-07-14,2,2,2,216724,216724,235137,1.0,0.0,327.5
timed,Evoker,Preservation,Healer,0,2026-08-11,37,37,27,65479,68913,91034,1.14,32.4,331.5
timed,Evoker,Preservation,Healer,1,2026-08-04,83,83,45,68023,70256,91586,1.19,26.5,331.7
timed,Evoker,Preservation,Healer,2,2026-07-28,27,27,19,66645,68292,88437,1.26,25.9,332.1
timed,Evoker,Preservation,Healer,3,2026-07-21,18,18,12,60059,54880,93493,1.33,27.8,331.1
timed,Evoker,Preservation,Healer,4,2026-07-14,14,14,9,57165,57175,92715,1.43,21.4,328.4
timed,Hunter,BeastMastery,DPS,0,2026-08-11,7,7,5,283810,287622,351371,1.0,42.9,334.0
timed,Hunter,BeastMastery,DPS,1,2026-08-04,12,12,10,224742,192416,342936,1.83,16.7,326.4
timed,Hunter,BeastMastery,DPS,2,2026-07-28,9,9,7,237948,209591,342984,1.44,22.2,328.2
timed,Hunter,BeastMastery,DPS,3,2026-07-21,10,10,6,268703,263728,357533,0.8,50.0,334.0
timed,Hunter,BeastMastery,DPS,4,2026-07-14,5,5,3,219016,226196,259729,1.2,40.0,331.4
timed,Hunter,Marksmanship,DPS,0,2026-08-11,13,13,11,276638,267554,357538,1.0,38.5,332.0
timed,Hunter,Marksmanship,DPS,1,2026-08-04,92,92,58,282589,286738,380593,1.29,33.7,332.3
timed,Hunter,Marksmanship,DPS,2,2026-07-28,142,140,73,295824,294526,387335,1.35,33.1,331.9
timed,Hunter,Marksmanship,DPS,3,2026-07-21,95,93,56,301775,300437,404081,1.36,28.4,332.6
timed,Hunter,Marksmanship,DPS,4,2026-07-14,35,35,18,286242,291851,381539,1.71,17.1,332.5
timed,Hunter,Survival,DPS,0,2026-08-11,8,8,7,229662,224164,255780,1.25,25.0,329.1
timed,Hunter,Survival,DPS,1,2026-08-04,9,9,8,265341,244482,359325,1.11,44.4,331.1
timed,Hunter,Survival,DPS,2,2026-07-28,9,9,8,219943,222515,299150,0.89,55.6,328.2
timed,Hunter,Survival,DPS,3,2026-07-21,24,24,13,235777,226820,310730,1.38,29.2,329.1
timed,Hunter,Survival,DPS,4,2026-07-14,20,20,11,252820,247338,334391,1.2,35.0,331.4
timed,Hunter,Survival,DPS,5,2026-07-07,1,1,1,210108,210108,210108,2.0,0.0,334.0
timed,Mage,Arcane,DPS,0,2026-08-11,251,244,149,297432,296384,386541,0.98,40.2,332.1
timed,Mage,Arcane,DPS,1,2026-08-04,377,369,227,288298,288684,378056,1.1,36.6,330.9
timed,Mage,Arcane,DPS,2,2026-07-28,252,250,176,263485,258327,353473,1.19,31.3,330.5
timed,Mage,Arcane,DPS,3,2026-07-21,210,204,134,265552,260967,352597,1.19,33.3,331.8
timed,Mage,Arcane,DPS,4,2026-07-14,104,101,68,265553,260116,344642,1.27,31.7,331.2
timed,Mage,Arcane,DPS,5,2026-07-07,2,1,2,322479,322479,329221,2.5,0.0,334.0
timed,Mage,Fire,DPS,0,2026-08-11,2,2,2,207764,207764,219606,2.5,0.0,327.5
timed,Mage,Fire,DPS,1,2026-08-04,3,3,3,250600,223836,312330,0.33,66.7,329.7
timed,Mage,Fire,DPS,2,2026-07-28,9,9,5,270029,269528,320185,0.78,44.4,332.6
timed,Mage,Fire,DPS,3,2026-07-21,7,7,7,196274,180325,276714,1.14,28.6,326.6
timed,Mage,Fire,DPS,4,2026-07-14,9,9,6,252696,257470,313643,0.44,55.6,331.1
timed,Mage,Frost,DPS,0,2026-08-11,1,1,1,207008,207008,207008,1.0,0.0,321.0
timed,Mage,Frost,DPS,1,2026-08-04,5,5,4,211307,196407,274828,1.0,40.0,328.8
timed,Mage,Frost,DPS,2,2026-07-28,9,9,5,185924,199513,226216,1.78,33.3,325.3
timed,Mage,Frost,DPS,3,2026-07-21,16,15,8,211303,194984,281372,1.44,25.0,325.9
timed,Mage,Frost,DPS,4,2026-07-14,4,4,4,242773,221823,323508,0.75,25.0,330.8
timed,Monk,Brewmaster,Tank,0,2026-08-11,3,3,3,168690,150429,198891,0.0,100.0,334.0
timed,Monk,Brewmaster,Tank,1,2026-08-04,13,13,9,147797,157243,177856,0.38,69.2,332.0
timed,Monk,Brewmaster,Tank,2,2026-07-28,10,10,8,123181,129028,138443,0.4,70.0,327.5
timed,Monk,Brewmaster,Tank,3,2026-07-21,22,22,13,131818,127469,162164,0.64,59.1,329.3
timed,Monk,Brewmaster,Tank,4,2026-07-14,8,8,5,114097,107067,154714,0.5,62.5,325.9
timed,Monk,Brewmaster,Tank,5,2026-07-07,1,1,1,193573,193573,193573,2.0,0.0,334.0
timed,Monk,Mistweaver,Healer,0,2026-08-11,9,9,9,46755,46103,59901,1.0,33.3,323.1
timed,Monk,Mistweaver,Healer,1,2026-08-04,46,46,26,53462,51404,68708,0.83,41.3,328.2
timed,Monk,Mistweaver,Healer,2,2026-07-28,105,105,59,64214,64240,84549,0.9,44.8,331.2
timed,Monk,Mistweaver,Healer,3,2026-07-21,158,158,92,70134,69924,89750,0.82,41.8,332.1
timed,Monk,Mistweaver,Healer,4,2026-07-14,83,83,43,73262,73934,93495,0.81,48.2,332.1
timed,Monk,Mistweaver,Healer,5,2026-07-07,1,1,1,49476,49476,49476,0.0,100.0,334.0
timed,Monk,Windwalker,DPS,0,2026-08-11,30,30,20,248256,240712,331589,1.53,16.7,331.0
timed,Monk,Windwalker,DPS,1,2026-08-04,55,55,42,266686,258997,388524,1.4,29.1,330.5
timed,Monk,Windwalker,DPS,2,2026-07-28,58,58,32,287716,286625,376540,1.31,32.8,332.0
timed,Monk,Windwalker,DPS,3,2026-07-21,12,12,9,291117,294754,375044,0.58,58.3,332.9
timed,Monk,Windwalker,DPS,4,2026-07-14,9,9,4,237211,248753,305079,1.44,44.4,331.1
timed,Paladin,Holy,Healer,0,2026-08-11,164,164,87,49158,48238,77106,0.75,48.8,332.9
timed,Paladin,Holy,Healer,1,2026-08-04,227,227,131,42428,40129,70226,0.85,43.6,332.3
timed,Paladin,Holy,Healer,2,2026-07-28,172,172,112,41038,37462,66833,1.04,38.4,331.1
timed,Paladin,Holy,Healer,3,2026-07-21,66,66,37,35779,33768,57184,1.03,40.9,331.0
timed,Paladin,Holy,Healer,4,2026-07-14,22,22,14,26449,22039,40256,0.59,54.5,329.9
timed,Paladin,Protection,Tank,0,2026-08-11,52,52,39,142459,138872,176070,0.31,71.2,331.2
timed,Paladin,Protection,Tank,1,2026-08-04,169,169,100,148594,144011,197714,0.24,80.5,332.3
timed,Paladin,Protection,Tank,2,2026-07-28,187,187,117,149656,149511,200568,0.32,74.3,331.6
timed,Paladin,Protection,Tank,3,2026-07-21,248,248,138,154698,148328,208214,0.33,70.2,331.5
timed,Paladin,Protection,Tank,4,2026-07-14,128,128,64,170739,166392,240281,0.31,75.8,331.4
timed,Paladin,Retribution,DPS,0,2026-08-11,20,20,14,245063,248484,316173,1.6,20.0,332.0
timed,Paladin,Retribution,DPS,1,2026-08-04,45,45,34,230380,212381,327324,1.58,24.4,328.5
timed,Paladin,Retribution,DPS,2,2026-07-28,46,46,36,252790,244626,351560,1.37,26.1,331.2
timed,Paladin,Retribution,DPS,3,2026-07-21,51,51,39,231913,221168,320938,1.31,27.5,329.7
timed,Paladin,Retribution,DPS,4,2026-07-14,18,18,13,232208,226853,327611,1.28,38.9,330.4
timed,Priest,Discipline,Healer,0,2026-08-11,23,23,7,65069,75236,87015,0.7,52.2,332.9
timed,Priest,Discipline,Healer,1,2026-08-04,38,38,24,40635,33292,82143,1.11,36.8,331.1
timed,Priest,Discipline,Healer,2,2026-07-28,59,59,43,40121,30827,81792,0.98,40.7,329.9
timed,Priest,Discipline,Healer,3,2026-07-21,61,61,38,42094,34647,79385,1.05,36.1,331.0
timed,Priest,Discipline,Healer,4,2026-07-14,29,29,22,41521,32940,72569,0.83,44.8,329.5
timed,Priest,Holy,Healer,0,2026-08-11,14,14,6,30222,32764,42123,0.29,78.6,330.3
timed,Priest,Holy,Healer,1,2026-08-04,12,12,11,30617,32567,42124,0.92,58.3,331.8
timed,Priest,Holy,Healer,2,2026-07-28,9,9,8,29019,30121,43704,0.78,66.7,329.7
timed,Priest,Holy,Healer,3,2026-07-21,13,13,9,27957,28654,45805,0.46,69.2,331.0
timed,Priest,Holy,Healer,4,2026-07-14,10,10,6,23757,23562,30724,0.7,60.0,323.6
timed,Priest,Holy,Healer,5,2026-07-07,1,1,1,22242,22242,22242,2.0,0.0,334.0
timed,Priest,Shadow,DPS,0,2026-08-11,15,15,11,254934,229548,378473,1.53,20.0,329.7
timed,Priest,Shadow,DPS,1,2026-08-04,52,52,34,245784,242013,333072,1.21,30.8,330.0
timed,Priest,Shadow,DPS,2,2026-07-28,45,45,26,259076,262522,331405,1.22,35.6,330.2
timed,Priest,Shadow,DPS,3,2026-07-21,57,57,32,257652,260846,335948,1.84,14.0,332.2
timed,Priest,Shadow,DPS,4,2026-07-14,23,23,17,260228,273462,362955,1.43,17.4,329.5
timed,Priest,Shadow,DPS,5,2026-07-07,1,1,1,218704,218704,218704,0.0,100.0,334.0
timed,Rogue,Assassination,DPS,0,2026-08-11,9,9,6,303267,316429,332648,1.67,22.2,334.0
timed,Rogue,Assassination,DPS,1,2026-08-04,18,18,14,256666,243058,365842,1.61,27.8,328.4
timed,Rogue,Assassination,DPS,2,2026-07-28,10,10,6,281437,279652,324942,1.6,30.0,331.7
timed,Rogue,Assassination,DPS,3,2026-07-21,10,10,8,216884,207750,267273,1.1,30.0,328.8
timed,Rogue,Assassination,DPS,4,2026-07-14,5,5,3,244150,249270,272447,0.4,60.0,334.0
timed,Rogue,Outlaw,DPS,0,2026-08-11,21,19,17,272387,262969,364035,1.43,19.0,332.1
timed,Rogue,Outlaw,DPS,1,2026-08-04,51,51,32,281971,263299,377771,0.98,41.2,331.5
timed,Rogue,Outlaw,DPS,2,2026-07-28,27,26,19,277706,275898,357233,1.07,29.6,331.6
timed,Rogue,Outlaw,DPS,3,2026-07-21,31,30,16,262937,264936,328914,1.61,22.6,333.2
timed,Rogue,Outlaw,DPS,4,2026-07-14,10,10,6,257057,266212,337954,0.9,40.0,330.1
timed,Rogue,Subtlety,DPS,0,2026-08-11,13,13,12,279890,301725,365593,1.15,53.8,331.3
timed,Rogue,Subtlety,DPS,1,2026-08-04,16,16,9,260970,272130,336117,1.19,37.5,331.6
timed,Rogue,Subtlety,DPS,2,2026-07-28,6,6,4,213822,195284,270020,1.83,16.7,325.3
timed,Rogue,Subtlety,DPS,3,2026-07-21,3,3,3,209384,217855,231182,1.33,0.0,334.0
timed,Shaman,Elemental,DPS,0,2026-08-11,101,100,51,312881,299213,414882,1.09,33.7,332.7
timed,Shaman,Elemental,DPS,1,2026-08-04,163,160,92,291534,290061,382748,1.13,38.0,332.4
timed,Shaman,Elemental,DPS,2,2026-07-28,138,137,83,281370,275035,368668,1.31,34.1,331.5
timed,Shaman,Elemental,DPS,3,2026-07-21,100,99,64,276726,277868,351684,1.34,29.0,332.2
timed,Shaman,Elemental,DPS,4,2026-07-14,35,35,25,283619,280763,381338,1.63,20.0,331.1
timed,Shaman,Enhancement,DPS,0,2026-08-11,9,9,8,264465,281261,297224,1.22,55.6,331.1
timed,Shaman,Enhancement,DPS,1,2026-08-04,17,17,13,263858,237894,360297,1.65,11.8,327.9
timed,Shaman,Enhancement,DPS,2,2026-07-28,28,28,21,253092,250183,336863,1.54,17.9,329.4
timed,Shaman,Enhancement,DPS,3,2026-07-21,40,40,22,232345,223171,332729,1.68,20.0,330.4
timed,Shaman,Enhancement,DPS,4,2026-07-14,29,29,17,235962,228127,306509,0.9,37.9,327.8
timed,Shaman,Restoration,Healer,0,2026-08-11,45,45,36,40027,41644,52549,0.91,40.0,331.4
timed,Shaman,Restoration,Healer,1,2026-08-04,152,152,83,37868,36896,58410,0.89,42.8,329.3
timed,Shaman,Restoration,Healer,2,2026-07-28,148,148,91,40000,39339,57404,0.84,46.6,330.9
timed,Shaman,Restoration,Healer,3,2026-07-21,69,69,44,38211,41720,54343,1.01,42.0,331.7
timed,Shaman,Restoration,Healer,4,2026-07-14,22,22,15,42833,45376,55596,0.68,54.5,333.4
timed,Warlock,Affliction,DPS,0,2026-08-11,14,14,12,239857,216518,323630,1.57,7.1,328.4
timed,Warlock,Affliction,DPS,1,2026-08-04,23,23,14,245723,251091,323874,1.35,34.8,327.8
timed,Warlock,Affliction,DPS,2,2026-07-28,48,46,35,251474,264950,323743,1.29,25.0,329.4
timed,Warlock,Affliction,DPS,3,2026-07-21,28,28,21,280871,275336,347408,1.11,35.7,332.6
timed,Warlock,Affliction,DPS,4,2026-07-14,22,22,18,260182,253543,329310,1.05,40.9,330.5
timed,Warlock,Demonology,DPS,0,2026-08-11,5,5,5,240978,216145,336762,0.8,40.0,328.8
timed,Warlock,Demonology,DPS,1,2026-08-04,23,23,11,202446,195578,271249,1.04,39.1,325.5
timed,Warlock,Demonology,DPS,2,2026-07-28,31,30,19,243061,254790,307911,1.32,25.8,331.1
timed,Warlock,Demonology,DPS,3,2026-07-21,14,14,8,276237,259636,376125,1.14,21.4,333.1
timed,Warlock,Demonology,DPS,4,2026-07-14,9,9,9,238208,238561,305236,0.78,55.6,328.2
timed,Warlock,Destruction,DPS,0,2026-08-11,20,20,14,291069,301438,366401,0.9,30.0,332.7
timed,Warlock,Destruction,DPS,1,2026-08-04,27,27,20,252709,243894,353307,1.11,33.3,328.7
timed,Warlock,Destruction,DPS,2,2026-07-28,24,24,21,246711,232323,340781,1.38,20.8,330.8
timed,Warlock,Destruction,DPS,3,2026-07-21,21,21,16,272866,279149,371398,1.43,23.8,332.1
timed,Warlock,Destruction,DPS,4,2026-07-14,7,7,5,276435,291999,325241,1.71,0.0,334.0
timed,Warrior,Arms,DPS,0,2026-08-11,165,163,100,293609,297297,372826,1.53,22.4,332.7
timed,Warrior,Arms,DPS,1,2026-08-04,276,272,161,285078,284879,368126,1.55,21.7,331.9
timed,Warrior,Arms,DPS,2,2026-07-28,218,214,152,282560,286689,364287,1.54,22.9,331.7
timed,Warrior,Arms,DPS,3,2026-07-21,133,133,76,286637,286849,370124,1.35,27.8,332.6
timed,Warrior,Arms,DPS,4,2026-07-14,63,63,37,280362,254661,393227,1.33,33.3,331.3
timed,Warrior,Arms,DPS,5,2026-07-07,1,1,1,211268,211268,211268,2.0,0.0,334.0
timed,Warrior,Fury,DPS,0,2026-08-11,3,3,3,196449,178872,250076,3.0,0.0,325.3
timed,Warrior,Fury,DPS,1,2026-08-04,8,8,8,233353,221426,269920,0.75,50.0,327.5
timed,Warrior,Fury,DPS,2,2026-07-28,5,5,5,264759,309325,316490,1.6,40.0,328.8
timed,Warrior,Fury,DPS,3,2026-07-21,9,9,8,197952,175414,266990,1.67,11.1,323.9
timed,Warrior,Fury,DPS,4,2026-07-14,5,5,3,211167,221228,242663,1.0,40.0,328.8
timed,Warrior,Protection,Tank,0,2026-08-11,8,8,4,137099,141748,155599,0.0,100.0,330.8
timed,Warrior,Protection,Tank,1,2026-08-04,15,15,12,139721,129744,203137,0.73,53.3,327.1
timed,Warrior,Protection,Tank,2,2026-07-28,18,18,14,161590,150534,229502,0.28,72.2,331.0
timed,Warrior,Protection,Tank,3,2026-07-21,25,25,19,134540,133114,183719,0.16,84.0,330.9
timed,Warrior,Protection,Tank,4,2026-07-14,14,14,10,126541,120483,181072,0.57,71.4,328.4
