run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer,set_pieces,player_rating
25901,57528,Priest,Discipline,Oracle,Healer,EU,Altar of Fangs,10,1,1112.4,19409,0,305.0,2026-08-21,0,-1,1112.0,38.2,,
25901,43601,DeathKnight,Unholy,Rider of the Apocalypse,DPS,EU,Altar of Fangs,10,1,1112.4,236606,0,305.0,2026-08-21,0,-1,1112.0,38.2,,
25901,57529,Shaman,Elemental,Farseer,DPS,EU,Altar of Fangs,10,1,1112.4,298252,0,306.0,2026-08-21,0,-1,1112.0,38.2,,
25901,57530,DemonHunter,Devourer,Void-Scarred,DPS,EU,Altar of Fangs,10,1,1112.4,223267,0,306.0,2026-08-21,0,-1,1112.0,38.2,,
78586,98669,Paladin,Protection,Lightsmith,Tank,EU,Temple of Sethraliss,14,1,1692.8,112847,0,305.0,2026-08-22,0,-1,1693.0,11.8,,
78586,98670,Shaman,Restoration,Totemic,Healer,EU,Temple of Sethraliss,14,1,1692.8,26855,0,302.0,2026-08-22,0,-1,1693.0,11.8,,
78586,98673,Druid,Balance,Elune's Chosen,DPS,EU,Temple of Sethraliss,14,1,1692.8,204373,2,304.0,2026-08-22,0,-1,1693.0,11.8,,
78586,16839,Rogue,Assassination,Deathstalker,DPS,EU,Temple of Sethraliss,14,1,1692.8,246535,0,308.0,2026-08-22,0,-1,1693.0,11.8,,
78586,98672,Paladin,Retribution,Templar,DPS,EU,Temple of Sethraliss,14,1,1692.8,201295,0,302.0,2026-08-22,0,-1,1693.0,11.8,,
71418,84325,Paladin,Protection,Lightsmith,Tank,EU,Kings' Rest,14,1,1858.3,100208,0,306.0,2026-08-23,0,-1,1858.0,6.1,,
71418,141155,Shaman,Restoration,Totemic,Healer,EU,Kings' Rest,14,1,1858.3,18467,1,303.0,2026-08-23,0,-1,1858.0,6.1,,
71418,109618,Warlock,Destruction,Diabolist,DPS,EU,Kings' Rest,14,1,1858.3,157522,0,304.0,2026-08-23,0,-1,1858.0,6.1,,
71418,141156,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Kings' Rest,14,1,1858.3,147079,0,309.0,2026-08-23,0,-1,1858.0,6.1,,
71418,82642,Priest,Shadow,Voidweaver,DPS,EU,Kings' Rest,14,1,1858.3,151502,0,304.0,2026-08-23,0,-1,1858.0,6.1,,
54830,40633,Warrior,Protection,Mountain Thane,Tank,EU,Murder Row,10,1,1168.3,118393,0,303.0,2026-08-22,0,-1,,,,
54830,109977,Shaman,Restoration,Farseer,Healer,EU,Murder Row,10,1,1168.3,18324,0,302.0,2026-08-22,0,-1,,,,
54830,106513,DemonHunter,Devourer,Void-Scarred,DPS,EU,Murder Row,10,1,1168.3,192463,1,306.0,2026-08-22,0,-1,,,,
54830,109976,Evoker,Devastation,Scalecommander,DPS,EU,Murder Row,10,1,1168.3,187992,1,304.0,2026-08-22,0,-1,,,,
54830,40635,Shaman,Enhancement,Stormbringer,DPS,EU,Murder Row,10,1,1168.3,271490,0,309.0,2026-08-22,0,-1,,,,
24978,13626,Druid,Guardian,Elune's Chosen,Tank,EU,Den of Nalorakk,10,1,1194.3,112119,0,303.0,2026-08-20,0,-1,1194.0,37.8,,2754
24978,13627,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Den of Nalorakk,10,1,1194.3,39169,0,293.0,2026-08-20,0,-1,1194.0,37.8,,2751
24978,13630,DemonHunter,Devourer,Annihilator,DPS,EU,Den of Nalorakk,10,1,1194.3,239894,0,309.0,2026-08-20,0,-1,1194.0,37.8,,2826
24978,13628,Paladin,Retribution,Herald of the Sun,DPS,EU,Den of Nalorakk,10,1,1194.3,199963,0,303.0,2026-08-20,0,-1,1194.0,37.8,,2796
