run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer,set_pieces,player_rating
13087,25594,Druid,Restoration,Wildstalker,Healer,EU,Den of Nalorakk,7,1,1212.1,10996,0,291.0,2026-08-19,0,-1,1209.0,37.0,,
13087,25595,Evoker,Augmentation,Chronowarden,DPS,EU,Den of Nalorakk,7,1,1212.1,117702,0,295.0,2026-08-19,0,-1,1209.0,37.0,,
13087,25596,Warrior,Arms,Slayer,DPS,EU,Den of Nalorakk,7,1,1212.1,138438,1,288.0,2026-08-19,0,-1,1209.0,37.0,,
13087,25597,Mage,Arcane,Sunfury,DPS,EU,Den of Nalorakk,7,1,1212.1,179682,0,292.0,2026-08-19,0,-1,1209.0,37.0,,
85120,150152,Paladin,Protection,Lightsmith,Tank,CN,Kings' Rest,11,1,1356.3,63877,0,309.0,2026-08-23,0,-1,1348.0,31.9,,
85120,150153,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Kings' Rest,11,1,1356.3,51470,0,307.0,2026-08-23,0,-1,1348.0,31.9,4,
85120,110645,Paladin,Retribution,Herald of the Sun,DPS,CN,Kings' Rest,11,1,1356.3,149007,0,309.0,2026-08-23,0,-1,1348.0,31.9,2,
85120,150154,Mage,Arcane,Sunfury,DPS,CN,Kings' Rest,11,1,1356.3,196433,0,305.0,2026-08-23,0,-1,1348.0,31.9,4,
85120,150155,Hunter,BeastMastery,Pack Leader,DPS,CN,Kings' Rest,11,1,1356.3,125840,0,308.0,2026-08-23,0,-1,1348.0,31.9,,
1729,2286,Paladin,Protection,Templar,Tank,US,Den of Nalorakk,10,1,1507.5,71661,0,292.0,2026-08-19,0,-1,1509.0,21.4,,
1729,2287,Shaman,Restoration,Totemic,Healer,US,Den of Nalorakk,10,1,1507.5,19951,0,293.0,2026-08-19,0,-1,1509.0,21.4,,
1729,2290,Warrior,Arms,Slayer,DPS,US,Den of Nalorakk,10,1,1507.5,156274,1,298.0,2026-08-19,0,-1,1509.0,21.4,,
1729,2288,Rogue,Assassination,Fatebound,DPS,US,Den of Nalorakk,10,1,1507.5,161693,0,292.0,2026-08-19,0,-1,1509.0,21.4,,
1729,2289,Druid,Feral,Wildstalker,DPS,US,Den of Nalorakk,10,1,1507.5,152935,1,292.0,2026-08-19,0,-1,1509.0,21.4,,
13876,27898,Paladin,Protection,Lightsmith,Tank,US,The Blinding Vale,3,1,801.6,68292,0,284.0,2026-08-18,0,-1,793.0,55.9,,
13876,3645,Shaman,Restoration,Totemic,Healer,US,The Blinding Vale,3,1,801.6,13711,0,297.0,2026-08-18,0,-1,793.0,55.9,,
13876,27899,Rogue,Assassination,Deathstalker,DPS,US,The Blinding Vale,3,1,801.6,208142,0,295.0,2026-08-18,0,-1,793.0,55.9,,
13876,3648,Warlock,Destruction,Diabolist,DPS,US,The Blinding Vale,3,1,801.6,195730,0,295.0,2026-08-18,0,-1,793.0,55.9,,
13876,8594,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,The Blinding Vale,3,1,801.6,164558,0,297.0,2026-08-18,0,-1,793.0,55.9,,
87915,144936,DeathKnight,Blood,San'layn,Tank,CN,The Blinding Vale,14,1,1599.2,137181,0,308.0,2026-08-24,0,-1,1621.0,9.9,2,
87915,89130,Paladin,Holy,Herald of the Sun,Healer,CN,The Blinding Vale,14,1,1599.2,22142,0,312.0,2026-08-24,0,-1,1621.0,9.9,2,
87915,69853,Shaman,Elemental,Farseer,DPS,CN,The Blinding Vale,14,1,1599.2,242047,1,306.0,2026-08-24,0,-1,1621.0,9.9,2,
87915,129648,Warrior,Arms,Slayer,DPS,CN,The Blinding Vale,14,1,1599.2,212736,0,313.0,2026-08-24,0,-1,1621.0,9.9,4,
87915,92104,Rogue,Subtlety,Deathstalker,DPS,CN,The Blinding Vale,14,1,1599.2,248717,1,312.0,2026-08-24,0,-1,1621.0,9.9,2,
15193,31925,DeathKnight,Blood,San'layn,Tank,EU,Kings' Rest,3,1,1131.4,63513,0,292.0,2026-08-19,0,-1,1123.0,43.3,,
15193,29260,Priest,Holy,Archon,Healer,EU,Kings' Rest,3,1,1131.4,6620,1,287.0,2026-08-19,0,-1,1123.0,43.3,,
15193,31926,Priest,Shadow,Archon,DPS,EU,Kings' Rest,3,1,1131.4,80488,0,287.0,2026-08-19,0,-1,1123.0,43.3,,
15193,31927,Warlock,Demonology,Diabolist,DPS,EU,Kings' Rest,3,1,1131.4,102440,2,292.0,2026-08-19,0,-1,1123.0,43.3,,
15193,31928,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Kings' Rest,3,1,1131.4,73500,0,293.0,2026-08-19,0,-1,1123.0,43.3,,
15132,31728,Paladin,Protection,Lightsmith,Tank,EU,Murder Row,3,1,1025.7,72437,0,293.0,2026-08-19,0,-1,1017.0,50.2,,
15132,31729,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Murder Row,3,1,1025.7,14766,1,290.0,2026-08-19,0,-1,1017.0,50.2,,
15132,31730,Shaman,Elemental,Farseer,DPS,EU,Murder Row,3,1,1025.7,134689,0,291.0,2026-08-19,0,-1,1017.0,50.2,,
