run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer,set_pieces,player_rating
14865,30779,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Ruby Life Pools,5,1,925.7,34112,0,280.0,2026-08-19,0,-1,917.0,45.4,,
14865,30780,Shaman,Elemental,Farseer,DPS,EU,Ruby Life Pools,5,1,925.7,144039,0,293.0,2026-08-19,0,-1,917.0,45.4,,
14865,30781,Warrior,Arms,Slayer,DPS,EU,Ruby Life Pools,5,1,925.7,133168,0,293.0,2026-08-19,0,-1,917.0,45.4,,
14865,30782,Mage,Frost,Spellslinger,DPS,EU,Ruby Life Pools,5,1,925.7,113725,0,286.0,2026-08-19,0,-1,917.0,45.4,,
9337,5422,Druid,Guardian,Druid of the Claw,Tank,US,Ruby Life Pools,11,1,1195.2,91215,0,300.0,2026-08-19,0,-1,1208.0,28.1,,
9337,18362,Shaman,Restoration,Totemic,Healer,US,Ruby Life Pools,11,1,1195.2,18963,1,287.0,2026-08-19,0,-1,1208.0,28.1,,
9337,5424,DemonHunter,Havoc,Fel-Scarred,DPS,US,Ruby Life Pools,11,1,1195.2,249444,1,296.0,2026-08-19,0,-1,1208.0,28.1,,
9337,18102,Warrior,Arms,Slayer,DPS,US,Ruby Life Pools,11,1,1195.2,230687,2,296.0,2026-08-19,0,-1,1208.0,28.1,,
9337,18103,Rogue,Assassination,Deathstalker,DPS,US,Ruby Life Pools,11,1,1195.2,248163,0,296.0,2026-08-19,0,-1,1208.0,28.1,,
68925,40958,DeathKnight,Blood,San'layn,Tank,US,Den of Nalorakk,12,1,1519.5,90878,0,308.0,2026-08-21,0,-1,1511.0,21.3,,
68925,139378,Paladin,Holy,Herald of the Sun,Healer,US,Den of Nalorakk,12,1,1519.5,20733,0,308.0,2026-08-21,0,-1,1511.0,21.3,,
68925,48378,Druid,Balance,Elune's Chosen,DPS,US,Den of Nalorakk,12,1,1519.5,161335,0,306.0,2026-08-21,0,-1,1511.0,21.3,,
68925,79181,Mage,Arcane,Sunfury,DPS,US,Den of Nalorakk,12,1,1519.5,165247,0,301.0,2026-08-21,0,-1,1511.0,21.3,,
68925,40961,Rogue,Assassination,Deathstalker,DPS,US,Den of Nalorakk,12,1,1519.5,179108,0,301.0,2026-08-21,0,-1,1511.0,21.3,,
23144,7275,Monk,Brewmaster,Master of Harmony,Tank,US,Kings' Rest,8,1,1178.1,94654,1,297.0,2026-08-19,0,-1,1215.0,38.6,,3048
23144,43915,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Kings' Rest,8,1,1178.1,36359,1,298.0,2026-08-19,0,-1,1215.0,38.6,,
23144,51234,Rogue,Outlaw,Trickster,DPS,US,Kings' Rest,8,1,1178.1,125840,3,292.0,2026-08-19,0,-1,1215.0,38.6,,
23144,51235,Warrior,Arms,Slayer,DPS,US,Kings' Rest,8,1,1178.1,115739,2,297.0,2026-08-19,0,-1,1215.0,38.6,,
23144,5686,Mage,Arcane,Sunfury,DPS,US,Kings' Rest,8,1,1178.1,148048,2,300.0,2026-08-19,0,-1,1215.0,38.6,,
67736,19630,DeathKnight,Blood,San'layn,Tank,EU,Murder Row,14,1,1711.5,136698,0,310.0,2026-08-23,0,-1,1718.0,15.8,,
67736,77388,Paladin,Holy,Herald of the Sun,Healer,EU,Murder Row,14,1,1711.5,24040,0,304.0,2026-08-23,0,-1,1718.0,15.8,,
67736,138291,Hunter,Marksmanship,Sentinel,DPS,EU,Murder Row,14,1,1711.5,204827,0,305.0,2026-08-23,0,-1,1718.0,15.8,,
67736,25727,Shaman,Enhancement,Stormbringer,DPS,EU,Murder Row,14,1,1711.5,209901,1,307.0,2026-08-23,0,-1,1718.0,15.8,,
67736,58305,Warrior,Arms,Slayer,DPS,EU,Murder Row,14,1,1711.5,253932,0,312.0,2026-08-23,0,-1,1718.0,15.8,,
40797,69318,DeathKnight,Blood,San'layn,Tank,CN,Murder Row,10,1,988.8,154899,0,312.0,2026-08-21,0,-1,981.0,51.9,,
40797,82567,Paladin,Holy,Lightsmith,Healer,CN,Murder Row,10,1,988.8,42406,0,286.0,2026-08-21,0,-1,981.0,51.9,,
40797,82568,Warrior,Arms,Slayer,DPS,CN,Murder Row,10,1,988.8,223645,0,298.0,2026-08-21,0,-1,981.0,51.9,,
40797,69321,Mage,Arcane,Sunfury,DPS,CN,Murder Row,10,1,988.8,313634,0,305.0,2026-08-21,0,-1,981.0,51.9,,
40797,86802,Shaman,Elemental,Farseer,DPS,CN,Murder Row,10,1,988.8,254080,0,303.0,2026-08-21,0,-1,981.0,51.9,,
11386,18817,Warrior,Protection,Mountain Thane,Tank,EU,The Blinding Vale,12,0,1717.1,121639,0,294.0,2026-08-19,0,-1,1813.0,-0.7,,3183
11386,18816,Monk,Mistweaver,Master of Harmony,Healer,EU,The Blinding Vale,12,0,1717.1,43602,2,300.0,2026-08-19,0,-1,1813.0,-0.7,,3010
11386,18819,DemonHunter,Havoc,Fel-Scarred,DPS,EU,The Blinding Vale,12,0,1717.1,172931,1,297.0,2026-08-19,0,-1,1813.0,-0.7,,2956
11386,18818,Shaman,Enhancement,Stormbringer,DPS,EU,The Blinding Vale,12,0,1717.1,157344,3,297.0,2026-08-19,0,-1,1813.0,-0.7,,3127
11386,22834,Warlock,Destruction,Hellcaller,DPS,EU,The Blinding Vale,12,0,1717.1,157561,2,294.0,2026-08-19,0,-1,1813.0,-0.7,,
12506,8498,DeathKnight,Blood,San'layn,Tank,US,Kings' Rest,10,1,1311.8,78139,0,294.0,2026-08-19,0,-1,1303.0,34.2,,2773
12506,820,Priest,Holy,Oracle,Healer,US,Kings' Rest,10,1,1311.8,18125,0,301.0,2026-08-19,0,-1,1303.0,34.2,,2955
12506,823,Evoker,Devastation,Scalecommander,DPS,US,Kings' Rest,10,1,1311.8,178016,0,304.0,2026-08-19,0,-1,1303.0,34.2,,2834
12506,21519,Hunter,BeastMastery,Pack Leader,DPS,US,Kings' Rest,10,1,1311.8,142822,0,304.0,2026-08-19,0,-1,1303.0,34.2,,2870
12506,822,Evoker,Devastation,Scalecommander,DPS,US,Kings' Rest,10,1,1311.8,142902,0,296.0,2026-08-19,0,-1,1303.0,34.2,,2684
24783,14880,DeathKnight,Blood,San'layn,Tank,EU,Kings' Rest,10,1,1238.3,86685,0,305.0,2026-08-20,0,-1,1235.0,37.6,,
24783,14881,Priest,Discipline,Oracle,Healer,EU,Kings' Rest,10,1,1238.3,19493,0,304.0,2026-08-20,0,-1,1235.0,37.6,,
24783,14883,Rogue,Subtlety,Deathstalker,DPS,EU,Kings' Rest,10,1,1238.3,147024,0,300.0,2026-08-20,0,-1,1235.0,37.6,,
24783,14882,Hunter,BeastMastery,Pack Leader,DPS,EU,Kings' Rest,10,1,1238.3,169997,1,309.0,2026-08-20,0,-1,1235.0,37.6,,
24783,14884,Warrior,Arms,Slayer,DPS,EU,Kings' Rest,10,1,1238.3,155441,0,301.0,2026-08-20,0,-1,1235.0,37.6,,
42114,89029,DeathKnight,Blood,San'layn,Tank,CN,Murder Row,10,1,1110.0,141953,0,308.0,2026-08-22,0,-1,1102.0,46.0,,
42114,70858,Druid,Restoration,Wildstalker,Healer,CN,Murder Row,10,1,1110.0,17700,0,310.0,2026-08-22,0,-1,1102.0,46.0,,
42114,67979,Hunter,Marksmanship,Sentinel,DPS,CN,Murder Row,10,1,1110.0,213577,0,308.0,2026-08-22,0,-1,1102.0,46.0,,
42114,78648,Mage,Arcane,Sunfury,DPS,CN,Murder Row,10,1,1110.0,291432,0,309.0,2026-08-22,0,-1,1102.0,46.0,,
42114,72787,Priest,Shadow,Voidweaver,DPS,CN,Murder Row,10,1,1110.0,229296,0,300.0,2026-08-22,0,-1,1102.0,46.0,,
23029,6649,Monk,Brewmaster,Master of Harmony,Tank,US,Altar of Fangs,11,1,1534.0,85406,1,292.0,2026-08-19,0,-1,1550.0,13.9,,2984
23029,6650,Paladin,Holy,Herald of the Sun,Healer,US,Altar of Fangs,11,1,1534.0,23093,1,296.0,2026-08-19,0,-1,1550.0,13.9,,
23029,6652,Shaman,Enhancement,Stormbringer,DPS,US,Altar of Fangs,11,1,1534.0,220302,1,296.0,2026-08-19,0,-1,1550.0,13.9,,
23029,6653,Warrior,Arms,Slayer,DPS,US,Altar of Fangs,11,1,1534.0,199777,1,297.0,2026-08-19,0,-1,1550.0,13.9,,
23029,6651,Druid,Feral,Druid of the Claw,DPS,US,Altar of Fangs,11,1,1534.0,213346,1,292.0,2026-08-19,0,-1,1550.0,13.9,,
31747,31954,DeathKnight,Blood,San'layn,Tank,EU,The Blinding Vale,13,1,1568.3,149092,0,307.0,2026-08-21,0,-1,1665.0,7.5,,
31747,68386,Paladin,Holy,Herald of the Sun,Healer,EU,The Blinding Vale,13,1,1568.3,27470,1,307.0,2026-08-21,0,-1,1665.0,7.5,,
31747,19377,Druid,Balance,Elune's Chosen,DPS,EU,The Blinding Vale,13,1,1568.3,212610,2,305.0,2026-08-21,0,-1,1665.0,7.5,,3316
31747,27343,Mage,Arcane,Sunfury,DPS,EU,The Blinding Vale,13,1,1568.3,213101,2,306.0,2026-08-21,0,-1,1665.0,7.5,,
31747,35658,Monk,Windwalker,Shado-Pan,DPS,EU,The Blinding Vale,13,1,1568.3,193829,2,308.0,2026-08-21,0,-1,1665.0,7.5,,
20894,46471,Druid,Guardian,Elune's Chosen,Tank,US,Voidscar Arena,5,1,1031.5,58632,0,288.0,2026-08-19,0,-1,1023.0,43.2,,
20894,39305,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Voidscar Arena,5,1,1031.5,30206,0,288.0,2026-08-19,0,-1,1023.0,43.2,,
20894,46472,Shaman,Elemental,Farseer,DPS,US,Voidscar Arena,5,1,1031.5,131750,2,292.0,2026-08-19,0,-1,1023.0,43.2,,
20894,46473,Paladin,Retribution,Templar,DPS,US,Voidscar Arena,5,1,1031.5,148902,0,293.0,2026-08-19,0,-1,1023.0,43.2,,
20894,46474,Warrior,Arms,Slayer,DPS,US,Voidscar Arena,5,1,1031.5,107139,0,293.0,2026-08-19,0,-1,1023.0,43.2,,
49288,104339,Warrior,Protection,Mountain Thane,Tank,EU,Murder Row,2,1,956.3,69610,0,286.0,2026-08-22,0,-1,,,,
49288,104340,Paladin,Holy,Lightsmith,Healer,EU,Murder Row,2,1,956.3,24061,0,281.0,2026-08-22,0,-1,,,,
49288,104146,Warlock,Demonology,Diabolist,DPS,EU,Murder Row,2,1,956.3,111674,0,296.0,2026-08-22,0,-1,,,,
49288,104147,Mage,Arcane,Sunfury,DPS,EU,Murder Row,2,1,956.3,118279,0,293.0,2026-08-22,0,-1,,,,
49288,104148,Shaman,Enhancement,Stormbringer,DPS,EU,Murder Row,2,1,956.3,118443,0,290.0,2026-08-22,0,-1,,,,
57981,123609,DeathKnight,Blood,Deathbringer,Tank,CN,Den of Nalorakk,11,1,1365.6,109110,0,312.0,2026-08-23,0,-1,1357.0,29.3,,
57981,123610,Paladin,Holy,Herald of the Sun,Healer,CN,Den of Nalorakk,11,1,1365.6,25486,0,306.0,2026-08-23,0,-1,1357.0,29.3,,
57981,123611,Mage,Arcane,Sunfury,DPS,CN,Den of Nalorakk,11,1,1365.6,186764,0,303.0,2026-08-23,0,-1,1357.0,29.3,,
57981,123612,Hunter,BeastMastery,Pack Leader,DPS,CN,Den of Nalorakk,11,1,1365.6,166149,0,298.0,2026-08-23,0,-1,1357.0,29.3,,
57981,123613,Warrior,Arms,Slayer,DPS,CN,Den of Nalorakk,11,1,1365.6,192138,0,301.0,2026-08-23,0,-1,1357.0,29.3,,
83893,57767,DeathKnight,Blood,San'layn,Tank,EU,Kings' Rest,9,1,1228.4,125259,0,308.0,2026-08-23,0,-1,1220.0,38.4,1,
83893,148111,Paladin,Holy,Herald of the Sun,Healer,EU,Kings' Rest,9,1,1228.4,13736,0,295.0,2026-08-23,0,-1,1220.0,38.4,0,
