run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning,keystone_s,pct_under_timer
22800,50534,DeathKnight,Blood,Unknown,Tank,US,Voidscar Arena,9,1,1112.7,95131,0,294,2026-08-20,0,-1,1104.0,38.7
22800,50535,Paladin,Holy,Unknown,Healer,US,Voidscar Arena,9,1,1112.7,4447,0,296,2026-08-20,0,-1,1104.0,38.7
22800,50536,Mage,Arcane,Unknown,DPS,US,Voidscar Arena,9,1,1112.7,205847,0,300,2026-08-20,0,-1,1104.0,38.7
22800,50537,Mage,Arcane,Unknown,DPS,US,Voidscar Arena,9,1,1112.7,175158,0,306,2026-08-20,0,-1,1104.0,38.7
22800,50538,Shaman,Elemental,Unknown,DPS,US,Voidscar Arena,9,1,1112.7,191056,0,301,2026-08-20,0,-1,1104.0,38.7
22801,43892,DemonHunter,Vengeance,Annihilator,Tank,US,Altar of Fangs,12,1,1626.6,117697,2,298,2026-08-19,0,-1,1738.0,3.4
22801,9903,Paladin,Holy,Herald of the Sun,Healer,US,Altar of Fangs,12,1,1626.6,21724,1,297,2026-08-19,0,-1,1738.0,3.4
22801,8557,Warrior,Arms,Slayer,DPS,US,Altar of Fangs,12,1,1626.6,200182,2,295,2026-08-19,0,-1,1738.0,3.4
22801,17367,Shaman,Enhancement,Stormbringer,DPS,US,Altar of Fangs,12,1,1626.6,214245,2,304,2026-08-19,0,-1,1738.0,3.4
22801,9904,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Altar of Fangs,12,1,1626.6,224246,1,299,2026-08-19,0,-1,1738.0,3.4
22802,8329,Paladin,Protection,Unknown,Tank,US,Ruby Life Pools,12,1,1548.7,82492,1,302,2026-08-20,0,-1,1600.0,4.7
22802,50539,Paladin,Holy,Unknown,Healer,US,Ruby Life Pools,12,1,1548.7,18039,0,294,2026-08-20,0,-1,1600.0,4.7
22802,23211,Hunter,BeastMastery,Unknown,DPS,US,Ruby Life Pools,12,1,1548.7,143513,0,297,2026-08-20,0,-1,1600.0,4.7
22802,9010,Paladin,Retribution,Unknown,DPS,US,Ruby Life Pools,12,1,1548.7,173709,2,300,2026-08-20,0,-1,1600.0,4.7
22802,50540,Paladin,Retribution,Unknown,DPS,US,Ruby Life Pools,12,1,1548.7,173147,1,296,2026-08-20,0,-1,1600.0,4.7
22803,18121,DeathKnight,Blood,San'layn,Tank,EU,Temple of Sethraliss,12,1,1786.6,136207,0,291,2026-08-19,0,-1,1822.0,5.1
22803,24064,Priest,Holy,Oracle,Healer,EU,Temple of Sethraliss,12,1,1786.6,22948,0,292,2026-08-19,0,-1,1822.0,5.1
22803,18013,Mage,Fire,Sunfury,DPS,EU,Temple of Sethraliss,12,1,1786.6,167847,0,301,2026-08-19,0,-1,1822.0,5.1
22803,50541,Warrior,Arms,Slayer,DPS,EU,Temple of Sethraliss,12,1,1786.6,202088,1,295,2026-08-19,0,-1,1822.0,5.1
22803,50542,Monk,Windwalker,Shado-Pan,DPS,EU,Temple of Sethraliss,12,1,1786.6,122189,0,289,2026-08-19,0,-1,1822.0,5.1
22804,45077,DeathKnight,Blood,San'layn,Tank,US,Kings' Rest,13,1,1681.3,86177,0,301,2026-08-20,0,-1,1702.0,14.0
22804,9971,Shaman,Restoration,Totemic,Healer,US,Kings' Rest,13,1,1681.3,28933,1,302,2026-08-20,0,-1,1702.0,14.0
22804,41877,Druid,Balance,Elune's Chosen,DPS,US,Kings' Rest,13,1,1681.3,144787,0,302,2026-08-20,0,-1,1702.0,14.0
22804,21135,Druid,Feral,Druid of the Claw,DPS,US,Kings' Rest,13,1,1681.3,151750,1,305,2026-08-20,0,-1,1702.0,14.0
22804,21136,Warrior,Arms,Slayer,DPS,US,Kings' Rest,13,1,1681.3,162864,0,300,2026-08-20,0,-1,1702.0,14.0
22805,42899,DeathKnight,Blood,San'layn,Tank,CN,Altar of Fangs,12,0,1919.8,122493,1,294,2026-08-20,0,-1,1987.0,-10.4
22805,42900,Paladin,Holy,Lightsmith,Healer,CN,Altar of Fangs,12,0,1919.8,42861,3,289,2026-08-20,0,-1,1987.0,-10.4
22805,42903,Shaman,Elemental,Farseer,DPS,CN,Altar of Fangs,12,0,1919.8,163468,1,288,2026-08-20,0,-1,1987.0,-10.4
22805,42902,Mage,Frost,Spellslinger,DPS,CN,Altar of Fangs,12,0,1919.8,182910,1,292,2026-08-20,0,-1,1987.0,-10.4
22805,42901,Warrior,Arms,Slayer,DPS,CN,Altar of Fangs,12,0,1919.8,168994,0,288,2026-08-20,0,-1,1987.0,-10.4
22806,2826,Monk,Brewmaster,Master of Harmony,Tank,US,Voidscar Arena,10,1,1167.7,109598,1,301,2026-08-20,0,-1,1189.0,33.9
22806,49563,Priest,Discipline,Oracle,Healer,US,Voidscar Arena,10,1,1167.7,17052,1,295,2026-08-20,0,-1,1189.0,33.9
22806,49564,Rogue,Subtlety,Deathstalker,DPS,US,Voidscar Arena,10,1,1167.7,185927,1,297,2026-08-20,0,-1,1189.0,33.9
22806,41630,Mage,Arcane,Sunfury,DPS,US,Voidscar Arena,10,1,1167.7,217949,1,301,2026-08-20,0,-1,1189.0,33.9
22806,2828,Warlock,Affliction,Soul Harvester,DPS,US,Voidscar Arena,10,1,1167.7,178221,2,299,2026-08-20,0,-1,1189.0,33.9
22807,50543,DeathKnight,Blood,San'layn,Tank,US,Altar of Fangs,10,1,1185.6,165550,0,302,2026-08-20,0,-1,1182.0,34.3
22807,50544,Shaman,Restoration,Totemic,Healer,US,Altar of Fangs,10,1,1185.6,32864,0,295,2026-08-20,0,-1,1182.0,34.3
22807,50545,Monk,Windwalker,Shado-Pan,DPS,US,Altar of Fangs,10,1,1185.6,234023,0,294,2026-08-20,0,-1,1182.0,34.3
22807,50546,Paladin,Retribution,Templar,DPS,US,Altar of Fangs,10,1,1185.6,231037,0,292,2026-08-20,0,-1,1182.0,34.3
22807,11881,Warrior,Arms,Slayer,DPS,US,Altar of Fangs,10,1,1185.6,245570,1,300,2026-08-20,0,-1,1182.0,34.3
22808,50547,Warrior,Protection,Colossus,Tank,EU,Voidscar Arena,11,1,1401.4,96266,0,289,2026-08-19,0,-1,1402.0,22.1
22808,40897,Shaman,Restoration,Totemic,Healer,EU,Voidscar Arena,11,1,1401.4,25710,0,291,2026-08-19,0,-1,1402.0,22.1
22808,50548,Druid,Balance,Elune's Chosen,DPS,EU,Voidscar Arena,11,1,1401.4,160420,0,295,2026-08-19,0,-1,1402.0,22.1
22808,22024,Mage,Arcane,Sunfury,DPS,EU,Voidscar Arena,11,1,1401.4,164352,2,294,2026-08-19,0,-1,1402.0,22.1
22808,50549,Paladin,Retribution,Herald of the Sun,DPS,EU,Voidscar Arena,11,1,1401.4,177182,0,295,2026-08-19,0,-1,1402.0,22.1
22809,18550,Druid,Guardian,Elune's Chosen,Tank,EU,Altar of Fangs,12,0,2025.3,91160,1,296,2026-08-19,0,-1,2077.0,-15.4
22809,24064,Priest,Holy,Oracle,Healer,EU,Altar of Fangs,12,0,2025.3,28054,0,292,2026-08-19,0,-1,2077.0,-15.4
22809,50550,Warrior,Arms,Slayer,DPS,EU,Altar of Fangs,12,0,2025.3,149716,3,297,2026-08-19,0,-1,2077.0,-15.4
22809,50551,Rogue,Outlaw,Trickster,DPS,EU,Altar of Fangs,12,0,2025.3,185644,0,296,2026-08-19,0,-1,2077.0,-15.4
22809,50552,Hunter,BeastMastery,Pack Leader,DPS,EU,Altar of Fangs,12,0,2025.3,183050,4,294,2026-08-19,0,-1,2077.0,-15.4
22810,8173,Druid,Guardian,Elune's Chosen,Tank,US,Ruby Life Pools,12,1,1560.3,121677,0,300,2026-08-19,0,-1,1582.0,5.8
22810,50553,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Ruby Life Pools,12,1,1560.3,46968,0,306,2026-08-19,0,-1,1582.0,5.8
22810,5648,Monk,Windwalker,Shado-Pan,DPS,US,Ruby Life Pools,12,1,1560.3,198993,0,308,2026-08-19,0,-1,1582.0,5.8
22810,50554,DemonHunter,Havoc,Fel-Scarred,DPS,US,Ruby Life Pools,12,1,1560.3,161109,0,298,2026-08-19,0,-1,1582.0,5.8
22810,50555,Druid,Balance,Elune's Chosen,DPS,US,Ruby Life Pools,12,1,1560.3,172686,2,307,2026-08-19,0,-1,1582.0,5.8
22811,10039,Warrior,Protection,Mountain Thane,Tank,US,The Blinding Vale,11,1,1413.7,121736,0,301,2026-08-20,0,-1,1415.0,21.4
22811,37266,Druid,Restoration,Wildstalker,Healer,US,The Blinding Vale,11,1,1413.7,17395,0,295,2026-08-20,0,-1,1415.0,21.4
22811,37267,Hunter,Marksmanship,Sentinel,DPS,US,The Blinding Vale,11,1,1413.7,194626,1,305,2026-08-20,0,-1,1415.0,21.4
22811,5344,Warlock,Destruction,Diabolist,DPS,US,The Blinding Vale,11,1,1413.7,179069,1,297,2026-08-20,0,-1,1415.0,21.4
22811,5345,Shaman,Elemental,Farseer,DPS,US,The Blinding Vale,11,1,1413.7,217493,0,295,2026-08-20,0,-1,1415.0,21.4
22812,6834,DeathKnight,Blood,San'layn,Tank,US,Temple of Sethraliss,10,1,1289.1,154100,0,306,2026-08-19,0,-1,1305.0,32.0
22812,8762,Paladin,Holy,Lightsmith,Healer,US,Temple of Sethraliss,10,1,1289.1,46945,1,304,2026-08-19,0,-1,1305.0,32.0
22812,37668,DemonHunter,Devourer,Void-Scarred,DPS,US,Temple of Sethraliss,10,1,1289.1,135764,2,294,2026-08-19,0,-1,1305.0,32.0
22812,46438,Shaman,Enhancement,Stormbringer,DPS,US,Temple of Sethraliss,10,1,1289.1,221748,0,297,2026-08-19,0,-1,1305.0,32.0
22812,6836,Warrior,Arms,Slayer,DPS,US,Temple of Sethraliss,10,1,1289.1,176156,2,309,2026-08-19,0,-1,1305.0,32.0
22813,11046,DeathKnight,Blood,San'layn,Tank,US,Ruby Life Pools,12,1,1451.5,154782,0,301,2026-08-19,0,-1,1562.0,7.0
22813,5319,Priest,Discipline,Oracle,Healer,US,Ruby Life Pools,12,1,1451.5,17880,1,298,2026-08-19,0,-1,1562.0,7.0
22813,3126,DemonHunter,Devourer,Void-Scarred,DPS,US,Ruby Life Pools,12,1,1451.5,183565,1,299,2026-08-19,0,-1,1562.0,7.0
22813,46617,Rogue,Assassination,Fatebound,DPS,US,Ruby Life Pools,12,1,1451.5,215752,4,296,2026-08-19,0,-1,1562.0,7.0
22813,6896,Evoker,Devastation,Scalecommander,DPS,US,Ruby Life Pools,12,1,1451.5,212899,2,302,2026-08-19,0,-1,1562.0,7.0
22814,20609,Paladin,Protection,Lightsmith,Tank,EU,Voidscar Arena,8,1,993.3,120959,0,290,2026-08-19,0,-1,991.0,45.0
22814,20610,Shaman,Restoration,Totemic,Healer,EU,Voidscar Arena,8,1,993.3,22880,0,294,2026-08-19,0,-1,991.0,45.0
22814,50556,DemonHunter,Devourer,Annihilator,DPS,EU,Voidscar Arena,8,1,993.3,199887,0,294,2026-08-19,0,-1,991.0,45.0
22814,50557,Shaman,Elemental,Farseer,DPS,EU,Voidscar Arena,8,1,993.3,206915,1,294,2026-08-19,0,-1,991.0,45.0
22814,50558,Warrior,Arms,Slayer,DPS,EU,Voidscar Arena,8,1,993.3,171918,0,295,2026-08-19,0,-1,991.0,45.0
22815,50559,Druid,Guardian,Elune's Chosen,Tank,EU,The Blinding Vale,12,1,1564.3,100789,0,300,2026-08-19,0,-1,1570.0,12.8
22815,23297,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,The Blinding Vale,12,1,1564.3,49296,0,303,2026-08-19,0,-1,1570.0,12.8
22815,50560,Warrior,Arms,Slayer,DPS,EU,The Blinding Vale,12,1,1564.3,152934,1,297,2026-08-19,0,-1,1570.0,12.8
22815,50561,Rogue,Assassination,Deathstalker,DPS,EU,The Blinding Vale,12,1,1564.3,234336,0,300,2026-08-19,0,-1,1570.0,12.8
22815,50562,Mage,Arcane,Sunfury,DPS,EU,The Blinding Vale,12,1,1564.3,174792,0,298,2026-08-19,0,-1,1570.0,12.8
22816,9065,DeathKnight,Blood,San'layn,Tank,US,Murder Row,12,0,2265.0,97795,2,299,2026-08-20,0,-1,2362.0,-15.8
22816,9066,Shaman,Restoration,Totemic,Healer,US,Murder Row,12,0,2265.0,25414,2,299,2026-08-20,0,-1,2362.0,-15.8
22816,50563,Priest,Shadow,Voidweaver,DPS,US,Murder Row,12,0,2265.0,122619,3,292,2026-08-20,0,-1,2362.0,-15.8
22816,50564,Shaman,Elemental,Farseer,DPS,US,Murder Row,12,0,2265.0,161118,2,292,2026-08-20,0,-1,2362.0,-15.8
22816,9067,Warlock,Demonology,Diabolist,DPS,US,Murder Row,12,0,2265.0,147836,2,298,2026-08-20,0,-1,2362.0,-15.8
22817,4152,Druid,Guardian,Elune's Chosen,Tank,US,Altar of Fangs,5,1,1048.3,85542,0,297,2026-08-19,0,-1,1040.0,42.2
22817,50565,Shaman,Restoration,Totemic,Healer,US,Altar of Fangs,5,1,1048.3,24766,0,293,2026-08-19,0,-1,1040.0,42.2
22817,50566,Monk,Windwalker,Shado-Pan,DPS,US,Altar of Fangs,5,1,1048.3,123878,0,291,2026-08-19,0,-1,1040.0,42.2
22817,4155,DeathKnight,Unholy,Rider of the Apocalypse,DPS,US,Altar of Fangs,5,1,1048.3,140362,0,297,2026-08-19,0,-1,1040.0,42.2
22817,50567,Shaman,Elemental,Farseer,DPS,US,Altar of Fangs,5,1,1048.3,156303,0,285,2026-08-19,0,-1,1040.0,42.2
22818,50568,Druid,Guardian,Elune's Chosen,Tank,EU,Ruby Life Pools,4,1,1008.7,48643,0,295,2026-08-19,0,-1,1000.0,40.5
22818,50569,Shaman,Restoration,Totemic,Healer,EU,Ruby Life Pools,4,1,1008.7,21937,0,287,2026-08-19,0,-1,1000.0,40.5
22818,50570,Rogue,Subtlety,Deathstalker,DPS,EU,Ruby Life Pools,4,1,1008.7,141353,0,297,2026-08-19,0,-1,1000.0,40.5
22818,50571,Hunter,Marksmanship,Dark Ranger,DPS,EU,Ruby Life Pools,4,1,1008.7,117464,0,287,2026-08-19,0,-1,1000.0,40.5
22818,50572,Paladin,Retribution,Templar,DPS,EU,Ruby Life Pools,4,1,1008.7,125530,0,290,2026-08-19,0,-1,1000.0,40.5
22819,6710,Monk,Brewmaster,Master of Harmony,Tank,US,Ruby Life Pools,12,0,1695.6,79530,4,293,2026-08-19,0,-1,1987.0,-18.2
22819,5847,Shaman,Restoration,Totemic,Healer,US,Ruby Life Pools,12,0,1695.6,17044,4,301,2026-08-19,0,-1,1987.0,-18.2
22819,6714,Mage,Arcane,Sunfury,DPS,US,Ruby Life Pools,12,0,1695.6,156443,7,299,2026-08-19,0,-1,1987.0,-18.2
22819,43493,Shaman,Enhancement,Stormbringer,DPS,US,Ruby Life Pools,12,0,1695.6,203828,5,298,2026-08-19,0,-1,1987.0,-18.2
22819,5848,Warrior,Arms,Slayer,DPS,US,Ruby Life Pools,12,0,1695.6,191093,5,299,2026-08-19,0,-1,1987.0,-18.2
22820,44259,Paladin,Protection,Lightsmith,Tank,EU,Kings' Rest,12,1,1494.8,78717,0,303,2026-08-19,0,-1,1517.0,23.4
22820,18201,Shaman,Restoration,Totemic,Healer,EU,Kings' Rest,12,1,1494.8,25417,1,292,2026-08-19,0,-1,1517.0,23.4
22820,22449,Warrior,Arms,Slayer,DPS,EU,Kings' Rest,12,1,1494.8,185956,1,299,2026-08-19,0,-1,1517.0,23.4
22820,20080,Druid,Feral,Druid of the Claw,DPS,EU,Kings' Rest,12,1,1494.8,157114,0,302,2026-08-19,0,-1,1517.0,23.4
22820,50573,Paladin,Retribution,Templar,DPS,EU,Kings' Rest,12,1,1494.8,143806,0,295,2026-08-19,0,-1,1517.0,23.4
22821,6979,Paladin,Protection,Templar,Tank,US,Temple of Sethraliss,12,1,1586.6,106282,0,304,2026-08-19,0,-1,1593.0,17.0
22821,8504,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Temple of Sethraliss,12,1,1586.6,44341,0,302,2026-08-19,0,-1,1593.0,17.0
22821,7954,Shaman,Elemental,Farseer,DPS,US,Temple of Sethraliss,12,1,1586.6,222768,0,301,2026-08-19,0,-1,1593.0,17.0
22821,6982,Paladin,Retribution,Templar,DPS,US,Temple of Sethraliss,12,1,1586.6,202881,1,300,2026-08-19,0,-1,1593.0,17.0
22821,6981,Priest,Shadow,Archon,DPS,US,Temple of Sethraliss,12,1,1586.6,178626,0,297,2026-08-19,0,-1,1593.0,17.0
22822,7882,DeathKnight,Blood,San'layn,Tank,US,Den of Nalorakk,11,1,1422.9,107336,0,304,2026-08-19,0,-1,1430.0,25.5
22822,50574,Shaman,Restoration,Totemic,Healer,US,Den of Nalorakk,11,1,1422.9,22054,0,299,2026-08-19,0,-1,1430.0,25.5
22822,12254,Druid,Balance,Elune's Chosen,DPS,US,Den of Nalorakk,11,1,1422.9,158340,1,300,2026-08-19,0,-1,1430.0,25.5
22822,50575,Warrior,Arms,Slayer,DPS,US,Den of Nalorakk,11,1,1422.9,163016,2,295,2026-08-19,0,-1,1430.0,25.5
22822,39466,Mage,Arcane,Sunfury,DPS,US,Den of Nalorakk,11,1,1422.9,193741,0,300,2026-08-19,0,-1,1430.0,25.5
22823,20095,Paladin,Protection,Lightsmith,Tank,EU,Altar of Fangs,10,1,1255.9,112419,0,301,2026-08-19,0,-1,1252.0,30.4
22823,45190,Evoker,Preservation,Flameshaper,Healer,EU,Altar of Fangs,10,1,1255.9,36921,0,300,2026-08-19,0,-1,1252.0,30.4
22823,45191,DemonHunter,Devourer,Annihilator,DPS,EU,Altar of Fangs,10,1,1255.9,232705,1,300,2026-08-19,0,-1,1252.0,30.4
22823,44513,DeathKnight,Unholy,Rider of the Apocalypse,DPS,EU,Altar of Fangs,10,1,1255.9,241702,0,299,2026-08-19,0,-1,1252.0,30.4
22823,27557,Warrior,Arms,Slayer,DPS,EU,Altar of Fangs,10,1,1255.9,246176,0,302,2026-08-19,0,-1,1252.0,30.4
22824,49436,DemonHunter,Vengeance,Annihilator,Tank,US,The Blinding Vale,11,1,1415.7,168823,0,297,2026-08-19,0,-1,1417.0,21.3
22824,49437,Shaman,Restoration,Totemic,Healer,US,The Blinding Vale,11,1,1415.7,30065,0,298,2026-08-19,0,-1,1417.0,21.3
22824,50576,Warlock,Affliction,Soul Harvester,DPS,US,The Blinding Vale,11,1,1415.7,208491,1,299,2026-08-19,0,-1,1417.0,21.3
22824,49439,Druid,Balance,Elune's Chosen,DPS,US,The Blinding Vale,11,1,1415.7,231058,1,296,2026-08-19,0,-1,1417.0,21.3
22824,49438,Mage,Arcane,Sunfury,DPS,US,The Blinding Vale,11,1,1415.7,198109,0,294,2026-08-19,0,-1,1417.0,21.3
22825,50577,Druid,Guardian,Elune's Chosen,Tank,US,Kings' Rest,4,1,1180.4,45484,0,295,2026-08-20,0,-1,1171.0,40.8
22825,50578,Paladin,Holy,Herald of the Sun,Healer,US,Kings' Rest,4,1,1180.4,19400,0,290,2026-08-20,0,-1,1171.0,40.8
22825,50579,Evoker,Devastation,Scalecommander,DPS,US,Kings' Rest,4,1,1180.4,95298,0,289,2026-08-20,0,-1,1171.0,40.8
22825,50580,Mage,Arcane,Sunfury,DPS,US,Kings' Rest,4,1,1180.4,69803,0,278,2026-08-20,0,-1,1171.0,40.8
22825,50581,Warrior,Fury,Mountain Thane,DPS,US,Kings' Rest,4,1,1180.4,104976,0,295,2026-08-20,0,-1,1171.0,40.8
22826,14581,DeathKnight,Blood,San'layn,Tank,EU,Ruby Life Pools,11,1,1221.6,167919,0,302,2026-08-19,0,-1,1218.0,27.5
22826,38822,Paladin,Holy,Herald of the Sun,Healer,EU,Ruby Life Pools,11,1,1221.6,20445,1,298,2026-08-19,0,-1,1218.0,27.5
22826,23198,Paladin,Retribution,Templar,DPS,EU,Ruby Life Pools,11,1,1221.6,205781,0,291,2026-08-19,0,-1,1218.0,27.5
22826,50582,Shaman,Enhancement,Stormbringer,DPS,EU,Ruby Life Pools,11,1,1221.6,168740,0,298,2026-08-19,0,-1,1218.0,27.5
22826,14582,Monk,Windwalker,Shado-Pan,DPS,EU,Ruby Life Pools,11,1,1221.6,233369,0,304,2026-08-19,0,-1,1218.0,27.5
22827,50583,Monk,Brewmaster,Shado-Pan,Tank,US,The Blinding Vale,12,0,2062.5,79781,1,296,2026-08-19,0,-1,2054.0,-14.1
